MSE, Q-LIKE
   0.65571,   2.36312
   0.03696,   2.22504
   0.49001,   1.60831
   0.06987,   1.87459
   1.18051,   2.28530
   0.15731,   1.83663
   0.59583,   2.06731
   0.19811,   1.92541
   0.38405,   2.06325
   1.63101,   1.58161
   0.00003,   1.49520
   1.93160,   2.34723
   0.11918,   1.77544
   0.38002,   1.59530
   1.95865,   2.45511
   0.51273,   1.79275
   0.00240,   1.56475
   0.54423,   1.45091
   0.41738,   1.11649
   0.00816,   1.55948
   0.20254,   1.30956
   8.25719,   3.20852
   0.45003,   1.97938
   0.00823,   1.73637
   0.01751,   1.47248
   1.04955,   2.11016
   0.34018,   1.88942
   1.04195,   2.11171
   0.25060,   1.98108
   1.31544,   2.30057
   0.00113,   1.84355
   0.36716,   1.61875
   0.05999,   1.52915
   0.21807,   1.39076
   0.20932,   1.39217
   0.69089,   1.02864
   0.01343,   1.39433
   0.13037,   0.96193
   0.11759,   1.05458
   0.21044,   0.97098
   0.24402,   0.89450
  26.06736,   5.48063
   4.30867,   2.78984
   0.53688,   2.20967
   0.04432,   1.89723
   0.00122,   1.51847
   0.30632,   1.68448
   0.07893,   1.41807
   0.22741,   1.76301
   0.02622,   1.63603
   0.19856,   1.45228
   0.38258,   1.32893
   0.22222,   1.16509
   0.39019,   1.82542
   4.16664,   2.72457
   3.84080,   1.57340
   0.27151,   1.35983
   0.00745,   1.34060
   0.04492,   1.24795
   0.15144,   1.22598
   0.00995,   1.33319
   1.39662,   2.17441
   1.10733,   2.14352
   0.00620,   1.37377
   0.32355,   1.15238
   0.23397,   0.93981
   0.56260,   1.86536
   0.07175,   1.58433
   0.44641,   1.39444
   0.00221,   1.48154
   0.26644,   1.87718
   0.15953,   1.74241
   1.06476,   1.26470
   0.01241,   1.20461
   0.11420,   1.03332
   0.12946,   1.55355
   0.08591,   1.27999
   0.10047,   1.18998
   0.00281,   1.18558
   0.16892,   1.60888
   0.39452,   1.27441
   0.17106,   1.65254
   0.39523,   1.18193
   0.00108,   1.24364
  11.37400,   3.96418
   0.41799,   1.96710
   0.09015,   1.64085
   0.20477,   1.78910
   0.00050,   1.56536
   1.56301,   2.27024
   0.01621,   1.81039
   9.52555,   3.46905
   0.02604,   1.99302
   2.50916,   2.46278
   0.12045,   1.88218
   0.01953,   1.83273
   0.07440,   1.61510
   0.49719,   1.06361
   0.06368,   1.43973
   0.00012,   1.27530
   0.19910,   1.61815
   0.53011,   1.87406
   0.11635,   1.63647
   0.16237,   0.65716
   0.00574,   0.90174
   0.07972,   1.62645
   1.51964,   2.20959
   0.00576,   1.57912
   0.21043,   1.26310
   0.08468,   0.98956
   0.77478,   0.96663
   0.00012,   0.99693
   0.14675,   0.79155
   0.37737,   1.61162
   0.11681,   1.26755
   0.00220,   1.44937
   0.25356,   1.65690
   0.00215,   1.30713
   0.05262,   1.35029
   0.14459,   1.52770
   0.35952,   1.01603
   0.02257,   1.27525
   0.81642,   0.84460
   1.06955,   0.97326
   0.03708,   0.96107
   0.09122,   0.81027
   0.08844,   0.95009
   0.01740,   0.99630
   0.22734,   0.84238
   0.00004,   1.16738
   0.43723,   0.89331
   0.02462,   1.35093
   0.04013,   1.42221
   1.17244,   2.10964
   0.48566,   1.44917
   0.10021,   1.09617
   1.10747,   2.07941
   0.74036,   0.87938
   0.00002,   0.94390
   0.78649,   0.61174
   0.10749,   1.45243
   0.36874,   0.89177
   0.21194,   0.56324
   0.02381,   0.65908
   0.08282,   0.78656
   0.32171,   0.75956
   0.60586,   0.65399
   0.01855,   0.95877
   0.12411,   1.24586
   4.28101,   3.09096
   0.14925,   1.56774
   0.12077,   0.96338
   0.29335,   0.74797
   0.50779,   1.71350
   0.18752,   1.46593
   0.41548,   1.09051
   0.08360,   1.14244
   0.12187,   0.72745
   0.01980,   0.84859
   0.03199,   1.06481
   0.06819,   1.29337
   0.08792,   1.33648
   0.01705,   1.04974
   0.01167,   0.93363
   1.16120,   2.08929
   2.83403,   2.66635
   2.94550,   2.61886
   0.20884,   1.34968
   0.22668,   1.78552
   0.21784,   1.76322
   0.37071,   1.81366
   1.45997,   2.23557
   0.22261,   1.03737
   0.38336,   1.75497
   0.05056,   1.15968
   0.11191,   1.56643
   0.06988,   1.01718
   0.00036,   1.10454
   0.01573,   1.40947
