MSE, Q-LIKE
   3.18411,   2.93608
   0.08496,   2.44622
   0.05114,   2.53201
   0.49398,   2.21555
   4.47753,   2.86209
   0.05686,   2.25956
   1.95920,   1.75515
   1.85266,   2.43808
   3.29578,   2.68565
   4.92750,   2.10753
  22.19394,   3.77561
   0.68681,   2.51260
   0.57010,   2.51697
   0.00021,   1.97869
   2.37428,   2.70750
   2.45442,   2.86585
   3.39533,   1.89057
   3.13635,   2.12738
   0.03795,   2.09050
  11.98308,   3.30632
   1.78966,   2.74531
   0.88598,   2.09369
   2.67135,   2.69927
  76.13172,   4.51574
  89.23178,   4.38380
   0.01772,   2.87126
   1.86515,   2.28971
   0.00238,   2.09512
   0.01119,   2.33217
   0.20774,   2.40213
   0.14756,   2.19061
   0.00673,   2.26410
   0.10573,   2.23745
   0.04120,   2.20819
   0.91961,   1.96125
   1.45303,   1.68289
   0.63200,   2.20051
   0.68645,   2.29091
   2.11366,   2.49978
   1.28859,   2.43896
  46.64412,   4.46594
   0.00596,   2.52976
   2.92705,   2.70835
  53.48563,   7.54012
   0.15110,   2.26512
   2.39864,   2.55495
   0.93639,   2.55573
   3.61435,   1.85870
  34.54985,   4.01191
   7.61884,   2.25117
   0.01420,   2.39053
   0.06148,   2.33420
   0.02561,   2.23592
   0.86971,   2.06696
   0.00256,   2.40798
   4.06800,   2.81567
   0.85645,   2.52721
   6.29114,   2.93418
 148.18430,   5.76033
   1.44522,   2.71217
   3.68097,   1.93397
   6.63381,   2.94873
   5.38165,   2.04323
   0.38656,   2.10546
   0.23996,   2.42205
   2.31978,   1.77441
   1.57154,   1.66974
   0.26408,   2.31823
   0.87426,   2.21413
   0.13015,   2.24896
   0.22398,   2.33531
   1.26149,   2.07302
   0.60458,   2.36995
   0.18480,   2.02450
   1.12150,   1.66482
   0.05367,   2.09004
   1.01266,   2.01740
   0.48283,   1.86249
   0.29331,   1.74741
   0.75609,   2.15837
   2.25383,   1.55367
   0.93360,   1.64602
   4.62168,   1.73635
   2.66497,   2.63495
   1.39675,   2.61071
   0.03080,   2.35656
  18.14697,   3.45060
   7.15933,   1.98353
  38.21742,   4.05750
   0.98553,   2.79457
   2.80388,   2.09728
   1.06543,   2.38400
   4.55217,   2.02388
   0.32232,   1.94029
   1.78833,   1.82421
   0.56246,   2.43954
   6.63337,   1.90323
   1.89622,   1.53993
   0.18933,   1.80602
   0.18268,   1.54591
   0.99832,   1.48994
   0.00360,   1.65688
   0.30311,   1.41173
   0.64048,   0.84884
   0.20909,   1.06350
   0.33247,   1.23935
   0.07266,   1.51449
   2.23590,   1.59788
   1.36846,   1.42582
   0.10997,   1.50920
   2.13430,   1.42846
   0.01224,   1.15405
   1.34183,   2.27030
   0.36955,   2.01964
   1.84591,   1.56909
   1.60627,   1.56768
   2.70042,   2.52617
   1.70180,   1.51658
   0.18911,   1.38394
   0.55327,   1.88804
   0.74432,   1.51368
   0.05093,   1.73035
   0.52133,   1.60546
   0.00401,   1.48450
  21.61516,   4.29934
   1.45506,   1.80592
   1.48622,   1.28686
   3.02156,   2.55539
   0.55348,   1.82822
   0.98251,   1.49192
   2.04906,   1.43222
   0.51482,   1.74997
   3.17400,   1.86391
   0.12909,   1.84210
  35.74446,   3.93418
   1.64312,   2.22790
   0.00325,   2.00240
   1.83993,   1.61090
   0.52283,   1.36301
   1.26629,   1.29210
   0.64008,   1.28684
   0.91285,   1.28072
   0.01326,   1.21181
   0.39009,   0.78551
   0.10567,   0.91935
   0.02594,   1.45201
   1.59990,   1.23647
   0.72652,   2.07906
   0.24329,   2.07483
   1.52687,   2.27865
   8.34937,   3.17253
   8.69929,   3.08615
   0.34251,   2.11155
   0.15373,   1.95479
   0.09345,   2.02213
   0.24529,   1.64858
   2.98970,   2.56951
   0.02240,   1.79394
   0.37839,   1.96953
   0.02066,   1.65136
   0.00372,   1.69962
   0.02761,   1.51081
   0.41554,   1.24543
   0.23018,   1.75828
   0.15095,   1.30592
   0.46060,   1.10934
   0.03179,   1.60476
   0.00000,   1.67598
   0.70133,   1.16010
   2.33921,   0.87119
   1.12654,   0.84957
   0.24644,   1.41885
   0.12043,   1.79380
   0.16338,   1.27159
   0.21631,   1.34969
   0.40121,   1.90158
   0.01847,   1.93586
   0.02232,   1.72878
   0.57057,   2.06805
   0.00109,   1.59007
   1.42374,   0.99721
   0.00002,   1.32435
   0.73258,   1.30084
   0.87402,   2.07512
   0.00557,   1.64091
   5.35574,   2.87861
   0.85158,   1.38810
   0.72716,   1.24828
   0.45598,   0.94339
   0.00012,   1.34421
   0.00961,   1.38676
   0.23559,   0.90400
   1.39572,   0.69501
   0.06579,   0.71052
   0.02750,   0.98563
   0.38138,   1.71256
   0.27060,   1.36122
   0.10843,   1.67643
   0.00061,   1.30436
   0.21275,   1.84376
   0.23830,   1.89462
   0.12502,   1.78092
   0.09921,   1.50963
   1.77620,   1.02719
   0.04362,   1.38085
   1.16383,   1.22402
   1.84191,   2.33563
   2.24570,   1.67069
   0.82081,   2.52714
   1.79596,   1.58191
   0.13760,   1.59025
   0.47270,   1.35740
   0.86657,   1.71787
   1.81559,   1.98496
   0.35816,   2.02767
   0.22387,   1.59249
   0.42940,   1.66706
   0.40610,   1.26749
   0.65926,   1.38245
   0.69947,   1.24983
   1.18291,   1.03690
   0.25869,   1.68259
   0.04700,   1.41391
   2.37351,   0.99046
   0.02950,   1.06094
   0.49157,   0.89834
   0.76301,   0.71956
   1.71626,   2.27331
   0.60924,   1.12044
   0.04556,   1.31301
   0.80105,   2.04465
   0.12194,   1.87074
   0.07351,   1.44106
   0.49758,   1.01078
   0.62295,   0.80923
   0.00668,   1.35330
   0.14256,   1.12852
   1.06160,   0.57392
   0.11513,   0.48392
   0.46115,   0.98878
   0.06850,   0.80437
   0.43853,   1.07588
   0.05021,   1.81487
   0.48739,   1.89619
   0.05267,   1.53632
   2.14262,   0.94337
   0.77329,   1.17883
   0.33504,   1.60780
   0.00172,   1.56534
   0.36758,   1.77335
   3.77261,   1.55996
   0.11376,   1.36949
   0.24089,   1.11882
   0.16444,   0.82515
   0.28815,   0.72771
   0.15197,   1.41276
   0.05534,   1.28590
   0.00548,   1.16369
   0.01091,   1.26832
   0.14020,   1.01670
   0.00002,   0.89631
   0.40491,   1.59594
   0.15322,   0.76567
   0.15483,   0.62518
   0.00012,   0.78826
   0.01157,   0.97900
   0.31507,   0.73281
   0.00157,   1.41601
   0.09570,   1.47812
   0.01436,   1.27683
  10.55175,   3.86227
   4.93382,   2.82025
   2.98392,   2.67401
   1.02492,   1.48692
   0.00332,   1.21980
   0.01778,   1.13270
   0.00039,   1.20639
   3.88835,   2.68218
   4.65200,   1.50950
   0.09521,   1.72906
   1.02555,   1.44480
   1.56999,   2.23332
   1.97977,   2.34590
   0.06175,   2.14386
   1.27253,   2.29484
   0.09442,   1.61902
   0.77601,   1.49610
   0.79584,   1.36810
   0.00010,   1.70986
   0.04295,   1.57674
   0.64114,   1.89430
   0.00244,   1.67806
   0.00107,   1.29554
   1.45250,   2.19350
   0.08119,   1.72504
   0.06159,   1.41697
   0.14778,   0.91331
   0.68553,   1.86062
   0.00368,   1.01780
   3.06848,   2.63233
   2.21411,   2.40306
   0.57949,   1.85111
   0.26417,   1.03132
   0.12995,   1.31821
   9.33752,   3.73330
   2.37730,   2.43395
   0.10798,   1.21981
   0.07209,   1.39467
   0.31127,   0.96985
   0.03760,   0.90930
   0.04493,   0.90516
   0.19397,   0.95373
   0.00691,   1.13494
   0.00261,   1.36035
  12.07015,   3.90459
   0.02576,   1.63311
   0.51610,   1.87277
   1.25736,   2.17087
   2.30677,   2.41827
   0.21431,   1.79847
   0.57820,   1.52603
   0.91502,   0.84702
   0.00854,   1.40423
   0.81625,   1.98973
   1.01354,   1.49946
   2.57203,   2.47594
   5.13760,   2.85289
   0.60316,   1.98296
   0.00047,   1.69873
   0.62268,   2.00352
   3.16987,   2.57734
   1.51304,   1.87665
   0.69836,   2.19995
  26.54084,   3.77869
  15.13357,   2.12858
  63.55769,   4.46278
   4.71749,   2.39523
   0.22811,   2.40368
   0.00084,   2.40744
   0.95762,   1.78211
   0.25735,   1.78280
   6.94202,   1.42662
   0.72050,   1.21619
   2.65122,   2.50174
  17.49497,   3.54544
  14.18418,   1.78729
   0.41939,   1.45885
   0.00065,   1.75542
   0.62642,   1.59741
   0.01177,   1.66850
   0.00096,   1.61348
   0.00105,   1.39809
   2.44643,   2.44750
   0.03225,   1.85486
   0.00122,   1.53213
   0.05868,   1.33082
   0.19197,   1.70229
   0.01298,   1.34229
   0.42240,   1.01880
   0.22243,   0.98422
   0.43856,   0.30092
   0.05705,   0.78465
   0.07343,   1.21671
   1.93360,   0.75806
   0.10688,   0.89273
   0.10600,   1.06765
   0.48693,   0.82976
   0.01656,   1.40241
   0.10344,   1.56329
   0.25817,   1.00893
   0.26470,   0.93798
   0.00305,   1.21639
   0.18564,   0.96158
   0.00034,   1.18165
   0.02882,   1.12750
   0.02640,   1.56245
   0.00875,   1.32581
   0.25753,   0.88501
   0.00647,   1.12868
   0.01300,   1.22160
   7.16712,   3.35362
   1.81469,   1.43708
   0.00737,   1.55191
   0.17242,   1.36826
   0.18058,   1.67829
   0.09700,   1.53061
   0.05285,   1.44919
   0.49504,   1.83113
   1.04441,   2.10728
   0.65428,   1.36983
   1.77121,   2.28645
   0.65863,   1.13483
   0.00003,   1.49546
   0.26494,   1.78334
   3.68937,   1.50307
   0.15313,   2.08294
   1.96284,   1.33501
   3.05429,   2.66841
  13.38680,   1.88115
   0.86203,   1.80282
   1.83743,   1.53741
   0.07668,   1.88058
   0.78322,   1.91914
   0.02518,   1.80364
   0.20283,   1.78336
   0.21887,   1.48513
   0.05082,   1.55346
   2.02292,   1.15644
   1.34195,   1.24354
   1.11314,   1.22907
   0.10890,   1.11215
   0.04827,   1.40629
   0.00495,   1.26863
   0.06752,   0.99929
