,Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Hong Kong,Ireland,Israel,Italy,Japan,Netherlands,New Zealand,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,United Kingdom,USA
4/22/99,0,1.637264705,2.799519486,0,2.05742809,4.34869153,2.638507174,2.314400188,0,2.663017866,0,2.583953511,0,3.467601992,0,1.39350602,2.636255741,0,2.848700338,3.074304629,3.645892566,3.446389959,0
4/23/99,0,1.655680501,2.777985482,0,2.038014001,4.218766467,2.620131148,2.303347765,0,2.639741428,0,2.574233722,0,3.468375175,,1.384201283,2.660971276,0,2.859521707,3.072395011,3.647668605,3.45439178,0
4/26/99,0,1.660663328,2.783303562,0,2.041084408,4.162894479,2.634287572,2.322766339,0,2.785451848,0,2.544559879,0,3.482638579,,1.371267607,2.645698829,0,2.854423885,3.1113092,3.69563273,3.494374517,0
4/27/99,0,1.668132822,2.798572369,0,2.095579866,4.259488471,2.700135658,2.367709563,0,2.834270337,0,2.601174151,0,3.549276139,,1.376657888,2.667746008,0,2.903820391,3.148400156,3.758309008,3.547273328,0
4/28/99,0,1.653248986,2.780730925,0,2.131482372,4.128404041,2.691582897,2.366346621,0,2.87884988,0,2.573829767,0,3.597464258,,1.363813544,2.679535482,0,2.891016258,3.125197815,3.745034912,3.509595001,0
4/29/99,0,1.667443199,2.784994289,0,2.155667404,4.097946227,2.691073188,2.365762929,0,2.858938004,0,2.569364364,0,3.671002331,,1.378984414,2.697265065,0,2.891250573,3.124535315,3.710395802,3.442834559,0
4/30/99,0,1.676486068,2.754794692,0,2.155378156,4.23863071,2.714995665,2.376590393,0,2.864387044,0,2.598725414,0,3.669834071,,1.375015596,2.666527715,0,2.886582401,3.10180603,3.720730012,3.472875509,0
5/3/99,0,1.68733832,2.798292828,0,2.198045045,4.140973984,2.741684369,2.366163652,0,2.861612351,0,2.59920611,0,3.680604921,,1.393282868,2.67316017,0,2.91922411,3.178056162,3.77271548,3.478807053,0
5/4/99,0,1.707173719,2.791773593,0,2.210555116,4.096607721,2.739777975,2.372060911,0,2.839015199,0,2.596986804,0,3.676459396,,1.4169387,2.634627604,0,2.896822252,3.186409354,3.729864429,3.471859416,0
5/5/99,0,1.679543592,2.765427503,0,2.168999744,4.031592859,2.690729887,2.330692971,0,2.819653074,0,2.576407606,0,3.614331984,,1.407433519,2.614318766,0,2.896260702,3.121310874,3.701362662,3.409679654,0
5/6/99,0,1.66498111,2.738728877,0,2.163065139,4.003068012,2.670256028,2.320425061,2.004132627,2.742509326,0,2.598056618,0,3.588513809,,1.388722767,2.612931064,0,2.914015625,3.070245629,3.7236879,3.410110886,0
5/7/99,0,1.646488602,2.681317444,0,2.178876209,4.062830515,2.648398933,2.316165331,1.905313208,2.717691935,0,2.588996661,0,3.616091578,,1.363362384,2.687710782,0,2.938039312,3.056102139,3.716534205,3.382099509,0
5/10/99,0,1.62689155,2.702146463,0,2.165112635,4.128497504,2.684150186,2.27818062,0,2.673147433,0,2.588053605,0,3.549470479,,1.371952627,2.773159174,0,2.944183457,3.065751099,3.737617145,3.370656407,0
5/11/99,0,1.598484194,2.739054669,0,2.149120345,4.186783868,2.682976722,2.30138432,0,2.65468731,0,2.552689321,0,3.530887238,,1.372500719,2.796990397,0,2.938147413,3.090795717,3.721223604,3.382021729,0
5/12/99,0,1.565849341,2.717915417,0,2.112991976,4.239097036,2.680722885,2.331313283,0,2.691871841,0,2.52081031,0,3.49751247,,1.326039095,2.777296706,0,2.943085602,3.10437027,3.69979005,3.365311089,0
5/13/99,0,1.565598899,2.717283661,0,2.111990369,4.237942713,2.712350734,2.330957413,0,2.686093387,0,2.537424754,0,3.496193089,,1.323903749,2.787893172,0,2.964550186,3.103464637,3.696041074,3.442652671,0
5/14/99,0,1.577742638,2.663576952,0,2.126334737,4.171654823,2.662450864,2.299681696,0,2.648434578,0,2.478584093,0,3.462148602,,1.308228446,2.782980124,0,2.924399484,3.062179879,3.653873906,3.357750734,0
5/17/99,0,1.549842291,2.602986644,0,2.102510807,4.17003102,2.612565324,2.265668599,0,2.609378386,0,2.43669911,0,3.403081931,,1.316752976,2.737665111,0,2.861423008,3.035529707,3.576047999,3.290630404,0
5/18/99,0,1.544064323,2.599479607,0,2.101854509,4.147805889,2.647824724,2.283102907,0,2.588185268,0,2.487803541,0,3.427284431,,1.311468934,2.779961211,0,2.866441772,3.091147918,3.623877082,3.314429413,0
5/19/99,0,1.561043377,2.654251674,0,2.129485048,4.130692985,2.691975608,2.293548107,2.041198812,2.602337056,0,2.541376427,0,3.45323162,,1.30854434,2.782395379,0,2.921700834,3.157919138,3.635007196,3.331348203,0
5/20/99,0,1.564951746,2.683167397,0,2.153198526,4.155091825,2.725001849,2.33380705,2.043048965,2.607550222,0,2.559149901,0,3.496552805,,1.323627497,2.772952595,0,2.914245715,3.185087759,3.664554391,3.383007873,0
5/21/99,0,1.553145573,2.682052212,0,2.186617076,4.171574753,2.720446682,2.334514845,2.020867481,2.59370481,0,2.601876648,0,3.528435603,,1.328120578,2.754715831,0,2.931408233,3.161046305,3.631656292,3.365447923,0
5/24/99,0,1.552421595,2.679999474,0,2.185551515,4.007349927,2.735318641,2.333540668,2.053584169,2.636864648,0,2.569784094,0,3.524616977,,1.326869845,2.775183437,0,2.913645167,3.156180542,3.63346939,3.328096704,0
5/25/99,0,1.486439902,2.664573261,0,2.173126886,4.033357704,2.713583087,2.269407845,2.03690303,2.589212531,0,2.553835268,0,3.494461871,,1.307066996,2.773745024,0,2.899137054,3.13388421,3.56127622,3.292812178,0
5/26/99,0,1.488006815,2.634915987,0,2.17279361,4.022469314,2.712054166,2.2794792,2.052105804,2.577333838,0,2.536991266,0,3.475101434,,1.309292012,2.792092566,0,2.887366903,3.116025242,3.55968446,3.283407923,0
5/27/99,0,1.498068662,2.579400514,0,2.162784279,3.999461377,2.679843441,2.255132671,2.037080654,2.54556496,0,2.491006159,0,3.442943979,,1.307108421,2.814883438,0,2.856661516,3.083066625,3.481640676,3.269005007,0
5/28/99,0,1.46589379,2.588700206,0,2.159639347,4.032714131,2.674905548,2.258225938,2.005213924,2.504578905,0,2.491573087,0,3.430995538,,1.299459723,2.814691179,0,2.867262586,3.059686758,3.506398438,3.291815667,0
5/31/99,0,1.466241571,2.568705435,0,2.15312889,4.039249929,2.700915164,2.265896762,2.003519152,2.502195057,0,2.503408903,0,3.493271415,,1.306664256,2.820047071,0,2.879982573,3.070782482,3.558024941,3.2940027,0
6/1/99,0,1.496852348,2.579749993,0,2.108521491,4.136117448,2.680837725,2.24015075,2.034408515,2.464445107,0,2.487609883,0,3.494866667,,1.321890035,2.802207947,0,2.877001188,3.06093467,3.546483417,3.310154568,0
6/2/99,0,1.497948711,2.558001068,0,2.118321481,4.089105875,2.678464212,2.229124813,2.037369303,2.493134521,0,2.464676848,0,3.512612742,,1.322225246,2.783598912,0,2.88235812,3.083810649,3.58202349,3.345847417,0
6/3/99,0,1.497712974,2.564864409,0,2.142208474,4.126441328,2.700532318,2.229055094,2.033120677,2.509956812,0,2.504991647,0,3.563641427,,1.3148795,2.783133965,0,2.924430445,3.134306096,3.619299704,3.365898833,0
6/4/99,0,1.505243993,2.624451504,0,2.179881382,4.179179193,2.691293121,2.274768028,2.01444484,2.547272627,0,2.507810689,0,3.606242098,,1.310672819,2.768264365,0,2.930472843,3.161399045,3.687102208,3.366772648,0
6/7/99,0,1.532702402,2.627021287,0,2.201612118,4.231300391,2.72061774,2.31387218,2.070430104,2.54413763,0,2.522396672,0,3.631868149,,1.313365995,2.793518178,0,2.938729301,3.226137599,3.689118552,3.383173333,0
6/8/99,0,1.52443474,2.65677723,0,2.204875141,4.253111041,2.728985524,2.334174927,2.078518834,2.571845466,0,2.526629033,0,3.594179527,,1.322427901,2.812815707,0,2.920675635,3.23200862,3.694250363,3.399594656,0
6/9/99,0,1.531322505,2.64745637,0,2.212285404,4.274138408,2.737876358,2.355318816,2.097033702,2.604277628,0,2.528070579,0,3.601517444,,1.32365354,2.802654255,0,2.924229591,3.283665337,3.697627556,3.408260845,0
6/10/99,0,1.509739653,2.593984643,0,2.18806348,4.199978283,2.711367812,2.339445629,2.07497828,2.5858177,0,2.504911767,0,3.572509751,,1.331897436,2.721207136,0,2.878911873,3.249983093,3.619527324,3.383768151,0
6/11/99,0,1.506971151,2.638129196,0,2.184930512,4.338097394,2.714274854,2.359434235,2.093023865,2.60014223,0,2.502389312,0,3.597217217,,1.328984793,2.709171102,0,2.90780937,3.273853887,3.612147747,3.421098347,0
6/14/99,0,1.50506749,2.611054236,0,2.168204536,4.271068374,2.704924043,2.359364409,2.080379288,2.56066473,0,2.45396166,0,3.595726148,,1.329205732,2.6729424,0,2.88276897,3.287989231,3.606009139,3.314489918,0
6/15/99,0,1.510388132,2.652849152,0,2.180397891,4.31731285,2.730659594,2.387748583,2.073414602,2.514172856,0,2.484345368,0,3.585856847,,1.326462694,2.667979314,0,2.892989255,3.245727225,3.619421548,3.321492573,0
6/16/99,0,1.397523401,2.70427021,0,2.1896997,4.429218335,2.763590792,2.406090057,2.127545621,2.45843272,0,2.516904552,0,3.62413468,,1.323182425,2.56903169,0,2.904860497,3.282458689,3.652219598,3.305049534,0
6/17/99,0,1.395442832,2.70041421,0,2.183176169,4.464418268,2.772664149,2.445068959,2.1523387,2.48231013,0,2.520942896,0,3.626578269,,1.316554385,2.562169818,0,2.909685001,3.280150788,3.542227962,3.292255317,0
6/18/99,0,1.407311048,2.727267748,0,2.162916782,4.505233282,2.793084016,2.457845275,2.151840783,2.510265378,0,2.545944443,0,3.653575631,,1.317850555,2.564142853,0,2.951054917,3.286228087,3.570354592,3.305664737,0
6/21/99,0,1.429888484,2.740531867,0,2.162785262,4.652866111,2.791746381,2.475514937,2.23497214,2.53003672,0,2.555444938,0,3.692181965,,1.318975038,2.579217891,0,2.961024864,3.33107276,3.597236363,3.324533794,0
6/22/99,0,1.425882225,2.720203092,0,2.174700389,4.69230188,2.777915377,2.462757013,1.922223878,2.520177668,0,2.531472169,0,3.653189609,,1.315592306,2.564117365,0,2.960861229,3.286884562,3.549181107,3.308168253,0
6/23/99,0,1.412847198,2.659204379,0,2.158525429,4.590210139,2.750523788,2.436852142,1.914732879,2.496913121,0,2.522953106,0,3.631301506,,1.298687125,2.52290076,0,2.95151473,3.251095806,3.506702286,3.266624301,0
6/24/99,0,1.399086487,2.639377353,0,2.172826413,4.542239366,2.722467453,2.432087893,1.887985389,2.456496242,0,2.520395607,0,3.58948676,,1.294257525,2.484174702,0,2.936161615,3.255765503,3.48759403,3.228564903,0
6/25/99,0,1.377124214,2.64530405,0,2.164765553,4.540712203,2.71030594,2.421375295,1.897779778,2.426848903,0,2.508278686,0,3.55110303,,1.273408502,2.464574649,0,2.91912357,3.254622977,3.465631257,3.238370995,0
6/28/99,0,1.373384553,2.677802779,0,2.186682486,4.487988763,2.737033582,2.422028692,1.910834877,2.399115333,0,2.508134417,0,3.560709154,,1.283725945,2.434901039,0,2.915570563,3.244074163,3.458638028,3.21532737,0
6/29/99,0,1.401369285,2.68474988,0,2.183396437,4.618424377,2.758004164,2.446226771,1.895525085,2.375304904,0,2.512947182,0,3.571490078,,1.292624438,2.43525824,0,2.917435828,3.28114105,3.484381206,3.165748624,0
6/30/99,0,1.543316363,2.568316384,0,2.185781456,4.613032808,2.778465576,2.42327015,1.859287214,2.411378653,0,2.460213799,0,3.518606833,,1.28841795,2.460039953,0,2.906676557,3.249512311,3.389277449,3.186845246,0
7/1/99,0,1.5727891,2.570004085,0,2.215419405,4.778124764,2.823046222,2.462992196,1.859063837,2.502413484,0,2.47823841,0,3.587381589,,1.31417911,2.472656863,0,2.950976453,3.285630139,3.462355321,3.267757693,0
7/2/99,0,1.572258943,2.578181983,0,2.23243585,4.853729236,2.813673037,2.489974559,1.943146888,2.52438023,0,2.478488232,0,3.594633886,,1.315010654,2.473383377,0,2.957416554,3.332554511,3.5135408,3.262867021,0
7/5/99,0,1.601548707,2.594742324,0,2.279245491,4.978194854,2.866448567,2.546424469,1.972408007,2.578605873,0,2.5318521,0,3.658165571,,1.332710358,2.488460758,0,2.995729727,3.357383001,3.553004319,3.311279498,0
7/6/99,0,1.589311279,2.563607533,0,2.282737996,4.963198332,2.861078947,2.537272742,1.950478705,2.551076416,0,2.544605838,0,3.654139943,,1.32288066,2.481362686,0,2.96909864,3.326811963,3.513995471,3.320425813,0
7/7/99,0,1.583793378,2.553502842,0,2.243390509,4.892011269,2.845246086,2.509053,1.92199091,2.55078959,0,2.541137138,0,3.642743095,,1.323380871,2.45191657,0,2.946977986,3.210033628,3.485987998,3.294799893,0
7/8/99,0,1.577607091,2.533871043,0,2.268107533,4.852103663,2.827498474,2.508243485,1.916545217,2.545667819,0,2.521347596,0,3.654148208,,1.324131598,2.539906948,0,2.913508516,3.196998348,3.499400993,3.27078097,0
7/9/99,0,1.551661114,2.594356175,0,2.300059375,4.857031005,2.830816218,2.539586224,1.91830138,2.493912529,0,2.50964304,0,3.694204188,,1.331748317,2.538464267,0,2.911958429,3.231012665,3.504621078,3.285928446,0
7/12/99,0,1.555456901,2.62091996,0,2.326613663,4.845528746,2.830965605,2.541273719,1.889238993,2.481186779,0,2.509602859,0,3.721728919,,1.338008608,2.569201531,0,2.901796199,3.242224555,3.494929976,3.292458044,0
7/13/99,0,1.546863326,2.680019178,0,2.334747874,4.767748915,2.790158685,2.496649955,1.869412228,2.459581673,0,2.464612295,0,3.680787431,,1.323255336,2.562983316,0,2.843726771,3.148545163,3.470875393,3.203492503,0
7/14/99,0,1.533233469,2.774635113,0,2.340039716,4.847510191,2.790580056,2.522902857,1.821970601,2.469550988,0,2.475799446,0,3.719939631,,1.354612771,2.526260364,0,2.812680889,3.139087854,3.486469752,3.219076054,0
7/15/99,0,1.56489271,2.796126349,0,2.369822784,4.986367413,2.835103643,2.534670797,1.848553725,2.488319648,0,2.485792201,0,3.763517265,,1.375449482,2.54243137,0,2.84987515,3.141376102,3.504382433,3.260541484,0
7/16/99,0,1.568095066,2.720369755,0,2.351812566,4.999124741,2.83219837,2.507650106,1.814417993,2.481284125,0,2.467195403,0,3.731733993,,1.380334522,2.564421989,0,2.843787018,3.115768804,3.488858681,3.252196609,0
7/19/99,0,1.557911329,2.726813142,0,2.299510784,4.969738228,2.802376615,2.523736114,1.813909661,2.478740384,0,2.473377491,0,3.726636227,,1.375883748,2.574615674,0,2.863302679,3.13871407,3.493745813,3.209237953,0
7/20/99,0,1.531922491,2.698127371,0,2.285123776,4.807679635,2.769214145,2.461573373,1.838984698,2.445438761,0,2.421832713,0,3.636412208,,1.345675995,2.54974192,0,2.82797708,3.122366024,3.472194571,3.170932592,0
7/21/99,0,1.504535408,2.697785981,0,2.239570976,4.700030891,2.741280537,2.430790991,1.823335425,2.413632297,0,2.369877415,0,3.575974198,,1.338314103,2.544326366,0,2.811328923,3.088630727,3.496921714,3.139274819,0
7/22/99,0,1.498628878,2.674029494,0,2.230195427,4.563315764,2.733988463,2.402785257,1.809133794,2.396582513,0,2.368650104,0,3.526769767,,1.336382067,2.54254679,0,2.780431865,3.039866219,3.461222841,3.113846229,0
7/23/99,0,1.494074295,2.620657238,0,2.252963438,4.441099015,2.714047847,2.388874797,1.777654696,2.386004403,0,2.333540409,0,3.510141492,,1.329580164,2.48251459,0,2.746220163,3.097636309,3.389969834,3.068857429,0
7/26/99,0,1.452477268,2.598859851,0,2.253348092,4.442629867,2.686759828,2.332618562,1.745730888,2.342486248,0,2.283005591,0,3.45767611,,1.318044361,2.484941894,0,2.724841257,3.11457118,3.377764599,3.070626828,0
7/27/99,0,1.489630113,2.599724982,0,2.269523705,4.431752701,2.693876282,2.30257192,1.773409576,2.367072679,0,2.287077681,0,3.483498967,,1.33060032,2.486230616,0,2.688868698,3.130120251,3.501509378,3.115501053,0
7/28/99,0,1.494243604,2.640521866,0,2.268328806,4.398607473,2.691074337,2.316235453,1.787628464,2.360196254,0,2.272465902,0,3.50723446,,1.3356796,2.49353055,0,2.686760696,3.151241007,3.500338952,3.152349934,0
7/29/99,0,1.479712151,2.593574443,0,2.231461574,4.289852595,2.636161061,2.248046161,1.788619832,2.359459775,0,2.219268932,0,3.444204241,,1.321288881,2.453354279,0,2.606789569,3.108829177,3.457951942,3.079954778,0
7/30/99,0,1.479484955,2.631450714,0,2.258525524,4.357585743,2.678153127,2.262379296,1.796783952,2.376557281,0,2.274827608,0,3.508497311,,1.32680903,2.467360834,0,2.636006499,3.165262462,3.540036976,3.133454688,0
8/2/99,0,1.442260241,2.591371834,0,2.246183707,4.304811234,2.668395684,2.249027974,1.82487295,2.396272792,0,2.298192014,0,3.469227392,,1.316340863,2.428129771,0,2.630377256,3.109481349,3.550666657,3.432790765,0
8/3/99,0,1.454148828,2.552689954,0,2.24211059,4.297335617,2.668436892,2.251975244,1.831426205,2.326685176,0,2.28615858,0,3.445376397,,1.311580664,2.42281612,0,2.639866037,3.093348741,3.545526999,3.414060263,0
8/4/99,0,1.451867687,2.546665328,0,2.236575187,4.169660386,2.630684568,2.263398918,1.831261724,2.253104358,0,2.264654375,0,3.458984813,,1.326479772,2.416652314,0,2.637792168,3.078504999,3.521444112,3.406911855,0
8/5/99,0,1.459379799,2.493383709,0,2.161354711,4.033786853,2.587472253,2.188733444,1.786460608,2.275210611,0,2.220801417,0,3.411073687,,1.328198172,2.389464891,0,2.573351447,3.020319355,3.458446142,3.333361632,0
8/6/99,0,1.465646183,2.490521307,0,2.170389994,4.17096806,2.578663534,2.218015802,1.615110292,2.278306223,0,2.207624707,0,3.456516737,,1.335910811,2.386258774,0,2.55700614,3.032619294,3.432133061,3.332259566,0
8/9/99,0,1.476731587,2.511907811,0,2.198707002,4.250464801,2.621804804,2.246368615,1.597054508,2.272386307,0,2.24505996,0,3.508792663,,1.330422946,2.399000462,0,2.60769207,3.058840809,3.42499372,3.324847019,0
8/10/99,0,1.474026555,2.471141605,0,2.215785348,4.035401079,2.594286413,2.202521068,1.553679282,2.272361023,0,2.21571699,0,3.467681305,,1.329774045,2.384598169,0,2.573923047,3.010248615,3.376886688,3.257004125,0
8/11/99,0,1.471681122,2.487099741,0,2.234283284,4.114493127,2.603395357,2.222232158,1.528862468,2.279806526,0,2.224584397,0,3.483875832,,1.344300723,2.371764787,0,2.610526,3.049019217,3.396463926,3.275699709,0
8/12/99,0,1.483884824,2.531294985,0,2.241531806,4.280296907,2.656706304,2.271065156,1.561800108,2.262916523,0,2.279607223,0,3.573561722,,1.35460879,2.395285761,0,2.623502576,3.110210951,3.45052223,3.342095417,0
8/13/99,0,1.477101481,2.605953573,0,2.194860278,4.353213139,2.696692992,2.302730594,1.534159722,2.287553212,0,2.305862288,0,3.641168373,,1.359687009,2.432525056,0,2.663929604,3.118967602,3.497982393,3.390183864,0
8/16/99,0,1.467550347,2.464116594,0,2.214044766,4.371271374,2.723320872,2.339160857,1.573284699,2.328448415,0,2.322312686,0,3.621074412,,1.366958934,2.320112737,1.84231855,2.643559885,3.118917666,3.483200123,3.393074109,0
8/17/99,0,1.464851556,2.506388554,0,2.203070618,4.416302949,2.740320173,2.356317708,1.550793859,2.318456111,0,2.338302041,0,3.649114688,,1.372374355,2.318043154,1.783534944,2.680556786,3.13059937,3.50376318,3.34714768,0
8/18/99,0,1.465786268,2.555989675,0,2.218469232,4.361998223,2.748456593,2.332773396,1.588439202,2.32025998,0,2.316579444,0,3.630183899,,1.374949124,2.294638765,1.84989626,2.670140628,3.129669186,3.516051807,3.371839328,0
8/19/99,0,1.466990177,2.531928764,0,2.222387281,4.184502759,2.710673304,2.304862958,1.614505364,2.308355881,0,2.286850893,0,3.569132366,,1.368149451,2.280437392,1.878633941,2.667791203,3.081542304,3.527002412,3.34102929,0
8/20/99,0,1.492978661,2.577871558,0,2.259417013,4.215303323,2.743600254,2.328296869,1.63686018,2.301523598,0,2.311584077,0,3.588467019,,1.401008086,2.298644928,1.912908114,2.71120699,3.140018647,3.555677568,3.374023047,0
8/23/99,0,1.586882644,2.730221735,0,2.282170055,4.263596206,2.75214186,2.391148496,1.642875598,2.270192104,0,2.34222548,0,3.653913761,,1.427410556,2.298509878,1.90560284,2.7186854,3.179034907,3.645132426,3.473950431,0
8/24/99,0,1.585932795,2.715776273,0,2.284328228,4.185124795,2.782839997,2.392923321,1.650446799,2.287676845,0,2.356691065,0,3.656765243,,1.417833778,2.28069281,1.902318385,2.754689264,3.172842415,3.614603596,3.461401775,0
8/25/99,0,1.585920004,2.766308394,0,2.322618222,4.331184536,2.83596503,2.436804948,1.633133415,2.302826335,0,2.372955527,0,3.720716397,,1.405744524,2.307353934,1.917521672,2.775790453,3.193803299,3.606082649,3.478141565,0
