,Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Hong Kong,Ireland,Israel,Italy,Japan,Netherlands,New Zealand,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,United Kingdom,USA
5/17/99,0,0.822364013,1.248912795,0,1.363026214,1.857479642,1.034164648,0.873945089,4.856012176,1.693531015,0,1.178429656,0,1.543938647,0,0.695819255,1.513156422,0,2.199020828,1.505639854,2.154435544,1.882479752,2.241122465
5/18/99,0,0.819101053,1.247565852,0,1.361267701,1.847554227,1.051683705,0.882677157,4.865925022,1.679626612,0,1.201921884,0,1.554759069,0,0.695110724,1.537109963,0,2.205490552,1.531488397,2.181817511,1.897033899,2.231689736
5/19/99,0,0.82861098,1.274598767,0,1.375259604,1.842360258,1.069075998,0.886441218,4.813146469,1.695022371,0,1.228267485,0,1.568213128,0,0.695563445,1.53842712,0,2.247979284,1.563310839,2.188745337,1.905447075,2.250625844
5/20/99,0,0.83034905,1.287208886,0,1.393654188,1.852810859,1.07925415,0.900194807,4.811073099,1.697807152,0,1.23397293,0,1.587312908,0,0.701977084,1.532613313,0,2.251364555,1.576643444,2.205954761,1.93491717,2.2391509
5/21/99,0,0.831040665,1.29038254,0,1.429322357,1.850904342,1.075667352,0.904443036,4.756577741,1.68691142,0,1.251899934,0,1.595630789,0,0.711552723,1.523582738,0,2.265483686,1.566162243,2.185562975,1.927075888,2.218880535
5/24/99,0,0.830852177,1.28937151,0,1.426014192,1.779143764,1.091065826,0.903947362,4.823558106,1.708727485,0,1.234616833,0,1.591539134,0,0.710500299,1.527353042,0,2.251449482,1.566240832,2.187666034,1.923540594,2.194618206
5/25/99,0,0.794559609,1.281425805,0,1.419292783,1.786468985,1.081887841,0.881245349,4.791104715,1.679044818,0,1.227174831,0,1.578660524,0,0.699097087,1.518248747,0,2.240204718,1.556247014,2.1441158,1.901098683,2.153415003
5/26/99,0,0.799739609,1.266157178,0,1.416472629,1.781182723,1.084775705,0.882651126,4.827583464,1.665003505,0,1.218397521,0,1.56774125,0,0.699990441,1.529417808,0,2.231121173,1.547654082,2.143271423,1.897279468,2.184569571
5/27/99,0,0.804710067,1.242115689,0,1.408713891,1.772029935,1.071530731,0.863191681,4.753984754,1.654856816,0,1.201534673,0,1.549743379,0,0.700538508,1.546297435,0,2.202341527,1.532121619,2.100616575,1.887142982,2.150077837
5/28/99,0,0.786679052,1.245108872,0,1.41284947,1.785459191,1.066165055,0.865014813,4.747898275,1.629001074,0,1.201294428,0,1.545294881,0,0.692816078,1.545414178,3.614004422,2.209537296,1.520267483,2.1083878,1.894350469,2.185613661
5/31/99,0,0.784720631,1.240573752,0,1.414252094,1.796186957,1.074139933,0.869817494,4.764384608,1.600147828,0,1.203125101,0,1.543156437,0,0.69595134,1.554320668,3.588452486,2.217835698,1.529253568,2.151295563,1.893447319,2.203441876
6/1/99,0,0.800104576,1.240084891,0,1.382687026,1.957024158,1.066651265,0.858264063,4.845348766,1.585528539,0,1.193583065,0,1.542928431,0,0.703291233,1.545183613,3.589027856,2.215435628,1.523725479,2.146443679,1.902125668,2.17097617
6/2/99,0,0.803086092,1.229025299,1.624268404,1.376069908,1.931405386,1.065774075,0.8527086,4.859294387,1.604000704,0,1.190816748,0,1.55444814,0,0.708110024,1.535446253,3.621225415,2.219701262,1.536575536,2.19408548,1.920342236,2.188808559
6/3/99,0,0.802173382,1.232159201,1.647256178,1.389763679,1.958376165,1.07410126,0.853519335,4.874137065,1.615889203,0,1.216690668,0,1.576727929,1.856146928,0.702789593,1.53487079,3.658208924,2.254888204,1.562425078,2.222557861,1.93107778,2.193486255
6/4/99,0,0.805610145,1.259722368,1.662088985,1.407520711,1.984682702,1.070258876,0.86977723,4.845129358,1.63852725,0,1.235746158,0,1.58780216,1.85599608,0.701817301,1.525190635,3.620753407,2.260781874,1.576567003,2.250593866,1.933516606,2.250533221
6/7/99,0,0.812333152,1.398283913,1.681882355,1.425398438,2.020668913,1.080262728,0.884506287,4.978837776,1.664598011,0,1.225176434,0.889042515,1.592644231,1.861733257,0.700552498,1.536051384,3.619816198,2.27411226,1.718413899,2.272291221,1.94102996,2.241583211
6/8/99,0,0.806795858,1.414953423,1.660156585,1.424458751,2.034267209,1.083864473,0.89073382,5.018703665,1.68147096,0,1.223216389,0.899106107,1.581632617,1.823047528,0.708984584,1.544914245,3.760061649,2.252984374,1.71835231,2.267806563,1.949504687,2.210680336
6/9/99,0,0.811198784,1.411257036,1.681978169,1.425978072,2.045806006,1.087537332,0.900643397,5.049282387,1.703398093,0,1.224407403,0.900353169,1.586416426,1.82552158,0.708230784,1.538544796,3.750532447,2.252203194,1.743195916,2.268693119,1.938407786,2.212798362
6/10/99,0,0.800082003,1.384413753,1.680212966,1.409540274,2.008960034,1.077139187,0.896304755,5.010322113,1.698274099,0,1.212222988,0.916431343,1.569193027,1.840218398,0.710433055,1.537964375,3.791863247,2.21707603,1.723282401,2.222549696,1.921885888,2.182394155
6/11/99,0,0.798368534,1.409156065,1.670151313,1.403313441,2.096753575,1.078357104,0.906692564,5.053498078,1.707532851,0,1.212049556,0.928539852,1.594081079,1.832603718,0.708529047,1.530563757,3.891272274,2.238790259,1.744682613,2.216143022,1.949217109,2.164867596
6/14/99,0,0.804608926,1.399160944,1.671673629,1.387994412,2.066999766,1.084955279,0.906064745,5.024968118,1.682963364,0,1.18807009,0.927949612,1.586735449,1.841889914,0.701874939,1.510083714,3.850009028,2.034202541,1.740328928,2.214429339,1.939146806,2.159985611
6/15/99,0,0.810493622,1.410712481,1.653050929,1.396389806,2.085708157,1.095484144,0.915005012,4.998326173,1.652087445,0,1.19295676,0.93624147,1.583870295,1.829235747,0.701736778,1.503678652,3.858860191,2.227985006,1.719746101,2.227693787,1.945543145,2.173746205
6/16/99,0,0.869095031,1.412301753,1.678364773,1.403400948,2.137955117,1.108670825,0.922206824,5.115334365,1.618769065,0,1.228202897,0.930766033,1.601612777,1.843944412,0.703406049,1.521885462,3.891779076,2.218435535,1.737555001,2.236672168,1.959779842,2.230946841
6/17/99,0,0.86789822,1.414538954,1.699211749,1.402424419,2.15878265,1.1178676,0.928985147,5.178873039,1.634948602,0,1.226566331,0.942743107,1.605424796,1.863411087,0.698770084,1.527294699,3.926050933,2.221539719,1.734960216,2.245217796,1.95500325,2.24873409
6/18/99,0,0.875454401,1.429799759,1.768721506,1.386096201,2.173031679,1.126380236,0.93068941,5.178128665,1.654732835,0,1.237770539,0.94211408,1.615206379,1.807100568,0.702781489,1.527803342,3.916372923,2.25309697,1.77728268,2.26258004,1.963206476,2.213033108
6/21/99,0,0.894273773,1.437340748,1.75229162,1.388546978,2.243900108,1.121990267,0.934288786,5.375601247,1.671336416,0,1.234955889,0.957969148,1.633552344,1.794622376,0.705285826,1.525643272,3.967772072,2.228044927,1.80273766,2.28233108,1.976755133,2.225368999
6/22/99,0,0.896266515,1.426810275,1.728841372,1.387854615,2.262434558,1.115904035,0.928807559,5.418058115,1.664499162,0,1.224382461,0.967420924,1.616921064,1.804409099,0.70410759,1.518557727,3.971698576,2.228071903,1.777263592,2.252043896,1.968179184,2.191737281
6/23/99,0,0.891953671,1.39589271,1.717424643,1.37892144,2.207709804,1.105772618,0.919898142,5.393107183,1.649489007,0,1.220452339,0.946663856,1.60633946,1.818089619,0.689355208,1.496187295,4.042474294,2.199003062,1.759130309,2.225723915,1.942577764,2.18580243
6/24/99,0,0.889292663,1.384431854,1.706394096,1.391568219,2.185648088,1.095018755,0.913613937,5.314585316,1.622892996,0,1.216723699,0.951182941,1.586254869,1.873570991,0.684590153,1.47429533,3.942310164,2.188662894,1.763099115,2.215464212,1.921537494,2.160905509
6/25/99,0,0.885049979,1.391433638,1.720983481,1.38634424,2.187425573,1.091019635,0.912473259,5.337636157,1.601712375,0,1.209952669,0.944721917,1.568345261,1.899865509,0.672635837,1.462538293,3.934568167,2.176139427,1.763368302,2.199384375,1.927676184,2.156460941
6/28/99,0,0.886857162,1.394245575,1.716336608,1.390031907,2.174427485,1.10534066,0.908319694,5.375348916,1.588989163,0,1.210528964,0.953317788,1.571816824,1.884542856,0.676335561,1.467244588,3.881929711,2.173674896,1.729053196,2.259711783,1.91357655,2.188562465
6/29/99,0,0.904623331,1.396199346,1.734170851,1.392070298,2.239821894,1.112070675,0.919413369,5.331765739,1.573144881,0,1.212101212,0.967909316,1.576692148,1.904541036,0.680907193,1.464178789,3.851823587,2.183536952,1.746392259,2.278013763,1.882488262,2.222823072
6/30/99,0,0.868161267,1.389334488,1.735416617,1.414068585,2.227950788,1.117203019,0.921073029,5.188186772,1.586783762,0,1.204518318,0.963135055,1.560920227,1.875302628,0.679165065,1.489154519,3.803641023,2.166646238,1.716426885,2.231772218,1.95465659,2.24254115
7/1/99,0,0.884898911,1.391813723,1.752076332,1.430456049,2.341896157,1.137466734,0.938859484,5.187081809,1.637536842,0,1.218876339,0.975666623,1.593360138,1.851259763,0.694790509,1.494362892,4.020322691,2.197799181,1.733657269,2.281358966,2.005495008,2.26027341
7/2/99,0,0.885839733,1.398699096,1.796778397,1.44167344,2.383711027,1.132949347,0.949126335,5.468367426,1.651607108,0,1.216598779,0.986183255,1.598060507,1.850003543,0.727402428,1.520225584,3.943294723,2.214826667,1.759065646,2.313234216,2.00361951,2.280384254
7/5/99,0,0.90316826,1.406696723,1.797762157,1.470788597,2.445406995,1.1521012,0.969078057,5.522114733,1.687297712,0,1.243112058,0.997572524,1.624234692,1.848377558,0.739082526,1.529234919,3.964823936,2.240073387,1.772899536,2.340694889,2.073114546,2.27940401
7/6/99,0,0.895861036,1.379080184,1.836736081,1.482247244,2.439880951,1.150330205,0.965348413,5.452053435,1.669467371,0,1.250318853,0.973788582,1.623104302,1.878179308,0.733669936,1.525356034,3.951753397,2.220365033,1.757015645,2.315454757,2.07781041,2.270672201
7/7/99,0,0.891685465,1.370986722,1.822464062,1.463746407,2.440532254,1.143872698,0.953926497,5.373685714,1.667583817,0,1.24956761,0.968948913,1.620342957,1.903850692,0.735823542,1.507504458,3.900150327,2.203412161,1.696069666,2.297874611,2.053619058,2.27873116
7/8/99,0,0.888076935,1.340879176,1.703740714,1.471973539,2.420338664,1.136338643,0.961544471,5.356694665,1.670907636,0,1.237979381,0.966838141,1.625993268,1.935921376,0.73630975,1.504943736,3.910966331,2.229657046,1.688002476,2.299251287,2.037317071,2.274186542
7/9/99,0,0.966127955,1.357142261,1.721197262,1.492542273,2.417871642,1.138381219,0.970207801,5.392464927,1.652603581,0,1.233552423,0.965100703,1.645139083,1.963361283,0.746083535,1.505714544,3.919309469,2.229597942,1.698406839,2.290898998,2.036326671,2.287034419
7/12/99,0,0.969012504,1.345346014,1.717027575,1.492600908,2.416643226,1.1404811,0.968240338,5.299591144,1.632582621,0,1.230490656,0.982501278,1.655892373,1.952082462,0.742625568,1.522947999,4.006327213,2.222418783,1.70263398,2.29223576,2.03150685,2.277200311
7/13/99,0,0.859883125,1.347163063,1.697981213,1.496560607,2.378666503,1.124709346,0.952560471,5.24949661,1.618626249,0,1.209476371,0.983883249,1.633332955,1.902881022,0.734366163,1.477775488,3.971906915,2.189463326,1.679469815,2.264627787,2.000759906,2.269309368
7/14/99,0,0.855237243,1.368339453,1.735182603,1.501814327,2.418400033,1.124669296,0.962045297,5.116247921,1.625171559,0,1.213863747,0.999462723,1.649676417,1.87900376,0.753015726,1.471314312,3.954132534,2.164590674,1.673413183,2.339972611,2.011404726,2.273184592
7/15/99,0,0.873473282,1.380051453,1.751189577,1.51314489,2.488981538,1.141243398,0.966472528,5.195875198,1.639671784,0,1.22866989,1.01479417,1.663715321,2.102403575,0.76116842,1.480038527,3.936469408,2.193313268,1.691799916,2.352185091,2.038686536,2.290504701
7/16/99,0,0.875859362,1.347031971,1.741937329,1.505625345,2.50036159,1.139156549,0.959037804,5.101540477,1.633795001,0,1.219761393,1.006506933,1.651558073,2.088199454,0.763631277,1.495012612,3.938636328,2.195116742,1.675298983,2.333409674,2.031576768,2.306808272
7/19/99,0,0.871649043,1.34960162,1.728579108,1.465830851,2.483897758,1.129530607,0.962721914,5.100948948,1.632637046,0,1.223450917,1.012504397,1.649252251,2.131781738,0.761025947,1.501433199,3.942335753,2.228494559,1.688322965,2.340444079,2.003389771,2.285037334
7/20/99,0,0.851538193,1.337043263,1.618270693,1.457631707,2.398558648,1.113654629,0.941157305,5.156847317,1.612671951,0,1.198684496,1.012813649,1.608673327,2.180227763,0.740903965,1.508176356,3.762074293,2.200757772,1.680079232,2.322318749,1.980667595,2.230746729
7/21/99,0,0.835979913,1.337015274,1.614176971,1.439357418,2.346652351,1.102294296,0.927939125,5.115478893,1.586482007,0,1.173019037,0.995807999,1.581460417,2.174433973,0.738785327,1.50366782,3.667154415,2.207264848,1.662399224,2.334892923,1.963263527,2.233420536
7/22/99,0,0.831983091,1.325368135,1.592997988,1.422557629,2.272741905,1.099602758,0.918491621,5.082405188,1.577070572,0,1.170034837,0.967583487,1.559415366,2.158259621,0.736653422,1.523683979,3.577374671,2.174380453,1.635301909,2.312672892,1.954805996,2.202451241
7/23/99,0,0.82987612,1.298911372,1.599106944,1.437559335,2.214894374,1.091285805,0.914228469,4.989657262,1.571006508,0,1.156852252,0.948905771,1.555296936,2.133874467,0.735189042,1.5099089,3.436828493,2.154980297,1.669657742,2.268648038,1.925168912,2.194576833
7/26/99,0,0.818089145,1.286628289,1.571666456,1.43578259,2.212670359,1.080669615,0.892387279,4.9032451,1.54561478,0,1.13817817,0.951438651,1.532845518,2.139197229,0.728558803,1.508802512,3.379339119,2.148596951,1.682707168,2.256668283,1.914786075,2.181601048
7/27/99,0,0.826171944,1.298442192,1.577726411,1.444122083,2.205238342,1.086185587,0.887573197,4.979812899,1.563142842,0,1.139312663,0.952818497,1.533156945,2.121580359,0.734380349,1.513555116,3.458170911,2.124571508,1.683233962,2.283263247,1.940391501,2.205583687
7/28/99,0,0.829290171,1.319348985,1.604844724,1.448190646,2.189132818,1.085197244,0.887343524,5.020097179,1.559010704,0,1.131457831,1.018640147,1.542322007,2.168802419,0.737070218,1.53861118,3.595817775,2.122781217,1.694975739,2.282169672,1.949591465,2.217670839
7/29/99,0,0.822432005,1.295647126,1.59374739,1.431771727,2.134518697,1.06077019,0.860862887,5.020930972,1.564752449,0,1.106670889,1.035615619,1.51544516,2.194950041,0.728861811,1.513572221,3.688911925,2.06611462,1.67150056,2.248213218,1.902818801,2.176120487
7/30/99,0,0.819969428,1.313349259,1.605792481,1.446044345,2.164141657,1.080235296,0.867110154,5.038698231,1.558459095,0,1.134851905,1.043864864,1.545274684,2.20066257,0.729029693,1.521656028,3.726655745,2.080248727,1.694227102,2.303392898,1.938642744,2.152231908
8/2/99,0,0.801689272,1.294558163,1.408552851,1.41967049,2.140347048,1.075330351,0.864087513,4.901705817,1.557971121,0,1.160139341,1.04160291,1.522797791,2.160399493,0.723002444,1.501278707,3.204198606,2.074120332,1.593104355,2.314605152,1.951838159,2.15180949
8/3/99,0,0.807432044,1.275758516,1.396478704,1.415605703,2.135931681,1.070876744,0.866669665,4.922615858,1.514008093,0,1.152986179,1.006895394,1.512793438,2.196017039,0.718199507,1.49765353,3.220337465,2.081498983,1.58300393,2.309914013,1.941587459,2.14109862
8/4/99,0,0.805290093,1.273114029,1.371628109,1.412172212,2.071974255,1.065195859,0.870722238,4.928850542,1.467960531,0,1.12394037,0.98941281,1.518053451,2.209342258,0.72884256,1.489005714,3.198452372,2.083528318,1.577382029,2.308177091,1.936618843,2.112756904
8/5/99,0,0.810330944,1.24628684,1.36142289,1.373994236,1.994553092,1.047623146,0.845980529,4.805759435,1.48271013,0,1.10169641,0.969333846,1.49581068,2.255033034,0.725862352,1.469728886,3.114943968,2.029682005,1.548331732,2.266936648,1.881248128,2.125840906
8/6/99,0,0.815514516,1.245134528,1.356127167,1.375101016,2.061065397,1.043295399,0.850628026,4.782235595,1.521583855,0,1.095280969,0.958052761,1.505374079,2.264146553,0.7361921,1.469574853,2.931730354,2.016240239,1.548537212,2.167059412,1.885983049,2.103805712
8/9/99,0,0.821917602,1.254058148,1.362116127,1.366287045,2.099773887,1.061280234,0.864279403,4.728251663,1.518181688,0,1.115160542,0.960121205,1.531740562,2.279203568,0.743785331,1.47396767,2.930310895,2.055747331,1.56883788,2.152503973,1.8840956,2.083778387
8/10/99,0,0.821058487,1.233821979,1.344837798,1.371662584,1.987511899,1.050020089,0.846518891,4.602559234,1.515773961,0,1.101014918,0.95875822,1.512589989,2.264185577,0.742172264,1.463711101,2.860051666,2.029239626,1.545373743,2.122317437,1.861131299,2.057051906
8/11/99,0,0.820436416,1.242789557,1.370575604,1.391353137,2.028232107,1.052799457,0.851172606,4.526639798,1.525650667,0,1.106356405,0.954643732,1.518295679,2.250895357,0.749187148,1.458475455,2.815554643,2.048167537,1.561768053,2.135890328,1.871579564,2.080656162
8/12/99,0,0.827661817,1.265792041,1.360683107,1.399187861,2.109482678,1.074685303,0.866746036,4.621801218,1.512015898,0,1.13308387,0.969995464,1.558844002,2.264167551,0.754614715,1.472541877,2.86076575,2.046276683,1.586607608,2.170426554,1.907791827,2.074696788
8/13/99,0,0.823964056,1.300688183,1.379008948,1.409375617,2.126001114,1.091446867,0.882265428,4.483579494,1.530806996,0,1.145454422,0.976039639,1.585057431,2.273730198,0.766402177,1.490914608,2.783847389,2.077603197,1.591740685,2.201523362,1.937775554,2.123300914
8/16/99,0,0.819327426,1.306886896,1.386857916,1.409483939,2.151631345,1.097218854,0.887988316,4.577824681,1.541668902,0,1.152532607,0.995675227,1.589655639,2.31870793,0.772499467,1.493672061,2.813531582,2.050254212,1.599326479,2.216078248,1.935933166,2.137073975
8/17/99,0,0.818728636,1.32689222,1.391411775,1.405340719,2.173451804,1.103218755,0.883690166,4.508920225,1.534854467,0,1.161547074,1.00293851,1.600875526,2.324683961,0.77304039,1.499407202,2.771641619,2.07905024,1.608725718,2.213408948,1.916031287,2.161692487
8/18/99,0,0.820697522,1.344504054,1.38940052,1.418948199,2.150295879,1.106619639,0.873412467,4.621431277,1.536268703,0,1.151962522,1.001010999,1.594597374,2.330470938,0.772189953,1.485531495,2.879129384,2.071093419,1.608885665,2.213997556,1.928274372,2.139234247
8/19/99,0,0.822130898,1.330961723,1.39785724,1.42745462,2.059222116,1.08913116,0.865496825,4.770314495,1.522940115,0,1.128629142,0.985633563,1.568642494,2.295016497,0.768188323,1.475609633,2.912221619,2.068003492,1.588901461,2.221387774,1.917262336,2.122639673
8/20/99,0,0.838483187,1.351118036,1.407298677,1.452020212,2.076451065,1.101683249,0.87270487,4.834371651,1.517510601,0,1.140877773,0.986680237,1.578148623,2.284004594,0.776841948,1.485379047,2.976301327,2.10253438,1.618592101,2.239325264,1.926159126,2.147206463
8/23/99,0,0.856067592,1.376674787,1.469133547,1.460210886,2.085467895,1.105485296,0.880555535,4.851519885,1.541616546,0,1.158822242,0,1.59821257,2.235162947,0.789011944,1.484967049,3.018466467,2.100430462,1.635683422,2.265879335,1.965033351,2.19185484
8/24/99,0,0.856174552,1.366864519,1.470135464,1.466300053,2.059927035,1.117473718,0.881990638,4.870707064,1.552357174,0,1.163728897,0,1.59941379,2.206547432,0.783167641,1.474159902,2.996371372,2.128637024,1.634661663,2.247914185,1.959178617,2.204236619
8/25/99,0,0.854984375,1.391942511,1.492606282,1.491974123,2.130825806,1.13779016,0.894984089,4.826620668,1.561918247,0,1.173683714,0,1.625941674,2.208680673,0.778830626,1.492231157,3.019332364,2.140609367,1.643611867,2.25253249,1.972603283,2.235377334
8/26/99,0,0.82102292,1.404289781,1.470183399,1.48716654,2.162939743,1.143307686,0.894227856,4.953660653,1.562517848,0,1.17604124,0,1.621652025,2.226669588,0.777280738,1.501569883,3.075602987,2.138823092,1.648947361,2.247972926,1.977474821,2.20482673
8/27/99,0,0.817120489,1.404188929,1.452702282,1.495274915,2.11895737,1.147061758,0.896628114,4.834801773,1.556918355,0,1.175366972,0,1.61491396,2.230312941,0.776231567,1.520005825,3.03734266,2.16481319,1.65231595,2.257359577,1.959174842,2.182023588
8/30/99,0,0.815038124,1.404090599,1.450540745,1.485205228,2.092272645,1.148850971,0.89102082,4.931203544,1.555742306,0,1.172248529,0,1.613055331,2.265346268,0.779748647,1.499427212,3.037395453,2.152262711,1.623071174,2.252621007,1.957180982,2.154327477
8/31/99,0,0.808380043,1.388686168,1.433879013,1.459045563,2.061864226,1.131776275,0.879701143,4.834728032,1.534972983,0,1.143894542,0,1.57871156,2.272771317,0.76967621,1.488786156,2.981868753,2.099558171,1.59031739,2.21194483,1.920782886,2.137525807
9/1/99,0,0.805957734,1.378733558,1.423744163,1.480908703,2.059176876,1.142149295,0.89886247,4.850321486,1.572198671,0,1.152946951,1.019260449,1.597636682,2.272630677,0.783346289,1.518903993,2.995864393,2.129054682,1.605509779,2.244819625,1.926457786,2.219693174
9/2/99,0,0.793680052,1.356576176,1.417172774,1.490828356,2.010565086,1.121562769,0.880295705,4.82018739,1.599169682,0,1.132379643,1.014018442,1.57673937,2.276751183,0.771209055,1.512082344,3.007577252,2.084019407,1.586915989,2.227901254,1.906428831,2.200221025
9/3/99,0,0.796276779,1.376094377,1.429184729,1.554622384,2.093672627,1.148631568,0.900428675,4.759576985,1.598588308,0,1.163493821,1.012743006,1.611018962,2.252904615,0.786176826,1.52566991,2.976210845,2.135418497,1.62185348,2.253608686,1.948287689,2.269003748
9/6/99,0,0.809593178,1.380378066,1.423410945,1.56260953,2.142172436,1.14809572,0.915831432,4.834808073,1.586372615,0,1.172817173,1.029827104,1.631574212,2.264598471,0.794086014,1.521433451,2.982301566,2.141738971,1.63663659,2.270329073,1.96074171,2.268555948
9/7/99,0,0.809843615,1.375867158,1.439866073,1.55798434,2.140012811,1.150454651,0.913339914,4.82527296,1.588141706,0,1.164222241,1.025620231,1.623499655,2.238927981,0.793642293,1.520003525,2.991636076,2.118700601,1.626512147,2.275017596,1.937164264,2.255056248
9/8/99,0,0.802689985,1.382525307,1.411161155,1.557518216,2.110670741,1.150342241,0.912675314,4.806923195,1.577203359,0,1.174824442,1.026641306,1.615601629,2.19000879,0.794032402,1.506735443,2.961241925,2.119246474,1.606618121,2.262436692,1.920793385,2.253152612
9/9/99,0,0.817889655,1.391302425,1.43262008,1.573795858,2.141206965,1.158582441,0.921979668,5.042444775,1.573064751,0,1.180770941,1.029706299,1.632655675,2.226789017,0.805575802,1.489612892,3.011384754,2.149250289,1.600871088,2.26478888,1.920825143,2.261202734
9/10/99,0,0.819653055,1.3914935,1.424592488,1.565928393,2.185232185,1.164205247,0.928816195,5.041138546,1.56950282,0,1.196318554,1.016736958,1.644451569,2.242156562,0.823618693,1.491384887,3.033197905,2.149609266,1.61005818,2.246712473,1.897455244,2.268344333
9/13/99,0,0.815323941,1.382238891,1.413408331,1.569574579,2.194401785,1.155651652,0.923208609,5.033439299,1.534834675,0,1.194261596,1.032414164,1.631121661,2.22688104,0.858299172,1.48238856,3.016720949,2.127118893,1.598223421,2.205559656,1.889249179,2.254239253
9/14/99,0,0.81583469,1.380003196,1.425523879,1.558162434,2.165936297,1.149310374,0.914756675,5.033750393,1.533957886,0,1.18935814,0.95501308,1.6228059,2.228947239,0.860897257,1.455634535,3.002842028,2.096603528,1.599131503,2.198312786,1.869752295,2.240641625
9/15/99,0,0.799241275,1.377846628,1.407607255,1.556837816,2.1654875,1.142153539,0.913601297,4.888831371,1.496618149,0,1.183580108,0.963621055,1.62427689,2.195122586,0.86178999,1.445239326,2.976591793,2.102230785,1.569481389,2.198621392,1.852730709,2.208997931
