,EM (Emerging Markets),China,India,Indonesia,Korea,Malaysia -EM,Pakistan,Philippines,Sri Lanka,Taiwan,Thailand,Brazil,Chile,Colombia,Mexico,Peru,Venezuela,Czech Republic,Egypt,Greece,Hungary,Poland,Qatar,Russia,Russia ADR/GDR Index,South Africa,Turkey,United Arab Emirates
4/30/99,0,8.266420633,0,0,0,0,0,0,0,0,0,0,0,0,12.70402507,0,0,7.328278241,0,20.29041599,10.61939316,15.35374845,0,0,0,0,0,0
5/3/99,0,8.162776878,0,0,0,0,0,0,0,0,0,0,0,0,13.18426613,0,0,7.37140053,0,21.1072562,10.76947921,15.32875032,0,0,0,0,0,0
5/4/99,0,8.355323684,0,0,0,0,0,0,0,0,0,0,0,0,12.97359871,0,0,7.42605004,0,21.0635956,11.07566941,15.84028769,0,0,0,0,0,0
5/5/99,0,8.432781194,0,0,0,0,0,0,0,0,0,0,0,0,12.95958937,0,0,7.386440345,0,21.09917806,11.12839587,15.58991393,0,0,0,0,0,0
5/6/99,0,8.746451686,0,0,0,0,0,0,0,0,0,0,0,0,13.58225109,0,0,7.643823789,0,21.98575034,11.59997755,15.48812855,0,0,0,0,0,0
5/7/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.10821229,0,0,7.645915256,0,22.03799553,11.42008171,15.48407889,0,0,0,0,0,0
5/10/99,0,8.458637585,0,0,0,0,0,0,0,0,0,0,0,0,14.3976306,0,0,7.765049857,0,21.82152716,11.20294567,15.26287797,0,0,0,0,0,0
5/11/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07398102,0,0,8.354962263,0,22.18588399,11.32277155,15.12027294,0,0,0,0,0,0
5/12/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65953638,0,0,8.080397434,0,22.05000396,11.27539106,15.27405692,0,0,0,0,0,0
5/13/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0277793,0,0,8.130178677,0,21.50814895,11.2135253,15.12850269,0,0,0,10.04026453,0,0
5/14/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69666346,0,0,8.217010288,0,21.70126387,11.2931383,15.22143396,0,0,0,10.43008273,0,0
5/17/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5530601,0,0,8.131600607,0,21.04476679,11.1791982,14.48510922,0,0,0,9.79291685,0,0
5/18/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.56438859,0,0,8.196634943,0,21.91181261,11.14270933,14.81054241,0,0,0,9.810374511,0,0
5/19/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18764834,0,0,8.656745798,0,21.85149214,11.53510387,15.16859886,0,0,0,9.695726279,0,0
5/20/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2237828,0,0,8.844343555,0,22.07980236,11.33030405,15.37190998,0,0,0,9.744541461,0,0
5/21/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.984927,0,0,9.333501556,0,23.15831139,11.39636985,16.4622122,0,0,0,9.760131328,0,0
5/24/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63638809,0,0,9.648196743,0,23.10327316,11.3284365,16.33699707,0,0,0,9.680832127,0,0
5/25/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.48731331,0,0,9.716931181,0,22.84581532,11.02227242,16.07484554,0,0,0,9.55313614,0,0
5/26/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95306268,0,0,9.318774877,0,21.91411055,11.16163525,16.06491995,0,0,0,9.502055178,0,0
5/27/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8160643,0,0,8.894216387,0,21.59141775,11.01819484,16.22624027,0,0,0,9.400292323,0,0
5/28/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.53904488,0,0,9.12068255,0,21.48069509,10.83204159,15.83237192,0,0,0,9.304131873,0,0
5/31/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74847039,0,0,9.35673661,0,21.53346478,11.11657651,15.81109908,0,0,0,9.335220843,0,0
6/1/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16140294,0,0,9.361837892,0,22.58798108,10.94788134,15.84437971,0,0,0,10.02979436,0,0
6/2/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.11802671,0,0,9.176189903,0,22.51084212,10.62507693,15.99988723,0,0,0,10.0115462,0,0
6/3/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84481703,0,0,9.160302228,0,22.95201663,10.78360472,15.99425221,0,0,0,10.18015552,0,0
6/4/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.73605453,0,0,9.024648772,0,22.57261525,10.84067631,15.98861611,0,0,0,10.243746,0,0
6/7/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71652376,0,0,8.853778904,0,22.83741984,10.52566989,16.0078064,0,0,0,10.3846204,0,0
6/8/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.80912594,0,0,8.813234025,0,22.32999246,10.5812641,15.66402841,0,0,0,10.36465129,0,0
6/9/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63141189,0,0,8.805829866,0,22.36316025,10.60667422,15.46936885,0,0,0,10.44327099,0,0
6/10/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.47989341,0,0,8.642756714,0,22.30478128,10.72573512,15.51183261,0,0,0,10.39496557,0,0
6/11/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.13462765,0,0,8.952592372,0,22.25540345,10.71817287,15.72119952,0,0,0,10.49552888,0,0
6/14/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.90013476,0,0,9.140178096,0,22.04148086,10.71212093,16.25384296,0,0,0,10.38196802,0,0
6/15/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34386105,0,0,9.34811419,0,21.97241995,10.91046297,16.69403693,0,0,0,10.39311516,7.307634184,0
6/16/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.11389811,0,0,9.434023646,0,21.76298678,11.03625596,16.67677579,0,0,0,10.41529159,6.934077394,0
6/17/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.20745034,0,0,9.352478454,0,21.63154196,10.99802653,16.91342187,0,0,0,10.44900623,6.700324336,0
6/18/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.06173652,0,0,9.247495911,0,21.66074073,11.06142098,17.02657757,0,0,0,10.46563176,6.836895714,0
6/21/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.98925802,0,0,9.34067581,0,21.65182066,11.07831558,17.18229983,0,0,0,10.6763566,6.812736005,0
6/22/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.46684177,0,0,9.180216575,0,20.94993477,10.91155933,17.41811176,0,0,0,10.72657065,6.719095383,0
6/23/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.40306919,0,0,8.062546628,0,20.55011582,10.75573346,17.05984905,0,0,0,10.7138675,6.560990059,0
6/24/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.63379474,0,0,8.145239812,0,20.68253977,10.87490899,17.34806223,0,0,0,10.85313475,6.528918244,0
6/25/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.16856096,0,0,8.245816742,0,20.76944836,10.87365766,17.21078152,0,0,0,10.771168,6.367530799,0
6/28/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.23957648,0,0,8.517287078,0,20.76018265,10.83320972,17.60955952,0,0,0,10.8876381,6.092933945,0
6/29/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.78404947,0,0,8.402370991,0,20.74496834,10.74458655,17.43367248,0,0,0,10.83403531,6.601198795,0
6/30/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00006284,0,0,8.418249338,0,20.95714249,10.79861997,16.95702716,0,0,0,10.94295979,7.001721806,0
7/1/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.35216055,0,0,8.373870299,0,21.3735321,10.88929273,17.64912056,0,0,0,11.1941983,7.328004928,0
7/2/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.61242531,0,0,8.201983601,0,21.50190708,11.01721266,17.54553924,0,0,0,11.29678867,6.870144083,0
7/5/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.26229904,0,0,8.078556312,0,22.48138152,11.29705648,17.34598928,0,0,0,11.49536707,7.219174301,0
7/6/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.82424422,0,0,8.067964338,0,22.20564632,11.44938728,17.23002175,0,0,0,11.38492878,6.870138436,0
7/7/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.81500621,0,0,8.17165681,0,22.08967694,11.48962972,16.93742442,0,0,0,11.27641197,6.804962639,0
7/8/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.54201618,0,0,8.182456763,0,21.78889352,11.68336486,17.18054379,0,0,0,11.24095823,7.00091553,0
7/9/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.30793487,0,0,8.151457795,0,21.73584572,12.10024712,17.36454527,0,0,0,11.15192987,7.368835463,0
7/12/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.27291073,0,0,8.163572092,0,21.96434301,12.27462122,17.71968652,0,0,0,11.25754961,8.098887199,0
7/13/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53489303,0,0,7.821741803,0,21.84011146,11.79802079,17.27593704,0,0,0,10.94883516,8.089275475,0
7/14/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.40816068,0,0,7.980094121,0,22.0297027,11.89664663,17.24678105,0,0,0,11.01262912,8.320085005,0
7/15/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.99252141,0,0,8.029663767,0,22.67504684,11.9832595,17.3243042,0,0,0,10.95204895,8.285097945,0
7/16/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.40315518,0,0,8.020704378,0,23.33589814,11.93328258,16.97846839,0,0,0,10.84133725,8.143135491,0
7/19/99,0,9.521234113,0,0,0,0,0,0,0,0,0,0,0,0,41.76150998,0,0,8.105094248,0,24.02588033,11.89038312,16.76118821,0,0,0,10.88642391,8.519615987,0
7/20/99,0,9.609049672,0,0,0,0,0,0,0,0,0,0,0,0,40.91468466,0,0,8.201474291,0,23.56485684,11.73385649,16.43116328,0,0,0,10.7962072,8.66171504,0
7/21/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.69327488,0,0,8.199258214,0,23.00497259,11.76992495,16.11179989,0,0,0,10.74386625,8.638704013,0
7/22/99,0,0,0,0,0,22.66684381,0,0,0,0,0,0,0,0,40.07346443,0,0,8.262656105,0,23.12418462,11.70391602,16.05003866,0,0,0,10.73226094,8.465629522,0
7/23/99,0,0,0,0,0,22.18470655,0,0,0,0,0,0,0,0,38.67240314,0,0,8.333470381,0,22.75451417,11.79601552,15.922065,0,0,0,10.77200794,8.323715527,0
7/26/99,0,0,0,0,0,21.45828827,0,0,0,0,0,0,0,0,37.062999,0,0,8.165100188,0,22.66195526,11.66538029,16.09190434,0,0,0,10.60054608,7.993278934,0
7/27/99,0,0,0,0,0,21.99444944,0,0,0,0,0,0,0,0,37.07893058,0,0,8.162286133,0,22.18182137,11.79285703,15.67878728,0,0,0,10.63475944,8.34899348,0
7/28/99,0,0,0,0,0,21.8336521,0,0,0,0,0,0,0,0,37.19953521,0,0,8.32493136,0,21.99949305,11.9452008,15.87831364,0,0,0,10.63954463,8.323542783,0
7/29/99,0,0,0,0,0,21.43626943,0,0,0,0,0,0,0,0,36.08387638,0,0,8.2035137,0,21.90230733,11.7104466,16.03311289,0,0,0,10.53158294,8.330684961,0
7/30/99,0,0,0,0,0,21.35327918,0,0,0,0,0,0,0,0,35.77486856,0,0,8.493857422,0,21.51967245,11.83018145,15.41047754,0,0,0,10.53567027,8.501157547,0
8/2/99,0,0,0,0,0,19.7811147,0,0,0,20.52814302,32.59640546,0,0,0,34.57150814,0,0,8.581709233,0,21.24436267,11.71128533,15.49663058,0,0,0,10.42690122,8.301507281,0
8/3/99,0,0,0,0,0,20.11410019,0,0,0,20.56473027,32.47908011,0,0,0,35.4737374,0,0,8.757659348,0,21.34025616,11.71972317,15.43740145,0,0,0,10.4933984,8.327090296,0
8/4/99,0,0,0,0,0,20.3568469,0,0,0,19.33254303,32.53127281,0,0,0,34.75614307,0,0,8.891050135,0,21.62418101,11.64914213,15.28016375,0,0,0,10.60945355,8.167632588,0
8/5/99,0,0,0,0,0,19.73881145,0,0,0,19.76682355,32.85190689,0,0,0,35.21855569,0,0,8.689158646,0,21.86219476,11.50630645,15.44799142,0,0,0,10.5623804,8.05497993,0
8/6/99,0,0,0,0,0,19.88664259,0,19.86176318,0,18.97143966,33.56155847,0,0,0,34.66731998,0,0,8.883000115,0,21.67984936,11.50868597,15.48905664,0,0,0,10.50475459,8.031578341,0
8/9/99,0,0,0,0,0,18.98337288,0,19.49367066,0,19.54357477,31.51951914,0,0,0,34.87591151,0,0,8.81673399,0,21.88049752,11.41778037,15.36463612,0,0,0,10.48231265,8.298723593,0
8/10/99,0,0,0,0,0,19.29706861,0,19.2168357,0,20.26850349,32.44953161,0,0,0,34.07952603,0,0,8.563349883,0,22.51114334,11.23935165,15.18095132,0,0,0,10.42545052,8.212278012,0
8/11/99,0,0,0,0,0,19.38806905,0,18.54251202,0,20.26391143,30.29346356,0,0,0,34.67433154,0,0,8.574623197,0,22.54991844,11.13728704,15.02464102,0,0,0,10.43184216,8.099960038,0
8/12/99,0,0,0,0,0,20.54414445,0,19.85220439,0,20.59592601,30.45302679,0,0,0,34.99189389,0,0,8.569823938,0,23.05471523,11.30395119,15.29471606,0,0,0,10.57809233,8.27178113,0
8/13/99,0,0,0,0,0,21.81706022,0,19.68668702,0,21.72673508,31.56675731,0,0,0,35.88532889,0,0,8.578328738,0,23.51211577,11.40504997,15.33141707,0,0,0,10.60151734,8.407945077,0
8/16/99,0,0,0,0,0,21.664758,0,18.57578608,0,22.94542748,33.23394696,0,0,0,35.80435885,0,0,8.433511526,0,23.94229279,11.29342636,15.48478361,0,0,0,10.55516874,8.444017728,0
8/17/99,0,0,0,0,0,21.34454418,0,18.03397549,0,23.05896805,32.65486226,0,0,0,35.65012323,0,0,8.483253538,0,23.90367359,11.27578165,15.28239484,0,0,0,10.51837498,8.444584293,0
8/18/99,0,0,0,0,0,21.67522768,0,18.39507955,0,22.5733973,34.14867048,0,0,0,34.73874911,0,0,8.483349143,0,24.0204228,11.20084656,15.43518355,0,0,0,10.57864558,8.409011074,0
8/19/99,0,0,0,0,0,21.5058203,0,18.67213819,0,22.56532712,37.30045086,0,0,0,34.70030819,0,0,8.480429457,0,23.64480385,11.28981499,15.98143952,0,0,0,10.4669761,8.408686794,0
8/20/99,0,0,0,0,0,21.21042932,0,18.86740595,0,23.03437797,38.54485346,0,0,0,34.45982046,0,0,8.473582789,0,23.6826172,11.28324141,15.90414403,0,0,0,10.41894808,8.408397869,0
8/23/99,0,0,0,0,0,21.60694082,0,19.20568569,0,22.82543949,40.82448639,0,0,0,34.97455661,0,0,8.402938965,0,23.70389689,11.54184012,16.12307758,0,0,0,10.4996702,8.40983586,0
8/24/99,0,0,0,0,0,21.61568879,0,19.30026992,0,22.46026038,40.43104099,0,0,0,35.00238833,0,0,8.399616984,0,23.90800361,11.52723997,16.24965906,0,0,0,10.47493312,8.410392625,0
8/25/99,0,0,0,0,0,21.44083981,0,19.26886929,0,22.96039843,42.88491126,0,0,0,35.8780104,0,0,8.350254005,0,25.01976986,11.68686741,16.45989101,0,0,0,10.49851376,8.407255053,0
8/26/99,0,0,0,0,0,21.22580034,0,18.90471423,0,22.80760972,42.56010788,0,0,0,35.8222019,0,0,8.318853165,0,24.30248429,11.77063448,16.65980538,0,0,0,10.3258056,7.677672169,0
8/27/99,0,0,0,0,0,21.24354551,0,18.6579526,0,22.63433451,43.13494261,0,0,0,35.01764733,0,0,8.278583804,0,24.27446497,11.79240435,16.46739559,0,0,0,10.30785228,7.925739514,0
8/30/99,0,0,0,0,0,21.42963684,0,18.72505293,0,22.91285493,41.8771932,0,0,0,34.701202,0,0,8.222872723,0,24.42362573,11.77810653,16.13578688,0,0,0,10.24732255,8.021137295,0
8/31/99,0,0,0,0,0,21.62843046,0,18.54733401,0,23.12902804,40.0581549,0,0,0,33.63999681,0,0,8.088457781,0,24.27916548,11.70803107,15.98294738,0,0,0,10.1030314,6.070723264,0
9/1/99,0,0,0,0,0,21.22421645,0,18.31189514,0,23.48759996,40.43295957,0,0,0,33.64173368,0,0,7.992402728,0,25.16811506,11.6129617,16.03050146,0,0,0,10.11193515,6.229798707,0
9/2/99,0,0,0,0,0,20.42276269,0,17.52096502,0,23.28252468,40.33095559,0,0,0,33.47039442,0,0,7.987323281,0,25.42879794,11.43568069,15.96434796,0,0,0,10.01616148,6.375414822,0
9/3/99,0,0,0,0,0,20.74420778,0,17.44413493,0,22.79764338,39.84509095,0,0,0,33.38207157,0,0,8.02818367,0,25.28706093,11.60025822,16.26745237,0,0,0,10.01333363,6.496625876,0
9/6/99,0,0,0,0,0,20.97497255,0,18.47772184,0,22.85850431,40.01953314,0,0,0,0,0,0,8.087151182,0,25.98498771,11.71903675,16.29825445,0,0,0,10.01225426,6.921067381,0
9/7/99,0,0,0,0,0,20.96823336,0,18.47704246,0,22.35072834,41.17604865,0,0,0,0,0,0,8.035157237,0,26.16568861,11.62199216,16.01376999,0,0,0,9.940522456,6.88843166,0
9/8/99,0,0,0,0,0,21.07461933,0,18.41220587,0,22.50532549,40.75873083,0,0,0,0,0,0,7.980962775,0,26.1101409,11.48595366,15.88841017,0,0,0,9.813096522,7.225089305,0
9/9/99,0,0,0,0,0,20.74156196,0,17.95569621,0,22.62246115,39.95505539,0,0,0,0,0,0,7.71538276,0,26.34595142,11.56829294,15.71521988,0,0,0,9.710220344,7.268031147,0
9/10/99,0,0,0,0,0,20.37818868,0,17.5849776,0,22.91538472,41.60691752,0,0,0,0,0,0,7.680035953,0,26.69679314,11.65609749,15.60886734,0,0,0,9.691518679,7.229549898,0
9/13/99,0,0,0,0,0,20.51909462,0,18.03740646,0,22.86734645,41.84210792,0,0,0,0,0,0,7.61317318,0,28.0327751,11.49407876,15.61293161,0,0,0,9.668162143,7.061948178,0
9/14/99,0,0,0,0,0,20.24321326,0,18.30816139,0,22.56215048,41.01057103,0,0,0,0,0,0,7.642618904,0,27.89935158,11.27075785,15.51210113,0,0,0,9.925748918,7.153870823,0
9/15/99,0,0,0,0,0,19.7217839,0,18.05411148,0,21.91816666,40.28983065,0,0,0,0,0,0,7.659931192,0,28.12740004,11.11801241,14.83362726,0,0,0,9.994999038,7.438077829,0
9/16/99,0,0,0,0,0,19.41653616,0,17.96530689,0,21.95998605,40.61550199,0,0,0,0,0,0,7.901563743,0,28.35720617,10.77739588,14.54961538,0,0,0,9.814495544,7.48178659,0
9/17/99,0,0,0,0,0,19.44332484,0,18.37796516,0,21.94950206,42.14812821,0,0,0,0,0,0,7.923497865,0,28.22004284,10.82249949,14.72212115,0,0,0,9.753571484,7.45099339,0
9/20/99,0,0,0,0,0,19.4333782,0,18.65405864,0,22.11222765,31.80021583,0,0,0,0,0,0,7.972391624,0,28.67998921,10.81954667,14.88888223,0,0,0,9.712148089,7.51370477,0
9/21/99,0,0,0,0,0,20.15085512,0,18.72236852,0,22.09655528,30.94007109,0,0,0,0,0,0,7.89671199,0,27.09424846,10.64960356,14.40129285,0,0,0,9.629251041,7.501921286,0
9/22/99,0,0,0,0,0,19.65177895,0,18.49555362,0,22.08087877,30.71397576,0,0,0,0,0,0,7.849241976,0,26.95640649,10.47812495,13.59968784,0,0,0,9.579828545,7.384393427,0
9/23/99,0,0,0,0,0,19.29213099,0,18.4141344,0,22.06520677,29.80253407,0,0,0,0,0,0,7.79467421,0,25.7612594,10.66802126,13.66321074,0,0,0,9.666764022,7.205062478,0
9/24/99,0,0,0,0,0,18.20472486,0,18.27543671,0,22.04953341,29.31266758,0,0,0,0,0,0,7.541308887,0,23.99793772,10.49052946,13.24287694,0,0,0,9.702659283,7.050543942,0
9/27/99,0,0,0,0,0,17.91678692,0,17.36081086,0,21.37411118,28.19973169,0,0,0,0,0,0,7.922728975,0,23.19616804,10.6548199,13.12796332,0,0,0,9.956546729,6.858238374,0
9/28/99,0,0,0,0,0,17.86609149,0,17.55666163,0,20.87608251,35.01378742,0,0,0,0,0,0,7.875835098,0,24.50527257,10.54262394,13.42769647,0,0,0,10.22511155,7.000208676,0
9/29/99,0,0,0,0,0,18.09779693,0,17.75766676,0,20.96947503,-4478.970812,0,0,0,0,0,0,7.768522908,0,24.32671105,10.51432528,13.28699461,0,0,0,10.25993039,7.062606299,0
9/30/99,0,0,0,0,0,17.90107378,0,17.85519741,0,20.94662742,-1149.651551,0,0,0,0,0,0,7.793908391,0,24.55942438,10.402467,13.0783255,0,0,0,10.23915583,7.005262879,0
10/1/99,0,0,0,0,0,18.07784189,0,17.86180664,0,21.24591027,1429.919723,0,0,0,0,0,0,7.60816281,0,24.41098209,10.23944572,13.16850784,0,0,0,10.30911056,6.879972102,0
10/4/99,15.60882278,0,0,0,0,18.10207522,0,17.95060151,0,21.09102087,-585.7360033,0,0,0,0,0,0,7.637552924,0,24.39917546,10.33038108,13.26776989,0,0,0,10.66177056,6.714428684,0
10/5/99,15.57571428,0,0,0,0,18.85755445,0,17.64901164,0,20.71036787,-702.08387,0,0,0,0,0,0,7.689474892,0,25.08059376,10.2357173,13.56560347,0,0,0,10.67855582,6.643921173,0
10/6/99,15.91674883,0,0,0,0,18.98879619,0,17.55610463,0,20.65552793,668.2655238,0,0,0,0,0,0,7.903802441,0,25.33369664,10.18461891,13.53922501,0,0,0,10.61772549,7.253304463,0
10/7/99,16.1600218,0,0,0,0,19.50313714,0,17.66953995,0,21.00005854,861.0329579,0,0,0,0,0,0,7.884472245,0,25.60336519,10.26678401,13.88433031,0,0,0,10.89600178,7.217180808,0
10/8/99,16.1520358,0,0,0,0,19.68233171,0,17.57479324,0,20.72132379,881.7963872,0,0,0,52.01505583,0,0,7.880275368,0,25.68990421,10.4406322,14.14313497,0,0,0,10.99024,7.166930098,0
10/11/99,16.15022275,0,0,0,0,19.76742244,0,17.84600303,0,20.88139831,421.9512187,0,0,0,0,0,0,7.716369754,0,25.43007611,10.47248621,14.1764105,0,0,0,11.08544409,6.959436041,0
10/12/99,16.25525599,0,0,0,0,19.73655813,0,17.79250531,0,21.53790593,-1718.836997,0,0,0,0,0,0,7.654092432,0,25.67976025,10.35830822,13.98743226,0,0,0,10.99525431,7.014449522,0
10/13/99,16.1261392,0,0,0,0,19.51491478,0,17.6351195,0,21.54774441,-1519.445999,0,0,0,50.13020584,0,0,7.515000603,0,25.76508404,10.13364711,13.60300129,0,0,0,10.80780044,6.925285548,0
10/14/99,16.026413,0,0,0,0,19.53013573,0,17.74700239,0,21.7292265,-1142.953065,0,0,0,49.81115478,0,0,7.608514418,0,24.88048101,10.03514036,13.64238045,0,0,0,10.61218946,6.984266567,0
10/15/99,15.65398016,0,0,0,0,19.11636267,0,17.38632963,0,21.4829666,-2877.078877,0,0,0,47.91610562,0,0,7.399358792,0,24.20221079,9.731647611,13.85190396,0,0,0,10.35610664,7.303350311,0
10/18/99,15.07192728,0,0,0,0,18.90971978,0,17.10541328,0,21.28433369,51.9240563,0,0,0,49.00505559,0,0,7.356481305,0,22.70980758,9.617298473,13.17132881,0,0,0,10.31874454,7.407733965,0
10/19/99,15.14775417,0,0,0,0,19.43995596,0,16.37887761,0,21.20035404,94.39820883,0,0,0,51.45824589,0,0,7.521778453,0,22.46379016,9.90275702,13.13892464,0,0,0,10.44737056,7.391972274,0
10/20/99,15.43690519,0,0,0,0,19.38520871,0,16.57330988,0,21.06247186,102.9195669,0,0,0,44.40500583,0,0,7.469034536,0,23.60966354,10.06272772,13.49902916,0,0,0,10.40415295,7.328041802,0
10/21/99,15.2698245,0,0,0,0,19.51442013,0,16.36709177,0,21.04654771,116.1143307,0,0,0,45.01157239,0,0,7.443945274,0,22.991812,9.759067209,13.85813002,0,0,0,10.14213043,7.218489348,0
10/22/99,15.30491862,0,0,0,0,19.37105493,0,16.03419844,0,20.59392727,117.5340936,0,0,0,45.68302696,0,0,7.56963969,0,22.77521662,10.37450927,13.96015081,0,0,0,10.30435474,7.633467574,0
10/25/99,15.35845615,0,0,0,0,19.50721814,0,16.00189919,0,20.88288156,118.8122385,0,0,0,45.53768281,0,0,7.497744972,0,23.26923765,10.37256571,14.01223854,0,0,0,10.34824699,7.954159751,0
10/26/99,15.36880054,0,0,0,0,19.38927016,0,16.04592818,0,20.96094194,129.7013079,0,0,0,45.60140382,0,0,7.532555182,0,23.07613612,10.40792397,13.83257024,0,0,0,10.37573689,8.259505519,0
10/27/99,15.26663606,0,0,0,0,19.44608381,0,16.39365592,0,20.9928628,129.9369507,0,0,0,45.79765145,0,0,7.648076956,0,22.71133498,10.27169569,13.25965801,0,0,0,10.35500994,8.00122253,0
10/28/99,15.2763196,0,0,0,0,19.78793791,0,16.45244418,0,20.97083445,131.9272683,0,0,0,39.60692572,0,0,7.637526384,0,22.71693216,10.33106434,13.33400986,0,0,0,10.46695282,8.061467393,0
10/29/99,14.79914927,0,0,0,9.207431472,19.43629051,0,16.89555287,0,21.15635143,135.1591295,0,0,0,40.09545191,0,0,7.835310522,0,22.54893276,10.6451361,13.20537439,0,0,0,10.55957999,7.694252682,0
