,Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Hong Kong,Ireland,Israel,Italy,Japan,Netherlands,New Zealand,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,United Kingdom,USA
6/4/99,347.563,830.202,1417.745,611.876,1739.897,487.723,1196.623,1302.782,5103.12,387.139,118.109,410.308,2478.536,2053.327,86.254,1035.537,135.759,2060.994,375.593,3397.688,2513.283,1256.002,1301.001
6/7/99,351.717,836.617,1431.559,618.404,1753.669,500.31,1210.922,1325.433,5244.079,386.858,119.563,410.513,2513.127,2060.434,85.995,1036.384,136.727,2074.563,376.214,3455.381,2531.056,1264.192,1305.081
6/8/99,354.84,838.986,1466.073,610.665,1781.626,509.017,1229.916,1343.027,5262.936,396.428,120.387,418.958,2563.62,2071.107,84.474,1054.409,139.027,2150.56,378.817,3501.664,2550.023,1269.791,1288.043
6/9/99,357.239,843.618,1463.023,614.377,1783.844,512.232,1234.964,1358.536,5296.867,400.178,122.498,418.883,2590.11,2076.71,85.113,1054.992,138.659,2149.115,379.536,3546.877,2552.846,1269.554,1289.477
6/10/99,357.803,837.678,1444.32,616.042,1774.181,505.986,1229.978,1354.701,5258.334,396.971,122.415,416.493,2640.711,2074.879,86.055,1066.996,139.443,2167.491,375.879,3543.648,2501.916,1262.512,1273.4
6/11/99,355.121,837.401,1467.693,615.266,1772.544,528.01,1231.262,1378.57,5301.606,399.679,122.192,417.043,2690.481,2090.527,86.616,1065.115,138.44,2245.191,379.873,3597.925,2499.293,1283.039,1263.686
6/14/99,354.24,831.322,1450.173,615.768,1747.214,517.88,1221.025,1368.306,5281.601,392.165,123.566,408.113,2638.612,2069.632,86.584,1056.35,136.365,2230.875,374.193,3578.952,2490.141,1272.102,1262.314
6/15/99,350.551,832.774,1456.741,610.713,1753.752,521.681,1230.703,1376.389,5255.234,386.315,122.247,408.572,2648.845,2064.086,85.104,1052.001,135.765,2234.148,376.644,3532.687,2494.702,1264.759,1270.238
6/16/99,350.086,825.112,1444.882,618.208,1745.743,529.5,1234.271,1374.14,5376.295,376.444,123.722,409.495,2646.385,2066.567,85.58,1042.304,133.127,2248.643,373.312,3554.578,2484.361,1271.286,1298.995
6/17/99,354.673,823.798,1447.221,619.884,1740.599,534.215,1243.208,1384.076,5444.983,380.864,125.971,409.579,2690.252,2068.984,86.269,1039.234,133.576,2271.479,373.977,3571.049,2501.534,1270.388,1308.806
6/18/99,353.452,835.852,1471.893,624.851,1738.036,543.235,1260.639,1381.719,5444.913,385.549,126.688,414.073,2658.238,2098.816,83.582,1047.053,134.287,2258.403,381.9,3685.652,2528.918,1277.09,1310.889
6/21/99,351.614,847.984,1469.277,619.74,1728.172,558.684,1252.378,1402.869,5656.497,387.326,127.848,413.037,2662.263,2108.864,83.248,1047.977,133.816,2301.844,381.006,3731.701,2542.645,1285.122,1316.626
6/22/99,354.755,849.173,1457.393,614.287,1736.653,562.657,1245.064,1399.874,5688.022,387.32,126.513,409.681,2685.896,2084.944,83.159,1042.838,133.025,2312.958,380.634,3676.559,2507.741,1280.157,1304.258
6/23/99,354.48,843.158,1427.024,610.47,1724.529,551.082,1234.428,1384.062,5663.919,384.504,123.48,410.722,2642.281,2073.963,83.927,1027.856,131.248,2340.152,380.755,3649.352,2477.982,1260.49,1300.793
6/24/99,351.238,842.808,1419.469,608.314,1740.906,548.176,1226.586,1371.775,5583.865,380.633,122.45,410.574,2644.407,2057.636,86.328,1025.907,130.243,2351.103,380.198,3646.954,2467.753,1248.915,1283.782
6/25/99,354.758,841.713,1439.585,616.551,1754.279,554.534,1235.34,1391.009,5606.763,380.798,122.813,412.206,2641.342,2057.769,87.303,1014.785,130.813,2337.673,382.493,3674.73,2470.463,1257.941,1283.724
6/28/99,355.516,833.898,1435.661,614.125,1754.327,543.702,1236.054,1382.33,5647.574,373.223,124.485,408.4,2669.391,2046.821,86.35,1019.176,130.12,2317.835,378.947,3672.711,2444.148,1246.784,1300.733
6/29/99,355.071,843.363,1433.387,615.772,1747.139,556.804,1242.71,1380.47,5607.51,367.347,124.727,407.889,2698.401,2044.473,86.425,1025.832,130.667,2358.208,378.194,3706.108,2455.939,1225.833,1319.993
6/30/99,354.494,855.241,1424.571,618.927,1756.844,551.779,1249.414,1380.079,5508.071,368.012,124.801,403.424,2675.885,2025.168,85.246,1022.142,132.392,2357.499,374.268,3628.641,2415.279,1225.235,1339.359
7/1/99,361.043,865.207,1420.188,623.561,1766.929,568.125,1261.874,1398.364,5508.284,377.947,128.149,404.977,2737.671,2052.292,84.929,1038.47,130.821,2412.052,377.632,3661.544,2456.295,1256.197,1349.309
7/2/99,366.805,863.431,1425.275,638.822,1776.382,581.446,1259.086,1404.411,5742.976,382.001,127.822,403.121,2752.757,2051.755,85.703,1038.481,130.176,2407.258,377.544,3712.236,2489.334,1256.413,1361.385
7/5/99,371.067,880.002,1433.249,652.321,1816.91,597.365,1281.376,1433.987,5829.212,390.535,125.992,412.008,2768.982,2092.457,85.147,1054.839,131.218,2408.25,383.138,3748.78,2522.331,1274.368,1361.385
7/6/99,371.974,875.053,1420.485,645.697,1823.067,597.019,1281.985,1434.225,5774.829,388.51,127.104,415.532,2756.059,2094.328,86.266,1049.72,131.538,2378.293,380.561,3728.767,2500.286,1273.24,1357.058
7/7/99,368.544,869.846,1409.253,639.976,1789.223,593.162,1270.915,1422.655,5691.664,389.592,126.881,414.76,2753.151,2083.749,86.079,1043.684,130.274,2339.215,376.891,3595.616,2477.435,1261.817,1361.847
7/8/99,371.57,862.447,1392.428,636.097,1803.252,585.713,1256.929,1418.488,5671.936,389.381,127.46,411.719,2734.131,2081.93,87.087,1042.021,129.151,2350.165,371.957,3559.966,2469.728,1252.441,1361.085
7/9/99,365.333,866.613,1407.836,641.983,1824.524,584.516,1260.852,1427.571,5682.985,387.283,127.53,412.236,2737.011,2107.178,88.643,1047.355,129.134,2366.473,372.781,3590.883,2459.864,1248.504,1368.198
7/12/99,362.936,863.8,1392.932,637.542,1831.307,581.274,1256.696,1421.591,5606.532,385.17,127.875,409.316,2769.908,2111.13,87.597,1047.661,129.367,2393.047,369.97,3590.327,2453.263,1248.559,1365.072
7/13/99,363.399,859.839,1398.486,631.295,1839.109,574.251,1243.539,1406.578,5556.128,382.194,126.349,405.216,2790.407,2093.608,85.535,1036.137,128.623,2372.151,364.361,3537.906,2431.907,1230.348,1360.647
7/14/99,363.006,855.478,1423.586,644.976,1848.171,585.168,1246.899,1419.47,5410.044,385.22,126.563,407.627,2830.629,2122.318,85.039,1063.75,127.859,2371.803,361.295,3532.087,2446.572,1239.771,1364.4
7/15/99,365.868,872.981,1441.118,650.337,1879.045,603.967,1269.813,1427.316,5486.598,387.552,128.836,410.764,2868.08,2148.73,86.709,1085.293,128.637,2350.55,367.6,3586.833,2465.731,1261.839,1374.789
7/16/99,362.919,871.991,1404.56,646.959,1860.296,606.407,1265.212,1424.279,5389.822,386.933,128.882,406.604,2845.383,2125.56,85.667,1085.618,128.931,2311.909,366.206,3563.094,2442.886,1256.758,1384.395
7/19/99,361.334,864.682,1401.935,640.75,1816.894,605.706,1250.092,1420.255,5387.267,385.535,130.437,404.437,2901.134,2115.868,86.128,1084.049,130.368,2331.696,367.58,3604.093,2443.791,1238.586,1376.166
7/20/99,365.96,871.729,1420.957,628.794,1844.346,598.293,1260.322,1420.295,5443.384,389.72,128.785,406.02,2897.609,2113.178,87.922,1075.916,132.431,2347.125,371.568,3649.882,2464.154,1231.066,1344.257
7/21/99,362.475,864.193,1433.379,622.333,1827.131,589.183,1258.024,1413.057,5398.85,386.929,127.109,399.948,2882.514,2097.086,87.931,1064.928,134.242,2305.311,372.707,3628.202,2492.093,1222.124,1346.148
7/22/99,359.237,862.368,1420.311,615.611,1818.478,572.363,1254.044,1393.622,5360.112,383.359,126.656,398.54,2825.104,2067.128,87.556,1063.108,133.531,2275.292,368.541,3564.361,2464.972,1223.311,1329.074
7/23/99,358.395,857.279,1389.953,614.451,1832.84,557.319,1242.384,1382.851,5254.23,378.03,125.898,391.959,2797.282,2050.96,87.685,1057.928,132.605,2191.614,362.674,3622.786,2413.227,1200.867,1324.815
7/26/99,354.342,859.288,1402.791,605.967,1865.163,569.615,1251.799,1381.718,5170.232,375.45,124.449,389.872,2796.37,2059.17,86.722,1057.626,134.901,2168.995,366.59,3688.4,2434.88,1206.887,1315.388
7/27/99,352.242,862.219,1411.323,607.803,1874.211,566.314,1254.789,1380.01,5248.453,378.674,123.724,391.319,2789.205,2055.608,84.883,1057.089,134.608,2216.186,361.59,3687.055,2466.168,1222.922,1329.229
7/28/99,353.344,863.671,1431.536,618.491,1870.453,561.053,1252.582,1380.231,5291.563,376.297,123.528,387.107,2836.242,2068.197,86.272,1059.007,134.8,2321.411,361.12,3722.511,2463.883,1230.294,1331.248
7/29/99,356.154,863.417,1420.244,614.055,1862.989,552.282,1236.88,1344.596,5297.037,378.883,121.122,382.304,2898.387,2051.03,87.991,1054.083,134.189,2377.786,353.834,3712.856,2451.655,1215.186,1307.261
7/30/99,353.616,859.085,1437.573,622.717,1878.246,560.505,1255.013,1356.625,5318.718,382.729,120.997,389.98,2941.694,2087.675,88.433,1064.701,135.27,2387.964,357.469,3771.201,2508.581,1241.219,1294.606
8/2/99,349.397,836.598,1413.542,619.58,1847.697,550.911,1245.788,1355.538,5408.66,381.281,117.621,393.9,2917.15,2048.796,86.087,1056.468,132.849,2361.61,355.883,3716.797,2511.981,1247.514,1293.259
8/3/99,355.572,843.874,1393.95,620.28,1845.077,549.374,1239.098,1352.217,5434.362,379.535,118.8,390.878,2928.991,2036.301,88.057,1054.581,132.654,2373.627,357.303,3714.514,2509.302,1242.595,1287.536
8/4/99,353.839,851.347,1402.245,613.052,1857.037,540.083,1244.129,1367.094,5440.45,377.391,115.856,393.325,2897.521,2064.445,88.845,1070.964,133.121,2388.003,360.439,3725.653,2523.421,1244.36,1271.348
8/5/99,354.185,858.507,1378.722,604.435,1807.312,523.699,1228.178,1337.35,5300.442,374.742,113.136,384.591,2861.188,2043.64,88.992,1074.838,132.419,2332.505,352.406,3654.027,2486.213,1215.292,1280.12
8/6/99,352.485,861.081,1375.453,601.119,1813.113,538.92,1221.692,1342.713,5288.375,375.687,113.406,381.674,2815.607,2064.848,88.717,1080.379,132.297,2322.566,349.619,3662.074,2464.427,1216.512,1266.888
8/9/99,348.571,859.852,1375.37,601.281,1820.696,545.113,1234.182,1351.653,5231.187,373.288,115.174,385.797,2794.132,2082.319,88.755,1081.106,131.754,2321.452,354.505,3673.987,2448.933,1207.866,1262.092
8/10/99,344.689,861.419,1358.309,595.053,1838.964,520.289,1224.609,1333.22,5091.248,371.168,111.438,380.872,2808.929,2064.66,87.446,1084.522,131.412,2271.584,351.028,3621.199,2420.388,1187.725,1247.791
8/11/99,340.326,854.031,1358.485,608.519,1843.523,527.335,1221.727,1328.48,5010.211,367.174,112.498,381.228,2780.883,2058.977,86.969,1093.552,130.643,2220.039,353.768,3659.168,2423.882,1192.551,1267.19
8/12/99,341.031,859.718,1380.064,609.901,1852.868,547.55,1245.715,1355.531,5117.909,368.236,113.839,388.934,2815.871,2109.918,87.902,1101.536,131.462,2254.957,355.144,3729.591,2461.238,1215.623,1263.175
8/13/99,344.806,850.434,1408.864,621.134,1826.941,554.273,1256.363,1368.94,5026.159,367.101,113.519,390.983,2815.93,2134.933,88.41,1096.375,132.411,2201.214,358.077,3721.5,2482.488,1230.352,1291.483
8/16/99,350.657,847.473,1416.184,623.758,1834.57,558.292,1262.045,1380.725,5140.088,367.425,115.823,392.538,2894.517,2139.595,89.079,1108.896,132.817,2233.36,355.148,3741.256,2500.63,1227.939,1295.817
8/17/99,344.399,841.363,1429.488,624.931,1816.208,561.184,1262.322,1374.108,5068.5,364.364,115.012,394.664,2919.151,2144.278,88.724,1110.284,132.042,2206.286,358.09,3745.523,2488.852,1212.785,1308.28
8/18/99,349.476,842.376,1452.175,623.49,1842.049,557.751,1269.678,1367.76,5189.414,364.185,114.212,392.373,2962.288,2141.354,90.551,1114.836,130.949,2290.286,357.817,3749.312,2496.504,1223.763,1295.82
8/19/99,343.629,850.104,1450.338,623.306,1860.383,540.196,1261.732,1368.695,5356.341,365.937,111.329,391.3,2970.891,2125.178,89.017,1116.107,131.368,2305.817,360.762,3723.046,2521.585,1218.582,1286.514
8/20/99,343.546,864.95,1475.043,624.041,1894.861,545.266,1278.658,1387.185,5428.004,367.829,110.85,395.111,3035.215,2141.004,89.241,1134.516,133.184,2324.213,367.554,3799.462,2546.61,1229.955,1300.33
8/23/99,347.661,874.415,1493.948,628.739,1899.561,547.264,1274.353,1392.437,5447.362,371.585,113.877,399.873,3064.773,2155.553,87.169,1146.51,131.738,2378.506,364.928,3843.19,2563.521,1251.097,1325.791
8/24/99,347.618,870.069,1477.822,628.174,1893.71,538.007,1282.103,1390.305,5470.21,370.823,113.424,399.1,3037.066,2146.509,85.732,1132.901,129.972,2357.153,367.931,3833.604,2530.995,1239.508,1330.519
8/25/99,342.153,865.244,1494.681,636.132,1912.813,550.721,1297.612,1402.495,5414.627,370.323,110.452,399.755,3007.457,2170.218,83.615,1112.73,130.109,2375.477,368.482,3837.744,2527.959,1242.428,1348.002
8/26/99,342.33,859.899,1503.724,626.03,1900.903,555.502,1294.072,1395.83,5444.325,369.621,110.401,401.729,2952.198,2159.007,84.075,1104.303,130.951,2417.682,367.235,3838.492,2520.483,1244.216,1329.039
8/27/99,340.287,857.283,1507.744,624.609,1918.119,547.999,1301.498,1405.067,5352.574,371.134,110.634,403.651,2941.381,2156.834,83.691,1108.574,132.613,2406.413,372.839,3853.719,2534.025,1243.345,1315.855
8/30/99,335.889,855.756,1507.32,619.687,1904.986,542.702,1304.054,1396.55,5463.838,370.663,111.707,401.322,3000.166,2154.535,84.191,1112.86,131.137,2407.115,369.805,3803.392,2527.519,1243.071,1292.257
8/31/99,333.093,859.262,1507.999,611.965,1882.317,540.556,1299.545,1378.783,5355.05,376.301,110.117,398.148,2919.729,2133.487,84.837,1105.942,131.304,2378.438,365.951,3750.412,2503.82,1233.834,1285.056
9/1/99,340.582,860.047,1502.286,614.118,1926.201,540.645,1317.089,1395.43,5378.447,382.556,111.467,399.816,3025.478,2141.668,84.209,1134.93,131.281,2396.762,371.362,3810.619,2544.481,1236.663,1293.182
9/2/99,342.85,855.234,1493.818,604.466,1934.643,532.746,1306.953,1378.215,5336.939,382.939,111.221,396.776,3034.962,2137.441,84.893,1123.178,131.124,2395.269,367.571,3799.392,2548.922,1228.4,1282.614
9/3/99,339.696,850.599,1502.501,616.418,1935.7,549.069,1325.937,1399.642,5271.57,377.89,111.677,402.249,2999.92,2159.457,83.933,1133.333,131.04,2362.029,372.953,3855.709,2561.739,1250.226,1321.569
9/6/99,343.116,861.388,1507.42,616.645,1946.419,560.501,1322.869,1414.13,5358.895,374.697,113.552,404.743,3039.82,2188.675,84.821,1142.999,130.409,2375.813,373.365,3900.014,2577.451,1257.802,1321.569
9/7/99,345.59,864.263,1503.075,622.406,1947.086,560.992,1327.772,1415.577,5351.929,372.59,112.849,402.355,2987.228,2185.336,85.747,1148.362,130.809,2385.555,370.021,3892,2579.765,1245.441,1315.27
9/8/99,347.399,855.056,1511.052,622.382,1944.417,555.074,1329.658,1415.901,5325.238,371.22,112.458,404.707,2986.828,2172.468,84.07,1150.914,130.385,2374.034,371.007,3855.722,2569.328,1244.39,1308.485
9/9/99,350.647,866.758,1516.337,635.356,1960.048,560.551,1334.777,1421.814,5572.612,368.178,113.392,405.701,3067.253,2187.941,85.96,1165.717,128.822,2434.128,375.011,3837.447,2570.038,1252.356,1311.919
9/10/99,349.405,859.481,1505.581,641.01,1946.936,567.365,1331.143,1420.878,5572.399,366.149,114.089,406.91,3068.928,2185.975,85.98,1172.199,127.828,2425.188,371.801,3839.111,2533.961,1233.4,1316.401
9/13/99,349.578,848.399,1482.389,638.843,1940.248,566.229,1312.47,1397.006,5574.96,359.433,114.74,401.409,3171.794,2152.011,86.079,1165.705,125.703,2448.778,364.943,3806.665,2476.558,1218.675,1308.087
9/14/99,347.17,852.719,1487.803,641.655,1932.35,561.34,1314.969,1391.992,5578.195,358.542,116.014,401.372,3175.66,2144.824,85.593,1168.241,124.581,2442.564,361.223,3793.45,2478.56,1206.931,1300.814
9/15/99,339.182,833.748,1482.893,633.461,1930.634,562.148,1300.85,1383.345,5420.124,349.302,116.277,398.209,3207.776,2139.152,83.09,1164.328,123.28,2420.571,358.419,3714.732,2473.853,1200.445,1282.734
9/16/99,334.184,822.71,1494.875,628.862,1925.709,553.33,1295.527,1363.827,5420.474,343.567,116.573,399.316,3129.713,2118.003,82.277,1156.877,123.65,2379.648,355.502,3693.544,2456.474,1199.633,1283.299
9/17/99,336.477,822.58,1510.353,636.181,1926.636,552.268,1294.38,1365.078,5454.414,340.242,117.079,402.556,3081.001,2095.126,83.226,1146.103,124.645,2434.033,358.285,3727.907,2471.592,1204.3,1298.738
9/20/99,333.1,828.036,1502.351,633.982,1930.341,567.633,1304.218,1377.824,5429.656,343.855,117.344,403.166,3119.063,2119.156,83.758,1176.114,126.245,2410.643,358.301,3781.849,2484.693,1207.41,1298.533
9/21/99,333.9,820.168,1495.645,620.842,1934.829,573.79,1292.548,1368.954,5403.502,349.153,115.713,404.105,3208.879,2080.555,82.745,1158.937,126.53,2398.747,356.782,3791.569,2489.58,1196.766,1272.286
9/22/99,335.474,812.84,1489.906,617.194,1927.974,563.93,1284.517,1360.134,5321.809,352.838,116.186,406.156,3110.644,2086.908,81.482,1147.668,125.071,2335.012,358.691,3746.015,2491.532,1192.995,1274.522
9/23/99,337.122,810.049,1476.081,609.979,1923.41,574.912,1283.21,1366.638,5349.257,355.044,114.269,405.981,3105.112,2076.981,81.155,1146.371,125.552,2316.797,358.962,3766.625,2491.101,1204.479,1244.42
9/24/99,335.408,805.05,1475.413,604.343,1923.69,561.047,1273.301,1343.074,5277.342,356.676,113.714,407.35,3008.647,2041.356,79.743,1124.513,126.219,2278.508,356.488,3724.884,2467.829,1193.32,1243.632
9/27/99,338.68,807.74,1479.646,619.062,1940.239,569.053,1285.887,1353.269,5164.941,355.106,113.063,405.361,2946.678,2067.3,78.329,1121.855,127.47,2272.097,359.236,3767.983,2494.165,1219.903,1247.556
9/28/99,341.333,802.773,1469.94,623.613,1914.001,572.556,1281.807,1330.405,5188.261,354.176,112.131,406.204,3030.32,2050.274,77.443,1113.119,127.362,2287.976,358.87,3768.068,2460.992,1209.137,1247.581
9/29/99,337.057,811.885,1462.49,624.014,1946.889,578.651,1290.352,1347.524,5194.422,354.364,112.191,404.515,2997.392,2070.72,78.176,1110.739,128.092,2309.714,359.523,3726.842,2478.671,1208.06,1232.754
9/30/99,333.795,812.861,1460.082,628.967,1937.835,571.956,1311.846,1358.859,5128.511,360.008,112.645,405.798,3095.502,2053.359,78.518,1128.423,128.862,2337.139,360.303,3722.737,2495.997,1211.233,1245.592
10/1/99,339.297,814.973,1445.952,624.427,1942.917,575.574,1307.632,1357.805,5128.346,362.726,112.62,407.735,3141.562,2037.193,80.249,1152.218,130.603,2371.024,360.273,3759.488,2499.573,1205.264,1244.636
10/4/99,339.234,818.505,1431.452,637.44,1961.154,582.849,1322.043,1379.091,5150.239,368.539,114.414,410.984,3100.643,2075.829,80.11,1152.38,133.087,2369.683,364.23,3781.419,2550.973,1220.965,1265.155
10/5/99,344.478,815.216,1435.506,633.403,1972.584,598.321,1327.365,1399.414,5217.676,368.125,116.089,408.257,3070.238,2080.717,79.706,1140.949,132.863,2413.491,365.567,3778.812,2545.226,1224.985,1263.522
10/6/99,339.951,823.006,1438.896,636.252,1969.512,600,1340.041,1417.224,5244.443,368.328,115.605,408.84,3071.288,2089.087,78.932,1140.248,132.86,2460.77,365.004,3808.795,2563.199,1229,1286.62
10/7/99,342.199,828.473,1458.829,639.337,1976.493,599.361,1358.01,1439.158,5251.544,372.322,115.964,410.673,3092.322,2093.265,79.213,1128.18,132.455,2483.209,369.776,3838.314,2581.009,1246.767,1280.117
10/8/99,337.456,823.702,1441.855,645.53,1946.994,602.621,1338.229,1425.009,5274.206,369.302,115.016,404.623,3106.009,2060.203,79.53,1103.983,131.102,2475.634,368.253,3849.607,2563.621,1248.728,1297.048
10/11/99,339.266,825.139,1434.122,645.925,1944.942,612.436,1336.006,1425.57,5222.823,368.649,115.399,403.079,3125.362,2081.675,79.182,1110.541,130.713,2499.405,369.961,3875.075,2570.301,1255.885,1296.276
10/12/99,340.889,823.352,1436.703,646.208,1977.465,608.451,1332.284,1422.441,5117.629,369.005,114.872,399.119,3154.573,2092.368,80.077,1125.217,131.391,2493.077,373.074,3868.927,2565.284,1243.107,1272.721
