MSE, Q-LIKE
   1.40826,   2.70963
   4.67126,   2.07752
   0.16458,   2.41669
   0.18128,   2.44342
   2.09016,   1.99470
   0.88855,   1.82929
   0.00404,   2.02016
   0.27813,   2.24431
   1.08805,   2.55709
   1.53215,   2.06378
   0.00650,   1.87455
  16.75228,   2.07980
   1.75601,   2.40430
   0.16510,   2.05204
   2.39315,   2.61319
   2.26285,   2.09590
   0.51165,   1.74415
   0.09312,   1.97706
   0.44900,   2.16932
   0.12443,   2.10384
   0.19358,   2.22980
   0.10529,   1.80027
   0.14677,   1.82026
   1.99528,   1.72024
   1.78754,   1.61559
   1.59615,   1.48143
   1.52673,   1.33312
   1.10302,   2.23367
   0.43659,   1.67825
   0.00226,   1.95598
   0.25627,   2.21009
   0.11808,   2.15465
   0.02196,   1.79559
   0.36093,   2.13285
   0.03564,   1.97450
   0.81753,   1.43418
   0.36565,   1.29360
   0.05577,   1.67864
   0.26752,   1.43008
   1.39063,   2.26986
   0.31051,   1.98062
   0.06757,   1.57399
   5.14347,   2.81894
   2.61299,   2.51864
   0.74594,   1.68155
   0.87524,   1.44558
   3.60247,   2.64089
   0.00411,   1.84832
   0.24442,   2.02313
   2.06398,   1.54166
   0.01050,   1.95469
   0.13341,   2.03030
   2.80418,   1.10645
   0.45785,   1.51599
   0.00044,   1.84372
   2.79207,   1.50087
   0.25466,   1.50948
   0.57965,   1.10160
   0.07804,   1.76925
   0.03814,   1.69716
   0.05030,   1.84774
   0.44197,   1.32378
   0.00078,   1.81796
   0.75090,   2.16116
   0.26090,   1.54234
   0.07203,   1.77983
   0.17176,   1.87556
   4.59712,   2.76284
   0.17025,   2.00292
   0.41293,   1.58582
   0.74154,   1.76598
   1.81475,   2.40390
   2.51541,   1.53951
   1.56712,   1.06222
   0.23171,   1.37826
   0.08109,   1.85092
   0.00000,   1.80011
   0.00095,   1.77052
   0.58459,   1.36478
   0.37240,   1.97066
   0.00029,   1.92741
   0.04874,   1.88898
   0.75096,   1.61082
   0.14094,   1.52805
   0.65763,   2.13030
   2.33554,   1.54115
   0.04433,   1.80446
   0.42505,   1.72196
   0.20403,   2.02589
   0.84470,   2.27790
   0.04596,   2.21837
   0.24328,   2.03247
   1.30344,   1.88517
   1.39207,   2.34660
   0.03274,   2.12970
   0.05828,   1.95447
   0.04738,   1.87677
   1.15888,   1.35204
   0.00274,   1.44074
   0.42661,   1.23326
   0.49919,   1.02940
   0.42089,   1.18513
   0.95708,   0.99526
   0.19328,   1.53115
  39.75666,   8.71384
   1.87444,   1.22409
   0.16875,   1.17012
   0.88161,   1.33528
   0.96807,   1.18415
   0.01448,   1.44990
   1.65810,   1.03766
   0.10008,   0.85642
   0.41589,   0.77250
   0.02163,   0.99068
   0.07395,   1.44340
   0.29649,   1.88611
   0.93264,   2.04667
   0.08482,   1.40989
   0.47593,   1.79670
   0.05266,   1.54563
   0.01695,   1.46591
   0.74338,   2.01006
   0.00254,   1.65699
   0.15154,   1.69846
   0.11338,   1.19963
   0.12574,   1.61510
   0.28403,   1.09851
   0.00389,   1.42724
   0.55752,   1.09852
   0.00152,   1.52477
   1.29063,   2.22704
   0.43785,   1.50504
   0.20597,   1.69240
   1.72433,   2.35036
   1.31352,   1.68075
   0.00011,   1.65311
   1.00459,   1.09298
   1.30519,   1.04709
   0.45258,   1.76702
   0.49946,   1.13762
   0.02274,   1.37997
   1.31736,   0.93836
   0.41923,   0.73104
   0.17708,   0.71320
   0.00272,   1.43013
   0.03866,   1.42384
   0.55414,   1.07022
   0.19881,   1.12500
   0.01830,   1.09561
   0.00098,   1.27924
   0.18644,   0.98941
   0.06624,   1.25142
   0.15476,   1.18939
   0.00214,   1.25697
   0.03022,   1.14922
   0.03366,   1.78966
   0.07259,   1.44654
   0.00756,   1.23976
   0.01391,   1.13683
   0.19042,   1.49425
   0.00739,   1.39401
   0.01427,   1.45023
   0.06199,   1.17379
   0.12247,   1.51932
   0.57519,   0.62817
   0.01870,   1.37651
   0.57954,   1.91565
   0.11425,   2.00052
   2.54961,   2.51557
   0.22441,   1.93793
   0.00675,   1.63985
   0.61819,   1.30864
   0.21866,   1.21780
   0.23781,   1.12596
   0.06898,   1.23346
   0.09793,   1.19240
   0.14714,   0.99081
   0.19840,   1.53757
  13.93687,   3.94438
   2.29828,   2.41774
   0.02459,   1.63261
   0.02207,   1.54866
   3.64946,   2.66542
   0.80638,   2.06587
   0.52042,   1.04669
   1.99288,   2.34997
   0.11082,   1.56024
   1.63694,   2.28280
   0.08521,   1.63242
   0.02045,   1.40799
   0.05154,   1.35806
   0.01712,   1.49499
   0.36943,   1.03551
   0.00361,   1.19791
   0.11072,   1.01191
   0.18826,   1.54875
   0.05414,   1.30238
   0.00175,   1.36714
   0.25446,   1.71782
   5.30372,   2.91824
   2.28193,   2.42731
   0.40013,   1.65610
   0.12959,   1.39854
   0.56201,   1.24998
   1.30434,   2.15992
   2.18284,   2.44849
   0.87188,   1.09441
   0.09660,   1.36253
   0.00110,   1.47071
   0.15641,   1.29918
   0.32858,   1.20600
   0.40704,   1.11467
   0.56225,   1.92837
   0.10271,   2.03741
   0.00016,   1.97412
   1.65366,   2.36079
   2.00234,   1.54862
   0.13094,   1.78687
   0.05406,   1.65548
   0.10631,   1.43870
   0.03626,   1.48685
   0.66934,   0.93318
   0.04685,   1.31951
   0.05948,   1.56284
   1.64783,   2.26501
   1.28057,   1.09699
   0.34805,   1.07865
   0.15627,   1.07725
   0.04205,   1.57671
   0.00087,   1.54603
   1.18192,   2.17158
   2.07863,   1.16289
   0.27115,   1.02543
   0.30699,   0.83393
   0.43077,   0.89556
   0.01975,   1.27188
   1.17147,   1.08066
   0.23793,   1.00966
   2.66427,   2.57179
   0.46513,   1.29951
   0.00023,   1.30331
   0.31478,   1.82182
   2.94338,   2.55467
   1.73746,   1.87432
   0.05069,   1.90834
   0.77534,   1.62889
   1.77511,   1.23220
   0.28852,   1.73075
   0.73884,   1.32678
   0.17442,   1.24837
   2.89087,   1.32867
   0.08710,   1.40635
   0.06410,   1.75310
   0.86621,   0.81137
   0.40073,   0.80295
   0.62845,   0.59279
   0.01867,   1.02023
   0.19037,   0.89352
   0.25870,   1.62273
   0.23468,   0.94012
   0.02781,   0.95410
   0.01468,   1.12095
   0.23420,   1.60332
   0.75868,   0.68066
   0.23234,   1.43752
   0.01189,   1.36817
   0.50063,   0.97301
   0.54496,   1.08932
   0.36696,   0.74189
   0.52636,   1.72655
   0.16571,   1.51194
   0.10241,   1.58219
   0.31532,   1.23356
   0.01825,   1.06313
   0.00002,   1.11040
   0.14194,   1.61824
   1.25439,   2.14984
   0.33393,   1.63506
   0.35315,   1.35622
   0.60031,   1.85934
   0.98183,   1.10277
   0.45321,   1.75563
   6.76065,   3.21159
   0.01334,   1.93217
   3.47450,   1.48158
  18.14688,   4.00474
   0.39831,   1.79639
   1.10099,   2.32389
   0.00012,   1.97810
   0.59342,   1.55306
   0.00066,   1.34671
   0.01422,   1.41407
   0.97925,   2.02628
   0.01856,   1.37632
   0.03029,   1.45831
   0.07976,   1.16986
   0.11686,   1.46285
   0.01441,   1.08604
   0.00004,   1.06593
   0.00302,   1.22661
   0.14103,   1.49785
   0.02522,   1.35069
   0.22916,   0.86937
   0.02139,   1.15677
   0.06216,   0.93260
   0.12242,   1.03565
   0.03220,   0.90224
   0.05079,   0.86218
   0.06966,   0.91972
   0.02777,   0.74686
   0.00010,   0.89261
   0.03062,   1.27260
   0.00793,   1.06304
   0.06247,   0.95265
   0.35560,   1.63237
   0.01779,   1.26732
   0.12623,   0.83896
   0.02873,   1.04997
   0.04626,   0.88254
   0.09436,   1.41743
   0.00116,   1.37374
   0.83830,   1.93912
   0.03856,   0.97461
   0.00696,   1.18575
   0.41512,   1.05405
   0.01692,   0.98426
   0.32903,   0.67536
   0.00444,   1.03964
   0.45739,   0.66187
   0.12059,   1.36715
