MSE, Q-LIKE
   0.16704,   2.98031
   0.01432,   2.92563
   0.36848,   2.51845
   0.00455,   2.85510
   0.00203,   2.68655
   2.28076,   2.36188
   8.62108,   3.57169
   5.91759,   2.08629
   1.37751,   2.49416
   5.04829,   2.48761
  10.19614,   3.80145
   0.08132,   2.79756
   3.82449,   2.60748
 287.95526,  10.11546
  12.99450,   2.05282
   8.32957,   2.08838
   1.49642,   2.56036
   2.11754,   2.20906
   6.27942,   2.08464
   5.06327,   2.23279
  13.14038,   2.14512
   1.00016,   2.18890
   0.12501,   2.63445
   1.75287,   2.00476
   1.01134,   2.48714
   4.95059,   2.81009
  11.87407,   1.86057
   2.09491,   2.59126
   0.03857,   2.48513
   3.69176,   2.93245
   1.11178,   2.84280
   2.45761,   2.27912
   0.15915,   1.94948
   2.91389,   2.57800
   0.20010,   2.01690
   4.62904,   2.27774
   6.10842,   3.60731
   0.20175,   1.78201
   0.19848,   2.11255
   3.70702,   1.70965
   8.03084,   1.90163
   0.97880,   1.62938
   6.59875,   2.26995
  14.88129,   2.68207
   0.16343,   1.76256
   0.34666,   1.41335
   0.01237,   1.45600
  11.26288,   2.05506
   3.23569,   3.52880
   0.53630,   2.44151
   4.76632,   1.69100
   6.57866,   1.86080
   3.39770,   2.66214
   1.07632,   2.44188
   7.16866,   3.88454
   0.00094,   2.41240
   0.01875,   1.50230
   1.00784,   2.15197
   1.28784,   2.54105
   1.02663,   2.58424
   1.79097,   2.33183
   4.47919,   1.93861
   0.04264,   2.09566
   4.57712,   3.04473
   3.61454,   1.87541
   4.83974,   5.39893
   1.19377,   1.90184
   0.09082,   2.17645
   3.12388,   2.75355
   0.74860,   2.55469
   0.72492,   2.12063
   0.15034,   2.28698
   0.80600,   2.15361
   2.84180,   2.62145
   1.31313,   2.58859
   0.09695,   2.17601
   0.01055,   1.91729
   2.21738,   1.91098
   0.55229,   2.05205
   3.34717,   2.67046
   7.40913,   2.05523
   0.91453,   2.21246
  31.23195,   2.25911
   4.21467,   2.12591
   3.15135,   2.58373
   8.26344,   2.19907
   1.33115,   2.23876
   1.60965,   1.90657
   1.18653,   2.10724
   2.51094,   2.18650
   3.42425,   2.04995
   3.51731,   2.74784
   0.68590,   2.18753
   5.63939,   2.96958
   3.81038,   2.25224
   1.84262,   2.52426
   4.70530,   2.10195
   0.01663,   1.15633
   6.78226,   1.60361
   2.10222,   1.32403
  13.00606,   1.89325
   0.82888,   1.95286
   0.89065,   2.01975
   0.04428,   0.49276
   1.38354,   1.81516
  14.63756,   1.90339
   1.56242,   2.22487
   4.37335,   1.74450
  15.81276,   1.83756
   0.08900,   1.52893
   0.66030,   1.30450
   3.68590,  15.49198
   0.76863,   1.78152
   0.48713,   1.79726
   0.62582,   2.56599
   7.28472,   1.87523
   0.30915,   1.43933
   0.00005,   1.64224
   0.03767,   1.07153
   0.00001,   1.35263
   4.60109,   1.85312
   0.01404,   1.64900
   0.07223,   1.69858
   0.22765,   1.16452
   1.16041,   1.39585
   0.04010,   1.68015
   0.43057,   1.66906
   0.96007,   2.03007
   1.67872,   1.66239
   0.00389,   1.55142
   4.70088,   3.08937
   0.83512,   1.87256
   1.26221,   2.16613
   4.36237,   2.82757
   2.32042,   1.82747
   9.32797,   2.03453
   0.12840,   1.93145
   1.87552,   1.66545
   2.75001,   4.76600
   1.32338,   1.59745
   0.79095,   2.09708
   4.06863,   1.48226
   0.67641,   1.88417
   0.63840,   1.82750
   0.27688,   1.68896
   0.06145,   1.27161
   2.04540,   1.75553
   1.59559,   1.45565
   0.66276,   1.82299
   0.71092,   1.25085
   0.18635,   1.42341
   0.00347,   1.81950
   0.07285,   1.57771
   0.05174,   1.02528
   0.52449,   1.76717
   0.60492,   2.06515
   0.94653,   1.88885
   0.00056,   1.66005
   0.75611,   1.86691
   1.09858,   2.06341
   0.68161,   1.93598
   1.97116,   1.74812
   0.50503,   1.69720
   0.20373,   1.20776
   0.19439,   1.01023
   0.19243,   0.95590
   0.23845,   1.84349
   0.00072,   1.30598
   0.22855,   1.52040
   0.20453,   1.70188
   0.16481,   2.02184
   0.01750,   2.22790
   0.00351,   1.06758
   0.42839,   1.71862
   0.02209,   1.36078
   0.15081,   1.54966
   8.78902,   1.90980
   1.24753,   2.20026
  10.52460,   1.61141
   0.01940,   1.69051
   2.58421,   1.30980
   0.01233,   0.81021
   4.76302,   2.07773
   0.12210,   1.15743
   2.42694,   1.34857
   0.19019,   1.63903
   2.19532,   1.23245
   0.09614,   1.02087
   0.00843,   0.91556
   0.01497,   1.28000
   0.51058,   1.66447
   0.00013,   0.79642
   0.01477,   0.43278
   2.14656,   1.01231
   0.00994,   0.89124
   2.37134,   3.14163
   0.03396,   1.05369
   0.00963,   1.37189
   0.07794,   1.12182
   0.19778,   1.16387
   0.69870,   1.19877
   5.23089,   1.71285
   0.18022,   1.37984
   0.81145,   0.98757
   0.47115,   1.49611
   4.38028,   1.26672
   0.00089,   1.35823
   1.40941,   3.23039
   4.86575,   1.37243
   2.74114,   2.63070
   0.65941,   1.81285
   0.51720,   1.56853
   0.09516,   2.17512
   1.17599,   2.12624
   0.71964,   2.08118
   0.63605,   2.14520
   1.48175,   1.76781
   0.95479,   2.30212
   1.60603,   1.65557
   1.76895,   2.32930
   0.27298,   1.49915
   0.00002,   1.55398
   2.63606,   2.50897
   0.03008,   1.90313
   0.07356,   1.61764
  28.08184,   5.12109
   0.29799,   1.55983
   0.00339,   1.34092
   0.07490,   1.42619
   1.29432,   1.42125
   1.07730,   1.88460
   0.02651,   1.61252
   0.51947,   1.30804
   1.47193,   1.42656
   0.00291,   0.88350
   0.17323,   1.48639
   0.89953,   1.14848
   0.29110,   0.93587
   5.85555,  10.52355
   3.93451,   1.56064
   1.50968,   2.25509
   0.21522,   1.87153
   0.01681,   2.38662
   6.32414,   3.00197
   0.01239,   1.78934
   3.18526,   1.71945
   5.12178,   1.40331
   5.55726,   3.30322
   0.23466,   1.75955
   0.29953,   1.57562
   3.73716,   1.83281
   2.09574,   2.46902
   4.30921,   1.64199
   1.63867,   1.32872
   0.80565,   0.94200
   0.70034,   0.69325
   0.23683,   1.15953
   0.07713,   1.23655
   0.40415,   1.48683
   0.80112,   1.96405
   0.77106,   1.08551
   0.00246,   1.13446
   0.01297,   1.68237
   0.24070,   0.81076
   0.90185,   2.05943
   0.65051,   1.83296
   0.74553,   1.52269
   0.02485,   1.27226
   0.09186,   1.13091
   1.33271,   2.15281
   0.05959,   1.36883
   2.97777,   1.70200
   2.83474,   1.24578
   0.71343,   2.04022
   0.61774,   1.79747
   0.31008,   1.63579
   2.55814,   2.55054
   0.26659,   2.28815
   1.32595,   1.87806
   0.01386,   1.02217
   0.43202,   1.83159
   0.33348,   1.92531
   0.00053,   1.91645
   0.03019,   2.01873
   0.00192,   2.25867
   0.88138,   2.07331
   0.86895,   2.00938
   0.54287,   2.02915
   1.90586,   1.71898
   3.65874,   1.46097
   0.24772,   1.81264
   1.88986,   1.31800
   0.00106,   1.68390
   0.00366,   1.19776
   0.01842,   1.60433
   0.04821,   1.55896
   0.16215,   1.00561
   0.78997,   1.09668
   0.42582,   1.58188
   0.30977,   1.24164
   1.71145,   2.40866
   0.00278,   1.08316
   0.63154,   0.99012
   0.03626,   1.10189
   0.63065,   1.06697
   1.24634,   1.05529
   0.11060,   0.71144
   0.02687,   0.88132
   0.29739,   0.77311
   0.00544,   0.19376
   0.16500,   1.10437
   2.11531,   1.10450
   0.04550,   0.70263
   0.65409,   1.81443
   0.71109,   1.84734
   0.05417,   1.18739
   1.16576,   2.63070
   0.01643,   1.23151
   0.65763,   1.92480
   0.00018,   1.67342
   0.90397,   1.13563
   0.34575,   1.17509
   0.03036,   1.01172
   0.00116,   1.33818
   0.32009,   1.18495
   0.11900,   1.59990
   0.13013,   0.78621
   0.10874,   1.24395
   1.49752,   1.25295
   0.20163,   1.70929
   0.01796,   1.35237
   0.04216,   1.44863
   0.26806,   1.69339
   1.56476,   2.26747
   0.04529,   1.92801
   0.18289,   2.14592
   2.29039,   1.60428
   0.44284,   1.86715
   3.20467,   1.43989
   0.08376,   1.38683
   0.00666,   1.28894
   0.38386,   1.31573
   0.19950,   1.57404
   0.66981,   1.54699
   0.37186,   1.46099
   1.49992,   1.66352
   0.81412,   1.92926
  12.66188,   3.59309
   0.51829,   2.15486
   0.03015,   1.42537
   0.00003,   1.45112
   0.03042,   1.70114
   0.00070,   1.31505
   0.00456,   1.37468
   0.00054,   1.13331
   0.02303,   1.42154
   0.03559,   0.88092
   0.03753,   1.21294
   0.05995,   1.07803
   0.01518,   0.98481
   0.15512,   0.46831
   0.00405,   0.78073
   0.05066,   1.30865
   0.89895,   1.01501
   1.05075,   2.15235
   0.21821,   1.39016
   0.40869,   0.83071
   0.27561,   0.69433
   4.20707,   3.12281
   0.08385,   1.12545
   0.02974,   0.67996
   0.06854,   0.65637
   0.01148,   1.03772
   0.01076,   0.68605
   0.92483,   1.04960
   0.00616,   1.26666
   0.01279,   0.99852
   0.10993,   1.48283
   0.00076,   0.96527
   0.03696,   0.77124
   3.82730,   2.84063
   0.56077,   1.86387
   0.02679,   1.46488
   0.08182,   1.35733
   0.39614,   1.08217
   0.07578,   1.24104
   0.99692,   0.75013
   0.05166,   1.46051
   0.54654,   1.23762
   0.99680,   1.04802
   0.00075,   0.89658
   0.01231,   1.17512
   0.27146,   0.94883
   0.03654,   1.34706
   1.11804,   0.86940
   0.09986,   1.40370
   3.30026,   1.37871
   0.02763,   1.39869
   0.08155,   1.32412
   1.49804,   1.47668
   0.48605,   1.35141
   0.25972,   1.53511
   0.18615,   1.20791
   1.21131,   1.14625
   2.84743,   2.53004
   1.04710,   2.12927
   4.89288,   1.79028
   0.14189,   1.40133
   1.00594,   1.90108
   1.90391,   1.51803
   0.47496,   1.50126
   0.41820,   1.59661
   0.06549,   1.20528
   0.53803,   1.33522
   0.26582,   1.38344
   0.05745,   1.23024
   1.23292,   2.12652
   0.05241,   1.26075
   0.00129,   1.38012
   0.00340,   1.25939
   0.22892,   0.96039
   0.03762,   1.09830
   1.44740,   2.27163
   0.00708,   1.33176
   0.01725,   1.46893
   0.01157,   1.37011
   0.04930,   1.57623
   0.01087,   1.48488
   0.02118,   1.23861
   0.08229,   1.41239
   0.00268,   1.38837
   1.68368,   0.85222
   0.92972,   0.70342
   0.76004,   0.31241
   0.13779,   0.46243
   0.00001,   1.05051
   0.01754,   1.21022
   0.01460,   1.40774
   0.94416,   1.11052
   0.04868,   0.95355
   0.65549,   0.64186
   0.41185,   0.84766
   0.93091,   0.72638
   0.02293,   0.33468
   0.03149,  -0.11312
   0.11607,   0.24221
   0.14873,   1.20993
   0.13917,   0.89588
   0.42094,   0.93914
   0.32924,   0.94737
   0.03596,   1.24758
   0.22955,   0.68373
   0.67342,   0.84353
   0.00722,   1.08340
   1.22039,   1.00590
   0.05085,   1.32469
   0.28010,   0.61439
   0.02790,   0.71055
   0.03975,   1.27591
   0.15147,   0.72351
   0.25990,   1.10478
   0.04581,   1.22676
   0.03892,   1.12514
   0.18358,   1.41275
   0.04736,   1.08653
   5.43942,   1.60943
   0.78468,   1.94595
   1.73090,   0.81695
   0.03632,   0.51629
   0.00016,   0.52524
   0.01451,   0.56940
   0.00276,   0.36214
   0.04546,   0.65124
   0.00007,   0.88179
