MSE, Q-LIKE
   0.01759,   2.15881
   0.65380,   1.82827
   0.13229,   1.48509
   0.08642,   1.84438
   0.04943,   1.84295
   0.03427,   1.56036
   1.79665,   2.83473
   0.01517,   1.67720
   0.30134,   2.06867
   4.00766,   1.37942
   1.21122,   2.45476
   1.15873,   1.61617
   1.01661,   1.69178
   0.79994,   1.97492
   0.04527,   1.86558
   0.54188,   1.49160
   0.20760,   1.58384
   0.09487,   1.73175
   0.20581,   1.53240
   0.61665,   1.34378
   0.92454,   1.49291
   1.16936,   2.15395
   0.20871,   1.61399
   0.43292,   1.05249
   0.05851,   1.22452
   0.40714,   1.63550
   0.09186,   1.36960
   0.59718,   1.89762
   0.03742,   1.54266
   0.18250,   1.41050
   0.11354,   1.54455
   0.63053,   1.27462
   0.00074,   1.04332
   0.30197,   1.46640
   0.06581,   1.38781
   2.56759,   1.09903
   0.28315,   1.52400
   0.07531,   1.25681
   0.11883,   1.39235
   0.04946,   1.44579
   0.13877,   1.47937
   0.01670,   1.14854
   1.32553,   1.55650
  15.29733,   1.90363
   0.00002,   1.40777
   0.00448,   0.70355
   0.41810,   1.56477
   0.62457,   1.35376
   2.29011,   4.70518
   0.89857,   1.16825
   0.31601,   1.02909
   0.56983,   1.17269
   0.04239,   1.27575
   0.44017,   1.79640
   3.46442,   4.63220
   0.76877,   1.20190
   0.05005,   0.83853
   0.01068,   0.65493
   0.07219,   1.28632
   0.72495,   1.55661
   0.00067,   0.74733
   0.49984,   1.07171
   0.06663,   1.04197
   0.38469,   1.54616
   0.14830,   1.12297
   0.26642,   1.36915
   0.04681,   1.43831
   0.19174,   1.14752
   0.25574,   1.06963
   0.37047,   0.89008
   0.04785,   1.10043
   0.20482,   1.72573
   0.69635,   1.09138
   0.17692,   1.17332
   0.01908,   1.04732
   0.00510,   1.08987
   0.41203,   1.59490
   0.02993,   1.50283
   0.24720,   1.44037
   2.06529,   2.93412
   0.26651,   1.39902
   0.53065,   1.73365
   6.99180,   1.74503
   0.99331,   1.22703
   0.04422,   1.24209
   1.66501,   1.28360
   0.40307,   1.56097
   0.08476,   1.51880
   0.00388,   1.54554
   0.76388,   2.12572
   0.13869,   1.38393
   4.94136,   3.63153
   0.51892,   1.24361
   0.54660,   1.70673
   0.58965,   1.31105
   0.00057,   1.22670
   0.24473,   1.48785
   0.11952,   0.97365
   0.17394,   1.12184
   0.00876,   0.86719
   1.78308,   1.19315
   0.16991,   1.21537
   0.00887,   0.26121
   0.01173,   0.37701
   0.63045,   0.90652
   2.27242,   1.02146
   0.02881,   0.93379
   0.44707,   1.10187
   2.20752,   1.14813
   0.08564,   1.00058
   0.52444,   0.23254
   0.17282,   3.82669
   0.31007,   0.56544
   0.17192,   1.13902
   0.71622,   1.04752
   1.53470,   0.88345
   0.09163,   0.82483
   0.01329,   0.72742
   0.00061,   0.31976
   0.15223,   1.08255
   0.51694,   1.07555
   0.04244,   1.19891
   0.00004,   0.56234
   0.11409,   0.50124
   0.19812,   0.64160
   0.20367,   0.63339
   0.00853,   0.29076
   0.03375,   0.50087
   0.47926,   0.66416
   0.00380,   0.81296
   0.10336,   0.98837
   0.12931,   1.07466
   0.04763,   1.05376
   0.30732,   1.61027
   0.66209,   0.74706
   1.52378,   1.11240
   0.00100,   1.11269
   0.34530,   0.56156
   1.00411,   5.02593
   0.00195,   0.90382
   0.02199,   0.91853
   0.71220,   0.60361
   0.22477,   1.28360
   0.03037,   0.67678
   0.12701,   1.01729
   0.14433,   1.03506
   0.33131,   0.82014
   0.26029,   0.68697
   0.33292,   1.55664
   0.06452,   1.10008
   0.19696,   1.25524
   0.37680,   1.64349
   0.29199,   0.35139
   0.00035,   0.33997
   0.18243,   1.19003
   0.15959,   1.05455
   0.53475,   0.67014
   0.03286,   0.70836
   0.02525,  -0.29739
   0.00003,   0.54649
   0.06490,   0.95448
   0.08491,   1.01648
   0.05284,   0.72491
   0.07498,   0.70857
   0.01530,   0.25187
   0.70773,   2.03069
   0.38019,   1.56970
   0.62298,   1.81957
   0.01072,   0.78178
   0.01927,   0.75817
   0.18124,   0.69726
   0.49614,   0.83507
   0.17463,   1.12752
   0.09342,   0.60866
   0.22844,   1.26232
   0.05676,   0.90044
   0.83998,   0.92447
   0.14106,   1.16662
   0.00043,   1.33868
   0.60044,   1.74588
   0.30309,   0.60378
   0.57555,   1.96136
   0.91072,   1.32184
   0.08128,   0.81223
   0.00634,   0.93225
   2.29438,   2.90551
   1.19459,   2.10765
   0.79145,   1.88502
   0.57408,   1.86605
   0.13996,   1.12556
   1.99499,   3.31805
   0.03581,   0.80525
   0.02729,   0.50891
   0.04876,   0.85183
   0.02368,   0.38817
   0.19524,   1.18799
   0.10341,   1.03023
   0.01878,   0.93548
   0.37301,   1.50749
   1.24694,   2.14879
   0.17660,   1.58367
