MSE, Q-LIKE
   0.02446,   2.33263
   0.01108,   2.22377
   0.00285,   1.55785
   0.02129,   1.86943
   0.28332,   2.21018
   0.00176,   1.81698
   1.25055,   2.17184
   0.63747,   1.99148
   0.17136,   2.04266
   2.14335,   1.61186
   0.00965,   1.49714
   1.39795,   2.26386
   0.03982,   1.76392
   0.61447,   1.61496
   2.44363,   2.50115
   0.68561,   1.80303
   0.11160,   1.57866
   0.34634,   1.42896
   0.03447,   1.02592
   0.03562,   1.56483
   0.21131,   1.31097
  10.37637,   3.65257
   0.43448,   1.97714
   0.00011,   1.73538
   0.01864,   1.47267
   1.20535,   2.14209
   0.64359,   1.94708
   0.54325,   2.02981
   0.26034,   1.98219
   1.02121,   2.27081
   0.03849,   1.84745
   0.38522,   1.62032
   0.05413,   1.52836
   0.04321,   1.36299
   0.18606,   1.38885
   0.57690,   1.00769
   0.23469,   1.48129
   0.05080,   0.93487
   0.01928,   1.02399
   0.04648,   0.91836
   0.13056,   0.85800
  27.32034,   5.97859
   4.30905,   2.78992
   0.37343,   2.19719
   0.00816,   1.89370
   0.02164,   1.52168
   0.53970,   1.76639
   0.08225,   1.41859
   0.18505,   1.75485
   0.06163,   1.64008
   0.03770,   1.42897
   0.20834,   1.30318
   0.10948,   1.14068
   0.61373,   1.88050
   5.03674,   2.88248
   2.30628,   1.48962
   0.01216,   1.31583
   0.08520,   1.36829
   0.82649,   1.35972
   0.17750,   1.23098
   0.01069,   1.33391
   1.59203,   2.23251
   1.92719,   2.32876
   0.00141,   1.37272
   0.45653,   1.17540
   1.21411,   1.11568
   0.72473,   1.91143
   0.13346,   1.59904
   0.53599,   1.40473
   0.00961,   1.48313
   0.39733,   1.89863
   0.17173,   1.74468
   0.97850,   1.25491
   0.00039,   1.20105
   0.00544,   0.99692
   0.28051,   1.60324
   0.09128,   1.28104
   0.02360,   1.17093
   0.00850,   1.18732
   0.13171,   1.59914
   0.56006,   1.29712
   0.17636,   1.65382
   0.50388,   1.19932
   0.00467,   1.24466
  10.50731,   3.70083
   0.20618,   1.93911
   0.08979,   1.64077
   0.10601,   1.77281
   0.00136,   1.56549
   1.25801,   2.22257
   0.06882,   1.81478
   8.84291,   3.32634
   0.10323,   1.99718
   1.34444,   2.30124
   0.00486,   1.86955
   0.03041,   1.83334
   0.22743,   1.63070
   0.65924,   1.09189
   0.21756,   1.49783
   0.00778,   1.27772
   0.48648,   1.72071
   0.98262,   2.00666
   0.06784,   1.62631
   0.05258,   0.59776
   0.00868,   0.90472
   0.02656,   1.61626
   1.72636,   2.28652
   0.02967,   1.58239
   0.13536,   1.24946
   0.02067,   0.96663
   0.72596,   0.95750
   0.11483,   1.09645
   0.10277,   0.77358
   0.58865,   1.73904
   0.05910,   1.25581
   0.00064,   1.44907
   0.28226,   1.66537
   0.03094,   1.31369
   0.01862,   1.33863
   0.22340,   1.55498
   0.28858,   0.99984
   0.00313,   1.27042
   1.23796,   0.92254
   0.35972,   0.82399
   0.00179,   0.94587
   0.00838,   0.76880
   0.00484,   0.91674
   0.00053,   0.98904
   0.08275,   0.78866
   0.02879,   1.18001
   0.31938,   0.86239
