,Var1,Var2,Var3,Var4
1-1,20020102,-0.29056792906905216,1.8300000000000001,0.011192568146434212
2-1,20020103,0.13428829233808059,1.53,0.078312920039724787
3-1,20020104,-0.33527076555230906,0.84999999999999998,-0.10069930920870718
4-1,20020107,0.31257002452189653,0.96999999999999997,0.43563319382604604
5-1,20020108,-0.066688898770372873,0.78000000000000003,0.24490716905534171
6-1,20020109,-0.19055097398279486,1.6200000000000001,-0.90468031999355603
7-1,20020110,0.37210394178117667,0.84999999999999998,-0.31464235419651487
8-1,20020111,-1.6902449927462371,0.66000000000000003,-1.6339862008264205
9-1,20020114,-0.022880677367886904,0.69999999999999996,-0.011440993090694462
10-1,20020115,0.85750271574340786,0.83999999999999997,1.8253440309350388
11-1,20020116,-0.95585616251403493,1.05,-1.7567176986065469
12-1,20020117,-0.6159481091174257,0.81000000000000005,-0.068626332328491912
13-1,20020118,-0.16067947907822955,0.95999999999999996,-0.38977465373379871
14-1,20020122,-1.0004108042841686,1.2,-0.6106361505503699
15-1,20020123,1.0957762878509136,0.64000000000000001,1.7867844503056673
16-1,20020124,0.61315055273096775,0.81999999999999995,0.28339870466762562
17-1,20020125,0.033892560907400338,0.91000000000000003,0.21484714545767503
18-1,20020128,-0.42701492012060527,0.78000000000000003,0.30451723751667714
19-1,20020129,-2.9255714274209588,2.3100000000000001,-4.1150501926358274
20-1,20020130,0.72464085207677442,5.0199999999999996,-2.5191446210363289
21-1,20020131,0.78008196362349125,1.3,0.65967255714305395
22-1,20020201,2.3287871358496304,2.3700000000000001,2.029475329036412
23-1,20020204,-1.1497785646516157,1.29,-1.7548974689478136
24-1,20020205,-0.85858197175445738,1.5700000000000001,-1.8530189691960075
25-1,20020206,0.85702739545228113,1.4099999999999999,1.0390331485403692
26-1,20020207,-0.92435588835613203,1.1000000000000001,-1.6481226183791442
27-1,20020208,-0.23225974624079271,0.95999999999999996,-0.15897282467554064
28-1,20020211,2.2930630281427611,1.55,1.482048506649658
29-1,20020212,-0.50841412019950738,0.77000000000000002,-0.64114415476863584
30-1,20020213,0.23073663767769759,1.1499999999999999,0.048531910683191626
31-1,20020214,-0.18198367169857121,0.83999999999999997,-0.10922993986088869
32-1,20020215,-0.54496047675645087,1.21,0
33-1,20020219,-0.61237178505288981,1.21,-1.1603183615154222
34-1,20020220,0.2206424038056376,0.68000000000000005,0.33114643616896089
35-1,20020221,0.024357569235000653,1.0900000000000001,0.54948547805482306
36-1,20020222,1.640963462623013,1.9199999999999999,1.7383344537631906
37-1,20020225,0.88232359689097706,1.6000000000000001,0.81049311373551092
38-1,20020226,-0.27288383784265235,1.5800000000000001,-0.083130460223479474
39-1,20020227,0.73599572498528332,1.26,0.45045121211044759
40-1,20020228,-0.70838548884051278,0.97999999999999998,-0.17756737426779523
41-1,20020301,1.1304877814404257,1.1200000000000001,1.1778699192612763
42-1,20020304,0.73396962571488089,1.0700000000000001,0.87438621794140303
43-1,20020305,0.10437809007948218,1.5700000000000001,0.13919501145487345
