,Var1,Var2,Var3,Var4
1-1,20020102,0.73520422428239307,2.71,1.0920743455729465
2-1,20020103,-0.47792821445740152,1.76,0.17665619736106919
3-1,20020104,0.62774845191388984,2,0.72855491206338385
4-1,20020107,-0.35282294665153202,1.9099999999999999,-0.8547060578458332
5-1,20020108,-0.60332008041679153,1.21,0.12615114578244935
6-1,20020109,-0.91324835632722312,2.6299999999999999,-1.0646488394487452
7-1,20020110,0.4069181606725536,1.48,0.4069181606725536
8-1,20020111,-2.2853735689075894,2.29,-2.3107575010149262
9-1,20020114,0.051800052958306253,2.0299999999999998,0.31120357066294346
10-1,20020115,1.2012924016396642,1.78,1.8979795183684534
11-1,20020116,-1.3423020332140823,2.0899999999999999,-2.2611446386547218
12-1,20020117,0.051773234394891787,1.3400000000000001,0.41493835468116025
13-1,20020118,-0.7794271726818458,2.5699999999999998,-0.7794271726818458
14-1,20020122,-1.9756296323143907,1.76,-0.65419571269860199
15-1,20020123,0.93072026555551801,2.04,2.0013663458781306
16-1,20020124,0.49102049810905157,1.7,-0.18029624974182923
17-1,20020125,0.51177184369799456,1.28,1.0003931064519023
18-1,20020128,-1.2755274975126074,1.3,-0.58876401996372785
19-1,20020129,-1.3072081567353067,2.79,-2.4692612590371699
20-1,20020130,1.9570096194096998,6.2599999999999998,1.8253440309350388
21-1,20020131,1.2643698302828632,1.3899999999999999,0.77220460939102509
22-1,20020201,-0.28136608919200334,1.1200000000000001,0.10251154152456365
23-1,20020204,-2.0150513888660182,2.5099999999999998,-1.8614808442232178
24-1,20020205,-0.70193970783214432,3.5600000000000001,0.026092628980389776
25-1,20020206,1.5014519700305762,3.6899999999999999,1.5275377925340727
26-1,20020207,-0.96092156097618009,2.1600000000000001,-1.5536304215144625
27-1,20020208,0.47194634006264558,1.5800000000000001,-0.23514053943385349
28-1,20020211,0.90992438551138477,1.6899999999999999,1.0667461635995856
29-1,20020212,-0.59639746334405608,1.2,-0.49293133926640031
30-1,20020213,0.33709353844511014,2.2400000000000002,0.46704807265367521
31-1,20020214,0,2.1299999999999999,0.90195174012248636
32-1,20020215,-0.56309337420601402,1.55,-0.051321530508019464
33-1,20020219,-0.41215926455504537,2.2999999999999998,-0.56628207954845244
