,Var1,Var2,Var3,Var4
1-1,20020102,-0.63230451216513828,2.5607604018942771,-0.2616540775315368
2-1,20020103,2.2217115390696929,1.9918810053225604,2.8814170652438076
3-1,20020104,2.4936357019131439,4.1297985868647986,4.3519318100271764
4-1,20020107,-0.17941822062801371,3.7948857895464401,0
5-1,20020108,-1.1086873909509798,1.8962728172570604,-1.057392185927819
6-1,20020109,-0.3610112224099904,2.7316988774092841,0.36231923694201029
7-1,20020110,1.7553367580900758,2.0917074163264919,0.95128625850251503
8-1,20020111,-3.6056298447240565,3.4568509418628288,-3.1715681393404971
9-1,20020114,-0.90715670128362902,3.5406657614116317,-1.4633758548110443
10-1,20020115,1.3576675997245324,2.9879050439524821,1.3576675997245324
11-1,20020116,-2.5933382026504415,10.968482550046909,-3.4430512280450909
12-1,20020117,-0.29774010356402592,4.2117855473448484,0.95329606587233329
13-1,20020118,-0.62435166396848096,3.0034767191893801,-2.6507079643495413
14-1,20020122,-0.55710450494554919,2.5862322681455496,-0.34855385584342535
15-1,20020123,1.2090685737991436,4.7129422784382307,-0.055881532608115236
16-1,20020124,-0.85884999452709998,2.1901533562305553,0.44618032748395819
17-1,20020125,-1.3346783387680805,3.4725323202854628,-2.7074411764957063
18-1,20020128,-2.4187761386315287,4.7247550860144036,-1.9339612720097321
19-1,20020129,-6.0514528053135397,10.274547757461834,-6.7827709688951465
20-1,20020130,5.0420451642193331,24.945214464922209,3.3433569450464606
21-1,20020131,2.6819247459949125,5.9471662220226804,2.5611882387232221
22-1,20020201,-5.6795691344586174,9.1636381973458914,-5.5620257768168813
23-1,20020204,-5.1342376952615343,9.0453532657246516,-5.1342376952615343
24-1,20020205,-4.9280961725296279,40.038291894394597,-4.8953790120872753
25-1,20020206,0.51116144694969279,19.099346676704375,1.0936540995844624
26-1,20020207,-0.1000500333583787,11.273392983490554,1.8522166155280129
27-1,20020208,2.8042267873856108,11.369475855042182,3.7010937856616799
28-1,20020211,1.6203690507818447,8.4582967770031807,2.005478640991587
29-1,20020212,-0.34870854799331497,3.2486699879047158,-0.75925704821711015
30-1,20020213,-4.0491361354736632,15.995012973680208,-4.0173850636082697
31-1,20020214,0.82988028146950832,10.275089510672615,0
32-1,20020215,-0.56431685026465672,6.2418897333654257,-0.69663575809166822
33-1,20020219,-0.85690327251013443,5.3995424199675064,-3.3511343598013443
34-1,20020220,-1.3003645194939573,10.571734178724574,1.2486265018498699
35-1,20020221,-0.47928883260519584,7.5531879616670512,-0.93929475493603753
36-1,20020222,-1.0600805986640705,17.866636893680141,-3.4564446181359454
37-1,20020225,4.1914922236972796,8.9030728416637892,2.940358834786494
38-1,20020226,-0.20711087831362107,10.456304112795928,-0.17262217302262961
39-1,20020227,-0.79106173485077314,8.2515372012278103,0.069084631417792863
40-1,20020228,0.82389755445526625,4.6950200955241579,0.99640061603496477
41-1,20020301,0.23620729727160672,5.6986609672456119,1.4256860624865197
42-1,20020304,7.0204258673248532,8.8891991580197267,8.956400884736837
43-1,20020305,0,16.181328924089701,0.21548415295109535
44-1,20020306,1.3343415173684647,5.876275751702841,4.3033569325095389
45-1,20020307,-1.197269375449439,4.8108244375713447,0.26474497004680408
46-1,20020308,-0.14398850579877553,3.0338656512806668,1.9203383247639927
47-1,20020311,2.1733928765566013,3.8663116575793355,4.4526938294122687
48-1,20020312,0.82988028146950832,4.3524947142316996,0.0551116023868925
49-1,20020313,-1.7937700686667224,5.6683080575196403,-2.6236503501362307
50-1,20020314,0.48440043428379376,4.1979378910625256,-0.51034984600306643
51-1,20020315,2.5025908893868021,3.9702709016095374,2.3318938351371887
52-1,20020318,-2.1047500691059984,3.5248140498834695,-2.1047500691059984
53-1,20020319,0.55788150270390524,2.2068104127606851,1.9379907197331736
54-1,20020320,-1.4388737452099676,1.1566295368995669,-2.1367132833562064
55-1,20020321,-1.0282866955583891,4.1520909193987841,-1.0282866955583891
