,Var1,Var2,Var3,Var4
1-1,20020102,0.95903822465936983,2.4717653945552533,1.6035452046430088
2-1,20020103,-1.2290751571963909,2.076430479416,-1.1621183418391468
3-1,20020104,0.47708388326386242,1.6101612958940528,-0.33938603762333486
4-1,20020107,-0.58349230246328432,1.0413063788348862,-1.2486265018498699
5-1,20020108,0.83983696988312317,1.1479955935075141,0.83983696988312317
6-1,20020109,0.11911853701525033,1.5817438908676715,0.35778213478838694
7-1,20020110,0.80157332059886954,1.4517444648208599,0.11897681355890199
8-1,20020111,-1.1644718537707988,2.3552783990319432,0.067923249342616288
9-1,20020114,-0.42390907057665572,1.5992445828315731,-0.10190218273100626
10-1,20020115,-1.421824900227886,1.911492517124356,-0.32337701569806754
11-1,20020116,-1.0591147857257788,0.91861015270476598,-0.73573777002771124
12-1,20020117,0.82178171768143571,1.9793439441106018,0.71868892504562965
13-1,20020118,-1.0981579130485919,2.3413749606105956,-1.1834457647003305
14-1,20020122,1.5283027980177444,1.239043710980724,2.3530497410194862
15-1,20020123,-1.9526896018099649,1.6217224490820814,-1.7338527162273465
16-1,20020124,-0.69192457336813007,0.99249098457053286,-1.2248923956111213
17-1,20020125,-0.40304970009739094,0.24312189616298105,-1.1522473851099946
18-1,20020128,-0.68307472882018772,0.81571424800635506,-0.087834876090653324
19-1,20020129,-1.6386740114772813,3.0930933358387764,1.0489606671019835
20-1,20020130,1.4893710212776412,4.0001550298669937,2.3206885902981256
21-1,20020131,0.9688186596220838,1.1259968696134381,0.45774429336606914
22-1,20020201,0.40581726306250232,0.67285348885182672,0.23652655054720029
23-1,20020204,-1.7825783952600815,1.8152911449867446,-1.4961176719450187
24-1,20020205,2.0478531343541384,2.9548858109807177,1.3948176463991935
25-1,20020206,-0.64615086229737884,3.3778529852679737,-0.98456066072145632
26-1,20020207,-0.36807231796274209,2.2997518277430835,-0.53880823104499598
27-1,20020208,1.9275650106149733,1.9959958014225492,1.5064755730337609
28-1,20020211,0.48899852941923783,1.399642571154103,0.43830144341576727
29-1,20020212,1.5556055101032307,1.3382997497339635,1.3366949233972747
30-1,20020213,0.49627893421293479,1.1834459066379717,0.57923207045051939
31-1,20020214,-0.60140508697550388,0.79117986509281535,-1.5297937179763466
32-1,20020215,0.28440002439937828,0.94924705091429096,0.30115465290467824
33-1,20020219,0.21961323126804544,1.893367676647657,-1.0073960279133765
34-1,20020220,3.3355784592144389,2.2447747511012799,3.3355784592144389
35-1,20020221,-0.44171850962637649,2.2976732828187134,-0.45804104291979897
36-1,20020222,1.4904870145008076,3.3782244578540297,0.84898469119121245
37-1,20020225,-0.50832281300747795,1.7809050774439796,-1.1116674887663436
38-1,20020226,-0.3293268248974357,1.6746319043408127,-0.3293268248974357
39-1,20020227,-0.27852889309842865,2.8943184233030035,0.52640358436413237
40-1,20020228,1.2290199763037357,2.2553629428679129,0.73559792258155454
41-1,20020301,2.5264840479842121,1.8093005936799178,2.4613162385746179
42-1,20020304,0.41355236290003816,2.1095457218913878,0.11117288526900637
43-1,20020305,-1.4769894441416298,1.3064129648957459,-1.8746042821055298
44-1,20020306,1.2203105833495265,1.5895358390359249,1.3334601953568281
45-1,20020307,0.76299845599159255,1.9955290327535329,0.77895632724542807
46-1,20020308,-1.0982999379178793,2.8646308812586039,-1.0666343265069322
47-1,20020311,0.063846769926279023,1.4082123931919159,0.30363587051533969
48-1,20020312,1.4450430092529665,1.5422663795278209,1.2054071409221656
49-1,20020313,1.568659616769974,1.5172105582355266,1.2844788129523721
50-1,20020314,-0.50243472001065825,1.00974723552705,-1.1269488496887803
51-1,20020315,-1.1804942143982977,1.9238895164261072,-6.0673812385628523
52-1,20020318,-0.81328811546477198,1.0886169038994442,-1.7036761902041953
53-1,20020319,-1.3929221304731954,1.3448452275006277,-0.54589013076711268
54-1,20020320,-0.80777271738341483,2.4079768023998809,-0.87621898973386791
55-1,20020321,-0.068882386054092137,1.4068950604573223,0.17241383581394487
56-1,20020322,0.86281812233384159,1.1535722190027748,0.25806465934916645
57-1,20020325,-0.57177665953913603,1.6121351635220611,-1.1231219569500794
58-1,20020326,-0.34782643763247023,1.1974265790801293,-0.26098318423706246
59-1,20020327,0.12198311175382059,1.0238914442938618,0.03483713673970712
60-1,20020328,0.19142092332460336,0.68804108343308845,0.17400387198733824
61-1,20020401,-0.27801929289248406,1.1291590424183255,-0.086964089314101045
62-1,20020402,-0.2607563407081237,1.9330731766192297,-0.034806822488597788
63-1,20020403,-0.67855849749314245,0.97301923301007587,-0.29634816423742549
64-1,20020404,-0.51781206674217373,2.9206688297674894,-2.5102962135359341
65-1,20020405,-1.3461569161465903,1.1848606789694491,-0.93525861582506309
66-1,20020408,-1.7028700413454612,2.166453166745153,-2.1738000911780464
67-1,20020409,-0.8547060578458332,1.7325364982332625,-1.0395489940240754
68-1,20020410,-1.1225562219815188,2.0233701596730671,-0.82443787188020146
69-1,20020411,-1.5209418663528762,7.5720264260602166,-1.8035609899363703
70-1,20020412,2.5717043738302081,2.7676339343063234,3.3160536450961953
71-1,20020415,0.055030726877181024,0.83110140978597125,1.0507977598415152
72-1,20020416,0.23629930108235442,1.0475031915995159,1.0035664922483978
73-1,20020417,-0.70646068658710703,0.54809458234352471,-0.1271686973087327
74-1,20020418,0.94197799520499004,1.136488834979273,2.7256483799832587
75-1,20020419,-0.40333241875947223,0.48988533123251704,0.66996019278331431
76-1,20020422,-0.75791320768647807,0.87897524355256462,-0.68765147987059905
77-1,20020423,-2.088802177742366,2.5619327559640506,-1.9473594384613158
78-1,20020424,-0.79884230188316252,1.3100927685268089,-1.0336477922256115
79-1,20020425,0.14577262056558737,1.9717156283806232,0.10930953903125484
80-1,20020426,-1.1499624763285698,2.5418979656644276,-0.82274895041867246
81-1,20020429,0.31161238669512592,1.5534700971561897,0.31161238669512592
82-1,20020430,-0.64427282221988236,1.5052819820571677,-0.90082418155348343
83-1,20020501,2.2682516264624031,1.3656911385383987,2.0834086902841609
84-1,20020502,0.43305733503640198,2.8800122217154289,0.45114215288117876
85-1,20020503,-0.75485620834960798,1.1700349223457436,-0.19825184469395296
86-1,20020506,0.37698635438054851,0.78875189939847035,0.68321013686283294
87-1,20020507,-0.75390771731660422,1.2407168409311888,-0.55700440479533597
88-1,20020508,2.3787225475558671,2.1593886793816099,1.9272545121032714
89-1,20020509,-0.23282897595908736,0.93977577872898355,-1.4419475471958876
90-1,20020510,-0.35919578849847866,2.1283722445327431,-0.34126660871045544
91-1,20020513,1.1542346024661754,1.284145149798789,1.8892025071106211
92-1,20020514,0.97800290536396162,0.81323549089797709,1.5764908737938121
93-1,20020515,-0.38610086574601965,1.9820863401230822,-1.1712396804694158
94-1,20020516,-0.3344779106348561,1.447581000751023,-0.2817399292771583
95-1,20020517,2.7704533459441016,1.9758955151950324,2.5762956642641832
96-1,20020520,0.30970430811274596,1.6952610158995551,0.0343642615066031
97-1,20020521,-0.70683856053124217,1.2512871506729817,-0.70683856053124217
98-1,20020522,-0.31244601012625495,1.7870247973464057,-0.48560622655404728
99-1,20020523,0.26152922238154019,2.2163813934640677,-0.15658985365858413
100-1,20020524,-1.6851372957593647,2.6853152444610431,-1.6503183539034794
101-1,20020528,-0.83533765752026312,1.2181821407002063,-0.81763697599779306
102-1,20020529,1.9263651267564796,1.7996384410540931,1.9442111159178488
103-1,20020530,0.088613209165799844,1.3914541022260256,-1.1974082140699949
104-1,20020531,0.22841088732175052,1.0391227801898237,0.93450384740911829
105-1,20020603,-3.4234043706492301,2.5191413023363061,-3.3006296468170326
106-1,20020604,-1.0193026002086825,3.3297834639059456,-0.85618521016703752
107-1,20020605,-0.072819955884995125,2.299620462037347,0.45633007908589818
108-1,20020606,-1.9732583666342673,4.6637463595134898,-3.1825072536554533
109-1,20020607,0.78162632232428031,2.6959726711622953,-1.0014254686062873
110-1,20020610,2.9741273735487628,3.6050895825402214,2.9931153162622071
111-1,20020611,-2.8684652586500992,3.8867241953490321,-4.4661213851137305
112-1,20020612,2.3548816119092209,4.4967864712133654,0.19252990159763783
113-1,20020613,0.57747994938841529,3.0502902986528055,0.21135563636969223
114-1,20020614,0.95694510161505875,6.2105236912608408,0.76482208382566697
115-1,20020617,1.7368758319912025,3.0563126427253335,1.7559216372101893
116-1,20020618,-0.58364093001550543,1.8043925718350065,-0.88354743409273517
117-1,20020619,0.076132474175949483,2.6647083114864669,-0.75815374523977574
118-1,20020620,0.2494484647604267,2.1514686230652074,-0.72560944677726447
119-1,20020621,-1.6073369158957185,2.4946226373233888,-4.2876294283103356
