,Var1,Var2,Var3,Var4
1-1,20020102,1.4846508116994173,1.937916173238807,0.63358184490858172
2-1,20020103,-1.7785774788231734,1.9917628940309424,-1.4632855728616168
3-1,20020104,-0.30088137893371503,1.1401283388434877,-0.75051279697162521
4-1,20020107,-1.5146815759985444,2.4067803781920785,-2.7273426035749004
5-1,20020108,-1.819846051441143,0.89004773624189459,-1.2463993984006105
6-1,20020109,0.044933723514928303,0.85456423229240641,-0.29157809151638681
7-1,20020110,0.29099069218103679,1.1508884727717816,0.49294296546396055
8-1,20020111,0.99613441296728666,1.2798433231657327,1.464414898531885
9-1,20020114,-1.3423020332140378,1.1583763258992412,-2.2272635609123181
10-1,20020115,-1.0106767669774808,1.1462239394095524,-0.2254792387089477
11-1,20020116,-1.2646961700767623,0.82775769706368263,-0.67950431328287486
12-1,20020117,1.4533514616167587,1.1054811474830586,2.3583350136085812
13-1,20020118,0.72904332626793078,0.9351414426766802,0.83996957169651942
14-1,20020122,0.96365178482740177,0.94407822771792782,0.98566124898580298
15-1,20020123,-2.0537323348749137,1.8134637547860115,-2.3374823888389074
16-1,20020124,-1.7711481932167761,1.983440164574134,-1.3703460534629119
17-1,20020125,2.2422464055832592,1.7510632164944044,1.9931238670480855
18-1,20020128,0.86580627431147583,1.3234112596923604,0.30994047392871593
19-1,20020129,-1.8843087801479808,2.1693683630360638,-2.4162249279080061
20-1,20020130,-0.8396736046909048,2.7182191130247664,-0.63607665618103937
21-1,20020131,-0.81967672041782791,1.7754678833036541,-0.3195620158407575
22-1,20020201,2.0810522560404277,2.1892876979970222,2.1039120115405652
23-1,20020204,-0.15679250608267026,1.3959302820532307,-0.13440862238542906
24-1,20020205,1.8758135800794218,3.6255217889255307,2.5015139454461988
25-1,20020206,1.4953144582354305,2.9950900786863501,1.6264047107858115
26-1,20020207,-0.043582480532933232,1.5689059396129492,-1.3207943441323255
27-1,20020208,1.0078963499220883,1.4175623640143913,-0.021798365208969273
28-1,20020211,1.9239771437360886,1.7232239068808737,0.67354953172689136
29-1,20020212,1.0905233482262133,1.9490170238297431,-0.17338539237465866
30-1,20020213,1.2597907707026845,1.9170661785840826,0.49767494259542744
31-1,20020214,1.612071450337238,1.3348655481849236,1.2227976023676757
32-1,20020215,-0.21299262578247102,1.399633172366725,0
33-1,20020219,-0.12953369686847793,2.9153298422796667,-1.3091720409054375
34-1,20020220,1.9376278963138649,3.0859199067321716,1.3091720409054375
35-1,20020221,-1.5955491567318791,3.5696416476969852,-1.9158911284856472
36-1,20020222,2.6811257450656711,5.0926066153567824,2.6593889772374535
37-1,20020225,0.14788214377730036,2.2324820919651174,0.25364629959083729
38-1,20020226,-0.99693263902729257,2.2350887838704785,-0.97582445952935082
39-1,20020227,1.0593319401664747,2.6095946762541335,1.1445652715570187
40-1,20020228,-1.0704268437372377,1.897705910041857,-0.12652890764397462
41-1,20020301,3.0410228431761777,1.6247991528617647,2.1295167972105844
42-1,20020304,-0.42701726085256908,2.0847186165348983,-1.0486520848766112
43-1,20020305,0.37807228399060477,2.2280486971567908,-0.42884852085411929
44-1,20020306,0.90784957953453649,2.5460434927585709,-0.25188930194839365
45-1,20020307,-0.55354622928556196,1.6909356791459258,-1.5674966145295066
46-1,20020308,0.54599043657086455,1.2765530644949183,1.9241528197222468
47-1,20020311,-1.0869672236903938,1.1285045023725382,-0.35665620519274022
48-1,20020312,1.2370427169123399,2.1957016499911299,0.85801509953427058
49-1,20020313,0.52274034351516008,1.3725566528885753,-0.083385454070716847
50-1,20020314,-0.31266309994317787,0.87382176947157164,-0.10432969125777625
51-1,20020315,0.59800157586082925,0.93215965304999537,1.5330733241042171
52-1,20020318,-0.24620447397754042,1.9144236650790107,0.082203046141460234
53-1,20020319,0.63194583970602736,1.0546882946879959,1.0828586758560466
54-1,20020320,0.42592093593962765,0.75262966793119901,0.40559779797719742
55-1,20020321,0.83682496705166365,1.111276275466683,1.9838342219664185
56-1,20020322,1.6330908933993804,1.6866032024482929,1.6529301951210496
57-1,20020325,0.32987320104091999,1.3855600860197759,0.73887172619344632
58-1,20020326,1.4579195504289544,1.2629750479185646,1.7094433359300165
59-1,20020327,0.61396969536224866,0.54591935646476997,-0.43897388937468307
