,Var1,Var2,Var3,Var4
1-1,20020102,0.62820507471919029,2.1590211519687714,0.30534374868906866
2-1,20020103,1.7864172606315343,2.1041410268445304,1.9017100346641058
3-1,20020104,1.0584654990124065,1.3242573705465139,1.3490929741015734
4-1,20020107,-0.73066285157734612,1.2872499214587445,-1.0262256341405873
5-1,20020108,0.28129413766144751,1.3650054888398868,0.41014975668245413
6-1,20020109,-0.28106824365767835,1.4294684809193194,-0.20084361039387488
7-1,20020110,-1.3504923768035582,1.5919226157513597,-1.8341692568649925
8-1,20020111,-0.98425177351693094,1.3246630603976455,-1.468673263533038
9-1,20020114,-1.6891867670217664,1.393056846816044,-1.947186993360539
10-1,20020115,0.70904323389315849,1.6009620767370463,0.75988207586252798
11-1,20020116,-0.6290932929595705,1.307152828266936,-1.380500433438403
12-1,20020117,0.0083434149646066658,1.1666059053385065,2.1930703493969972
13-1,20020118,-0.78706134323294208,1.6075346451132055,-5.1003524576902493
14-1,20020122,-3.3373508816506359,1.5882389383835216,-3.0305349495328926
15-1,20020123,-2.5595547188963508,3.3611007376992776,-2.2884293833588032
16-1,20020124,-0.22083188952288779,2.5750977002282562,0.5171788402393851
17-1,20020125,0.79864563666198762,2.4301996779689738,0.7433613820520435
18-1,20020128,-1.2405396857487538,2.3556903282249948,-1.1217476948066185
19-1,20020129,-4.9664332551067503,6.0821807584532905,-4.9664332551067503
20-1,20020130,1.2866510593250169,7.1431823011391602,2.5803551424160354
21-1,20020131,1.3443070256452749,3.6127981514017913,2.0990275891835886
22-1,20020201,0.14853326161921032,3.1277146110908882,-0.037098868909968274
23-1,20020204,-1.2578782206860595,1.4368533357907909,-1.0725213557537749
24-1,20020205,0.13167797237478851,3.3616024801687034,-0.24408573890850604
25-1,20020206,-0.065626027761922501,3.7140416937457994,0.22533105018140986
26-1,20020207,-2.6029777765272044,1.7741398491048992,-2.5935999924906916
27-1,20020208,1.9136119297214371,2.7799431574325553,1.0436209421668785
28-1,20020211,2.3530497410193973,1.9683002706813126,2.3625740040866816
29-1,20020212,-0.084344693627791401,1.9407825834019321,-0.78446423952609479
30-1,20020213,1.2758007007366956,1.4616948677704298,1.3132960142618444
31-1,20020214,-0.99576703296433422,1.7433591223835148,-0.13889534155744343
32-1,20020215,-1.7624571388703991,4.9087415435730559,-4.7438224485956582
33-1,20020219,-1.7351851389700634,3.1432663387107747,-3.4699275189489676
34-1,20020220,-0.15080684504944486,4.5464056218837943,-0.0201207244139745
35-1,20020221,-2.429269256904476,3.5250068012980806,-3.075279376772766
36-1,20020222,2.1250093872947851,3.4735841026484606,2.1250093872947851
