,Var1,Var2,Var3,Var4
1-1,20020102,1.359537556684387,1.8377632089519103,1.106372864506433
2-1,20020103,-0.075681133783778165,1.6651255331938817,-0.91691906612823004
3-1,20020104,-0.81095223951894724,1.4069530360548339,-0.82357133222297207
4-1,20020107,-0.76992552793999636,1.2903236288243618,-1.2417749017571644
5-1,20020108,0.23183936195803057,1.3331280955361455,0.1287332824539078
6-1,20020109,-0.46403795565019834,1.3171125584889687,-0.42545026464466673
7-1,20020110,0.4298840724298536,0.90162149239264822,-0.60908631248377532
8-1,20020111,-0.64558003428709654,1.0831430687526964,0.35035395598868035
9-1,20020114,1.3177443926162269,1.379915377890397,1.8989536490128245
10-1,20020115,1.4408742708027056,1.2918874507174545,1.2755113888798242
11-1,20020116,0.36572334098963211,1.6679355264756064,-0.31420876727397129
12-1,20020117,0.17596786843316892,0.79167255025902983,0.23888865324357411
13-1,20020118,0.087801824392563788,0.51362446112205162,0.16312193842296097
14-1,20020122,-0.42697540693108493,1.8180186353228756,-0.37683752671302528
15-1,20020123,-0.57016309036637125,1.5009731255611052,-0.96105949630951315
16-1,20020124,-1.9121041446778619,1.8190504384539454,-1.2787898049755775
17-1,20020125,2.3924892192435543,1.5132788879698609,1.7857617400006909
18-1,20020128,0.70994212992046002,0.86941011005459423,0.07582459607569092
19-1,20020129,-1.9774835868317631,1.8279735370008339,-1.9774835868317631
20-1,20020130,1.0397372403544658,3.6802581929195548,0.89790238967983882
21-1,20020131,1.4307101466911831,1.6725971758607339,4.1888977128583527
22-1,20020201,1.3256503040893541,1.156828415155188,1.3501391005874552
23-1,20020204,0.27816429618763294,1.655329626349761,0.036238449390957328
24-1,20020205,0.20597329630112071,2.8787642457495815,-0.21762794225947957
25-1,20020206,0.78974956369020077,3.0850720846967383,0.012102874447439405
26-1,20020207,-0.14600318933801759,2.6185517614475629,-0.6069452960992372
27-1,20020208,0.036556388635933246,3.8802369600282947,-0.060897632964174164
28-1,20020211,-0.46398129635587537,1.7677483824168418,-0.45179880258432448
29-1,20020212,1.9589501883041649,1.3983930252323225,2.1789991768522476
30-1,20020213,0.83953479424012656,0.7405301700112018,0.26309510512021461
31-1,20020214,0.656522799781456,0.67033093961248946,0.38145236382840508
32-1,20020215,0.56644003235373219,0.41107595100392724,1.10040748320408
33-1,20020219,-0.21426028908608785,0.88594351360496526,-1.2551970598623896
34-1,20020220,0.89813886645968566,1.3354071206151941,1.2787292402275163
35-1,20020221,-1.5329157632718804,2.5077970595753949,-1.7684871325178264
36-1,20020222,2.4838651290886027,2.3238046840052351,2.4718897982557664
37-1,20020225,2.1991627018465465,1.9759553219295576,2.0237753432369665
38-1,20020226,-0.50761530318608195,1.2292254467576038,-1.0241157340580287
39-1,20020227,-1.0009394554545636,1.6104379545179681,-1.1282469201343126
