,Var1,Var2,Var3,Var4
1-1,20020102,1.1834457647002861,3.7388870232577922,3.2059251965218749
2-1,20020103,-0.32137146030959407,2.0971932114207052,-0.32137146030959407
3-1,20020104,-1.2442681492121466,2.5262640574625959,-1.4590910030410686
4-1,20020107,0.92467343637729904,3.8250654189161861,0.5428894984114141
5-1,20020108,2.7413702704731868,3.1630712241016714,2.0895482994162773
6-1,20020109,-0.26673795489715602,3.6426152485957792,-0.74508061558651306
7-1,20020110,1.1167358809825334,4.019862099684465,1.0098411620920178
8-1,20020111,1.1032420803577025,1.6330096203607187,1.2089503354442144
9-1,20020114,-0.68511466928531384,1.7144865166240628,-1.2089503354442144
10-1,20020115,0.21253993123133696,2.1234344060330508,-0.3708613522149129
11-1,20020116,-1.0723963362975653,2.1437407837203803,-1.5512480094773018
12-1,20020117,-0.65005646030931175,3.4668628781263675,-0.8119124438504155
13-1,20020118,1.9048194970694432,3.1321750319055779,0.8119124438504155
14-1,20020122,-1.8579769444388994,2.5067249563937386,-2.2901764286684667
15-1,20020123,0.77691844729161907,3.705592405556704,-0.2208725359555519
16-1,20020124,1.870241531271466,2.2628940454571191,1.4270275093375417
17-1,20020125,0.97933318083742726,2.4771307779914968,0.65182197105690953
18-1,20020128,0.92973051442846177,2.0511610755041754,-0.5428894984114141
19-1,20020129,-2.8155323778681129,5.934399476739304,-2.8155323778681129
20-1,20020130,-0.91324835632726753,12.059978565630638,-2.3797156967519495
21-1,20020131,1.2542923847376208,4.4603019490650695,1.1969364898472001
22-1,20020201,-1.4925650216675912,2.7394159486250285,-2.0607483684106587
23-1,20020204,-5.2060813037554166,8.0179514635935103,-6.0190939120804643
24-1,20020205,4.2052006975455303,11.554603457637974,-0.061443934344795892
25-1,20020206,-5.0325083887515998,14.584570182874286,-4.848289730574562
26-1,20020207,0.31397200046674456,8.3188973041949659,2.8618805305652639
27-1,20020208,2.1652562585993795,4.5366507620658352,2.4157260201003172
28-1,20020211,1.4981553615616594,6.1976612432099341,-1.2315426590054024
29-1,20020212,0.1887386530705637,2.6909707120540252,-1.4352820492107288
30-1,20020213,1.3845406822052819,4.1046341194960583,0.56408798900857704
31-1,20020214,-1.9614675035500628,5.8678969713827636,-2.2117805253619061
32-1,20020215,-5.1293294387550148,6.9296195422974911,-5.449329711822104
33-1,20020219,-3.9356131936073346,4.8984269789808312,-4.2735655260726091
34-1,20020220,1.4976454189556954,11.795233405857433,4.1385216162854288
35-1,20020221,-2.124094932114895,5.0956998689615531,-2.462504730538928
36-1,20020222,1.3698844358161821,6.8058655453213843,1.7845360320010606
37-1,20020225,3.6128724088505315,8.4790605742012222,5.2992530140510308
38-1,20020226,0.065552280289038478,10.833503875326699,-1.560499806888993
39-1,20020227,1.9595662945050218,9.6686992639374711,1.302101730296501
40-1,20020228,0.38759738446927372,5.8087027668295423,0.32289340291713486
41-1,20020301,0.6309169193265074,5.4430429992314568,2.4834132037738765
42-1,20020304,1.0661750414759918,5.5874316016649441,0.81428573952755379
43-1,20020305,0.7500035156546847,5.2196193973857872,0.18697418971540536
44-1,20020306,0.6176671891729324,6.1747589500395712,1.1145626214916327
45-1,20020307,-2.4923408452456997,6.3960181807303584,-2.4307834410242535
46-1,20020308,-0.50062682781444323,4.7622775985919095,0.56621730387793612
47-1,20020311,0.12461060802473334,3.7216372953568224,0.7500035156546847
48-1,20020312,1.4981553615616594,2.7124015193154163,0.49689543231870026
49-1,20020313,-2.6400024724220206,4.4499757814596252,-2.7639950487540421
50-1,20020314,-0.95939335172841034,2.2975821199862869,-0.89571936040164779
51-1,20020315,1.2722817927968144,2.8279179960716516,1.6571443589262103
52-1,20020318,-0.063031833161586448,4.6313938152409593,0.25252538671938218
53-1,20020319,-0.63291350516472278,3.6310105586500985,-0.69598509350594639
