,Var1,Var2,Var3,Var4
1-1,20020102,-0.7830017632717734,3.2236688206348019,0.16858672158113208
2-1,20020103,0.58276840386550788,1.2653729049946711,1.4493007302566863
3-1,20020104,1.3782139514596725,4.4396171759500858,3.0520080009360129
4-1,20020107,0.58032344347411779,1.3730426635148869,2.0191971886840854
5-1,20020108,-3.1664914643969144,5.6183946898295849,-1.911901041051367
6-1,20020109,-1.8403767058584375,5.9804827840490518,-1.8671899517624713
7-1,20020110,-2.2565624533418482,2.6885514353835718,-1.8748826006717678
8-1,20020111,-0.89336160873929593,3.4727928006645268,-0.75429886904330168
9-1,20020114,0.028559189113197547,1.5790960959050153,-1.811028557728811
10-1,20020115,-0.11500863832374364,4.2026088864695357,-0.74520264605149045
11-1,20020116,-2.604390067450435,4.0305408014044906,-3.007965132363255
12-1,20020117,-0.94340322333583693,2.145948390766407,0.088902065419782517
13-1,20020118,-0.73822865902024581,2.3989015118420975,-0.059259260993416163
14-1,20020122,-0.029407440294226816,1.6662388573056139,0.76764474983392894
15-1,20020123,1.0050335853501124,2.6672341233680372,2.8987536873251951
16-1,20020124,-0.73508954133911786,1.8439372434042207,0.68337395785653676
17-1,20020125,1.5029348543522225,2.3482016162640487,0.81956089649568575
18-1,20020128,-0.27894020875787184,1.2978294038077711,0.75704833737186839
19-1,20020129,-2.1292500651452162,4.8579370087909952,-2.6894756200121606
20-1,20020130,-1.8800264500147268,7.2336446962294669,-1.7366572498298538
21-1,20020131,3.5479810529733591,3.2950331519453235,4.5935903468752315
22-1,20020201,-2.2282687552540814,4.0059358495244766,-2.2561588683898126
23-1,20020204,-3.7685618898389617,4.6668199898560463,-3.5121880134804329
24-1,20020205,-1.7515662288222877,6.9836896872704477,-1.3682545402720958
25-1,20020206,-0.20762279444128673,5.2348096112490685,0.86477354185627853
26-1,20020207,-1.3911723550025012,3.5535817405717864,-0.38673259564352414
27-1,20020208,1.9338428610810698,3.6129883253628501,2.6762367682092947
28-1,20020211,4.5088137799132344,6.2023294924464585,3.6051492716147493
29-1,20020212,0.028157116897320478,3.471143047443396,-0.57548056919616286
30-1,20020213,1.0804925730745651,3.051500413678593,2.1446303101009256
31-1,20020214,-2.0291346048271208,4.1633086080932244,-0.52493558861437251
32-1,20020215,-0.60290673173439835,3.5118875558344311,0.77263077511413591
33-1,20020219,-3.42318104600281,3.7358747444829814,-2.9569797354217275
34-1,20020220,1.9310944913087269,3.6455394365969678,3.5598864671561259
35-1,20020221,1.4508583353609605,3.8527684748921569,2.4025990340500236
36-1,20020222,0.79702866135771266,4.0349443983321844,0.79702866135771266
37-1,20020225,0.58032344347411779,4.4123430261361909,0.60678196988854793
38-1,20020226,-1.430109119234757,3.9755188337556904,-1.4038106312462606
39-1,20020227,0.34423441909727792,2.9133453024609341,0.90282078971171131
40-1,20020228,-1.0329849501576671,3.2398711628170651,-0.71627843048753803
41-1,20020301,1.5421736109237916,6.1987593351161943,0.90114577483184632
42-1,20020304,3.8977704707541694,3.3313492638482778,4.1349559818695258
43-1,20020305,-2.924785185584966,2.4406142508960773,-2.7982829549262789
44-1,20020306,2.9829930962198326,4.0015553036283018,2.7223047316942584
45-1,20020307,-0.76045993852194016,5.2348171117702211,-0.43163707995406142
46-1,20020308,-3.1634372469464989,8.4157636727687795,-2.6558219437604169
47-1,20020311,-0.57381482433318531,1.5878715311024818,-0.10457517292898899
48-1,20020312,2.3922097591418723,3.6510337275253479,1.788770960948316
49-1,20020313,-0.39037134804735807,1.9232164201990662,-1.4753729504539237
50-1,20020314,0.46887296109052734,1.4496842124241429,0.33840979842403307
51-1,20020315,0.92712484851338317,1.9863511327236598,1.3679397721059416
52-1,20020318,-0.76667894068505049,2.4977966921267774,-0.076932943915020147
53-1,20020319,-1.128795977385133,2.8405883239365126,-0.56599070568492671
54-1,20020320,-1.3248667616155174,1.2564353371962687,-1.3506698839364617
55-1,20020321,-1.2379981636310156,2.5695432468436148,-1.3426554206981578
56-1,20020322,-1.8722130162425632,3.455470618167455,-1.8457124198240749
57-1,20020325,-1.4311031336589064,1.7544565819582707,-0.73161144647979626
58-1,20020326,2.975692012233111,2.9930031455379931,2.9212850467996265
59-1,20020327,-0.63441925713734193,1.3179379895915799,-0.39698345109111521
60-1,20020328,-0.44872716181689754,1.1397352239965435,0.23837913552764434
61-1,20020401,-0.13257326613600462,1.6452362719265321,-0.29142953464980081
62-1,20020402,1.0338064239891587,1.8712115223663746,0.60838701077772228
63-1,20020403,-2.0471271841760341,2.6161000415479405,-1.8363789502195971
64-1,20020404,0.76170118001170906,4.2013125638062458,-0.8903336838143705
65-1,20020405,1.8592833076616078,2.9719001936902245,2.9374608679904046
66-1,20020408,1.8128995574296702,3.3702432059481344,-0.3955179842928036
67-1,20020409,-1.2495177856040929,2.689125854142735,-1.2495177856040929
68-1,20020410,2.4796838970162938,2.4615705216995245,2.6400688552137286
69-1,20020411,-0.89052448121078598,5.4899559412485965,-0.96872075783966949
70-1,20020412,-1.8032840810302098,1.9664252701090621,-1.6981039503764617
71-1,20020415,-0.81147321130679018,1.2241493510691892,-1.4827067692460894
72-1,20020416,-0.026670222854452419,2.0906499901748936,1.8033054942888871
73-1,20020417,-0.89876364973795475,2.2658108906026437,0.45242924811854657
74-1,20020418,-0.42700892211211539,1.5827728809017392,-0.71952342399836944
75-1,20020419,-0.61194816483691739,0.84943786443155511,0.21373238165733888
76-1,20020422,-4.4840754115173187,2.7292289395473901,-4.6710662500282663
77-1,20020423,-0.084045389454834307,3.03088888656321,-0.22396425935045094
78-1,20020424,-2.008838240599653,2.8212698615113641,-1.9528001332211886
79-1,20020425,1.7924735478802578,3.2824109441720473,-0.25754771712152014
80-1,20020426,-0.86083745366001274,3.3354608271967439,-0.57471422555681606
81-1,20020429,-1.8992535827274448,2.1741617462303218,-2.3324672566408911
82-1,20020430,2.3810648693718406,3.1712975485003452,0.29455102297570868
83-1,20020501,0.029407440294226816,8.7111718384563606,0.029407440294226816
84-1,20020502,1.0532572499893256,3.595731723977392,1.0238498096950988
85-1,20020503,0.80995525232627763,1.5167061662730157,1.0134732757640208
86-1,20020506,-1.6865767622869843,2.7860140464511507,-1.7730445584223986
87-1,20020507,0.84684401547039378,2.528378022480549,0.84684401547039378
88-1,20020508,-0.9950330853168321,3.5742974710549849,1.7582237045238536
89-1,20020509,-0.11435107020787427,3.2236202566142929,-0.11435107020787427
90-1,20020510,-0.199914389014344,1.0138947467733832,0.057191880312101873
91-1,20020513,0.59583095836308608,3.4201167181198251,1.0521922752126045
92-1,20020514,1.3889112160667239,1.4890367334337862,2.5140988958102017
93-1,20020515,-0.3869546011317393,3.0955008287396368,-0.3869546011317393
94-1,20020516,-0.88716966689941223,1.6339538519136627,-0.55540270513749768
95-1,20020517,-0.64362891841138747,2.3371823666013771,-0.81085303764760752
96-1,20020520,-0.28208763416412985,1.1498256482313867,-0.61954577217866458
97-1,20020521,-0.056529113998271541,1.5523700751123042,-0.084781692233937278
98-1,20020522,-0.47867189806045651,2.3820238823070943,0.16949156599910253
99-1,20020523,0.5586606708639863,1.7768529265160304,1.3178376616852727
100-1,20020524,-0.86604815644468758,1.3474062413518944,-0.72686928916243509
101-1,20020528,-1.6552489012831018,2.5895538650383259,-0.81702102600269555
102-1,20020529,-0.22624444039696101,1.7777132848281598,-0.084901660682268343
103-1,20020530,0.14234877848537941,2.9187615694599409,-0.48247574790853953
104-1,20020531,-0.9106494348795291,3.1044249039863607,-0.48481486662179663
105-1,20020603,-3.3283350033949777,2.5027378932012017,-2.9004353346669731
106-1,20020604,-1.6313575491524013,5.962874386959184,-1.601932802728534
107-1,20020605,-0.59701669865042106,3.4924485963738987,-0.11968882338462272
108-1,20020606,-3.2809933633557886,3.8784692906838907,-4.0323116984340768
109-1,20020607,0.6959850935059908,3.1878189126622485,-1.1285386231666639
110-1,20020610,-0.21933269015295132,3.593848020468259,0.5031457155367125
111-1,20020611,-2.5119060095331935,3.2834173101168265,-1.3579870775564551
112-1,20020612,2.5317807984289953,4.781471252284816,1.7336919653276883
113-1,20020613,-0.56408798900857704,4.1438263086245346,-0.56408798900857704
114-1,20020614,-1.4274627792593364,4.335893886566538,-1.647692536353329
115-1,20020617,1.5677812719229411,4.6773302888013859,0.63694482854796952
116-1,20020618,1.5748356968139365,2.6551564105258221,1.5748356968139365
117-1,20020619,-1.5823114939242711,6.4500178706527773,-2.0521635720796905
118-1,20020620,-0.89286307443012802,2.3688594428127212,-0.41553519916437409
119-1,20020621,-0.16380020042383592,5.026556024824111,-2.333223147391994
120-1,20020624,0.91384447973670291,5.2553827960983144,0.91384447973670291
121-1,20020625,-0.98900152118752693,3.4847281310411788,1.3232402208978922
122-1,20020626,2.4214258120594412,7.2048874354563024,0.511673645921773
123-1,20020627,0.65923955593731876,6.3370193243634398,1.9270853819144396
124-1,20020628,2.9880553542708022,4.156408993779853,3.0506140050442276
125-1,20020701,-1.2048338516174262,4.6017521468445093,0.151630051796392
126-1,20020702,-1.9893540519570596,2.857195642134073,-1.9893540519570596
127-1,20020703,0.030764498012203489,3.883205529393146,0.49337133689042467
128-1,20020708,-0.70476774016507981,4.2722238655341256,-2.6101633554079129
129-1,20020709,-1.6129381929883557,3.2673505910075589,-1.6744577273801742
130-1,20020710,-5.7523844138186675,8.7046310214773666,-5.0668098993632338
131-1,20020711,-0.2297719704486223,16.281451639826891,0.098635549670378353
132-1,20020712,-1.4839513862774378,18.482390022012122,-1.0903792154049796
133-1,20020715,-1.2195273093818404,16.159504624786539,-2.5573399039994449
