,Var1,Var2,Var3,Var4
1-1,20020102,-1.3655371338103794,2.8950033560936275,-1.1743324866478666
2-1,20020103,1.2886032716421969,0.97156255592187968,1.3273254405674617
3-1,20020104,2.7481496056456223,1.3437189329448704,2.8818266999336206
4-1,20020107,-1.1790161839593694,1.3085468308660007,-1.3834582215274338
5-1,20020108,-1.7334794626733263,3.2210449971467208,-3.1554391503515244
6-1,20020109,-0.52209342223377142,3.0683175650310628,0.21348867885353506
7-1,20020110,-0.52667633692116134,1.9530476782700399,-0.87625913612905393
8-1,20020111,-0.97848138799982998,1.4358088428809788,-0.54912865973388847
9-1,20020114,-0.53333459753628354,1.8232301113447544,-0.71048256237449259
10-1,20020115,-1.3356123988001123,1.4491073880465548,-1.3158084577510998
11-1,20020116,-3.3728286492886284,2.5405576036843898,-3.5335035181597529
12-1,20020117,2.4641903936928777,2.0849459098564638,2.4641903936928777
13-1,20020118,-0.65107045855512524,1.0006276561317566,-0.63078853981610727
14-1,20020122,-1.6665337864901542,4.3971454690238607,-1.6257174593928614
15-1,20020123,2.1978906718775004,4.7630801401833818,1.1551283556515912
16-1,20020124,1.0204170174241689,3.3625469146043114,0.99990630050270646
17-1,20020125,1.5697645743198763,2.0697814242213926,1.6712359173745472
18-1,20020128,1.5629955143366292,1.4622561335146333,1.7026742759467695
19-1,20020129,-1.9464368225841522,1.8005859756529616,-2.1429391455899172
20-1,20020130,1.425583825594412,6.4309063440287364,0.59988182292536329
21-1,20020131,0.43816043013658046,2.8223198773664278,0.31847160675195774
22-1,20020201,0.019800019864701923,2.9496220231185699,0.37687240877763983
23-1,20020204,-2.5572721442551405,4.2309697518651284,-2.973898081681936
24-1,20020205,-0.47030042722209231,4.9549239257838682,-0.49069818353961736
25-1,20020206,-0.16413626992299868,4.5609440691266485,-0.18463437392015614
26-1,20020207,-1.8731036706062909,2.5304278570189873,-2.2846268851169693
27-1,20020208,1.3770298959510985,3.4556173638337198,1.3770298959510985
28-1,20020211,3.0212544941652375,2.23560093024886,3.0005312529761685
29-1,20020212,1.2820688429061367,2.5027979339025825,1.0203149433296144
30-1,20020213,0.95087879690272104,2.0387251628282024,0.95087879690272104
31-1,20020214,-0.47309372685826467,1.9002347695187503,-0.21711249029841007
32-1,20020215,-1.5889112827334184,1.9243478296766618,-1.3126680131423818
33-1,20020219,0.14046355274239808,2.2936032040316059,-0.16028855365313177
34-1,20020220,1.816078337159599,3.2670715313452878,2.4756190511248111
35-1,20020221,1.2410475361130491,4.101158875367517,1.4950283310368739
36-1,20020222,2.6355281318573898,3.5761601127279556,1.4919940115649677
37-1,20020225,4.6562495616207844,5.0122517780644218,6.2198116022870842
38-1,20020226,-0.21413284413434042,3.9644789255453912,-0.12496654308611355
39-1,20020227,-0.48287673188260882,3.1034058078765416,-0.35791018879649528
40-1,20020228,-0.70011954589830339,2.8240117550796477,-0.48521974972723925
41-1,20020301,1.8034592889363488,5.0156215937183344,1.785442893968181
42-1,20020304,4.6592546853569949,3.169485700692809,4.464409171583128
43-1,20020305,-1.7109057197618682,3.9838916333100016,-1.9481135571822072
44-1,20020306,2.1395766965039087,2.4210570546651904,1.8803972857609708
45-1,20020307,-1.9109400296865253,1.9184278726272803,-0.81619225416798002
