MSE, Q-LIKE
   7.46239,   2.19673
   1.70427,   2.45802
   0.64352,   2.55022
   7.91215,   2.18187
   2.97188,   2.38136
   5.49558,   2.26771
   7.98352,   2.17955
   5.38398,   2.27210
   1.85365,   2.44776
   0.97742,   2.51606
   2.49470,   2.40782
   4.90633,   2.29139
   4.72526,   2.29895
   3.05047,   2.37721
   3.90808,   2.33502
   7.63580,   2.19095
   7.57419,   2.19299
   8.24040,   2.17129
   9.27185,   2.13934
   5.96171,   2.24987
   5.12904,   2.28228
   8.49715,   2.16316
   8.97437,   2.14837
   4.01025,   2.33031
   8.14184,   2.17444
  11.52598,   2.07522
  16.41562,   1.95493
   4.32962,   2.31598
   5.57157,   2.26475
   1.31076,   2.90692
   2.47302,   2.40908
   0.00025,   2.69427
   2.16498,   2.42762
   3.25067,   2.36688
   0.30597,   2.79852
   9.93485,   3.27462
   1.13380,   2.89225
   0.96850,   2.51689
   2.58738,   2.40250
   2.99753,   2.38000
   2.67605,   2.39749
   0.93670,   2.51987
   2.78565,   2.39142
   2.22394,   2.42398
   6.53050,   2.22902
   0.80545,   2.86160
   0.76436,   2.53701
   0.22803,   2.78466
   4.04068,   3.06544
   1.31743,   2.48691
   1.66182,   2.46102
   3.04545,   2.37748
   0.03405,   2.73099
   3.20333,   2.36929
   9.82330,   2.12299
   4.52205,   2.30761
   0.00894,   2.67986
   0.71276,   2.54251
   7.96161,   2.18026
   2.06461,   2.43395
   0.61636,   2.55335
   0.84793,   2.52849
   2.44180,   2.41091
   0.00106,   2.70314
   4.69488,   2.30023
   2.09100,   2.43227
   2.32972,   2.41756
   2.98843,   2.38048
   0.00649,   2.68243
   5.60889,   2.26331
   2.28054,   2.42052
   6.67614,   2.22383
   3.95127,   2.33302
   6.75780,   2.22094
   2.81649,   2.38973
   3.93131,   2.33394
   0.04266,   2.73502
   6.64880,   2.22480
   0.97954,   2.51586
   5.73019,   2.25864
  12.02384,   2.06193
   4.72166,   2.29910
  12.43073,   2.05127
  18.06499,   1.91853
  11.69220,   2.07075
